Categoria,Serie,Fecha,Casos
Fecha inicio de sintomas,confirmada,2020-05-29,5177
Fecha inicio de sintomas,no notificada,2020-05-29,291
Fecha inicio de sintomas,probable,2020-05-29,643
Fecha notificación,confirmada,2020-05-29,5340
Fecha notificación,no notificada,2020-05-29,291
Fecha notificación,probable,2020-05-29,134
Fecha inicio de sintomas,confirmada,2020-05-30,4837
Fecha inicio de sintomas,no notificada,2020-05-30,184
Fecha inicio de sintomas,probable,2020-05-30,719
Fecha notificación,confirmada,2020-05-30,3795
Fecha notificación,no notificada,2020-05-30,184
Fecha notificación,probable,2020-05-30,103
Fecha inicio de sintomas,confirmada,2020-05-31,4426
Fecha inicio de sintomas,no notificada,2020-05-31,99
Fecha inicio de sintomas,probable,2020-05-31,745
Fecha notificación,confirmada,2020-05-31,3093
Fecha notificación,no notificada,2020-05-31,99
Fecha notificación,probable,2020-05-31,292
Fecha inicio de sintomas,confirmada,2020-06-01,7106
Fecha inicio de sintomas,no notificada,2020-06-01,239
Fecha inicio de sintomas,probable,2020-06-01,1367
Fecha notificación,confirmada,2020-06-01,7287
Fecha notificación,no notificada,2020-06-01,239
Fecha notificación,probable,2020-06-01,965
Fecha inicio de sintomas,confirmada,2020-06-02,4728
Fecha inicio de sintomas,no notificada,2020-06-02,248
Fecha inicio de sintomas,probable,2020-06-02,930
Fecha notificación,confirmada,2020-06-02,6279
Fecha notificación,no notificada,2020-06-02,248
Fecha notificación,probable,2020-06-02,1042
Fecha inicio de sintomas,confirmada,2020-06-03,4540
Fecha inicio de sintomas,no notificada,2020-06-03,249
Fecha inicio de sintomas,probable,2020-06-03,942
Fecha notificación,confirmada,2020-06-03,5644
Fecha notificación,no notificada,2020-06-03,249
Fecha notificación,probable,2020-06-03,996
Fecha inicio de sintomas,confirmada,2020-06-04,4489
Fecha inicio de sintomas,no notificada,2020-06-04,289
Fecha inicio de sintomas,probable,2020-06-04,890
Fecha notificación,confirmada,2020-06-04,5730
Fecha notificación,no notificada,2020-06-04,289
Fecha notificación,probable,2020-06-04,1053
Fecha inicio de sintomas,confirmada,2020-06-05,5151
Fecha inicio de sintomas,no notificada,2020-06-05,205
Fecha inicio de sintomas,probable,2020-06-05,1045
Fecha notificación,confirmada,2020-06-05,5395
Fecha notificación,no notificada,2020-06-05,205
Fecha notificación,probable,2020-06-05,1027
Fecha inicio de sintomas,confirmada,2020-06-06,4486
Fecha inicio de sintomas,no notificada,2020-06-06,85
Fecha inicio de sintomas,probable,2020-06-06,939
Fecha notificación,confirmada,2020-06-06,3780
Fecha notificación,no notificada,2020-06-06,85
Fecha notificación,probable,2020-06-06,556
Fecha inicio de sintomas,confirmada,2020-06-07,3972
Fecha inicio de sintomas,no notificada,2020-06-07,74
Fecha inicio de sintomas,probable,2020-06-07,874
Fecha notificación,confirmada,2020-06-07,2963
Fecha notificación,no notificada,2020-06-07,74
Fecha notificación,probable,2020-06-07,415
Fecha inicio de sintomas,confirmada,2020-06-08,5312
Fecha inicio de sintomas,no notificada,2020-06-08,268
Fecha inicio de sintomas,probable,2020-06-08,1237
Fecha notificación,confirmada,2020-06-08,6372
Fecha notificación,no notificada,2020-06-08,268
Fecha notificación,probable,2020-06-08,1253
Fecha inicio de sintomas,confirmada,2020-06-09,4117
Fecha inicio de sintomas,no notificada,2020-06-09,259
Fecha inicio de sintomas,probable,2020-06-09,930
Fecha notificación,confirmada,2020-06-09,5688
Fecha notificación,no notificada,2020-06-09,259
Fecha notificación,probable,2020-06-09,1228
Fecha inicio de sintomas,confirmada,2020-06-10,4413
Fecha inicio de sintomas,no notificada,2020-06-10,204
Fecha inicio de sintomas,probable,2020-06-10,992
Fecha notificación,confirmada,2020-06-10,5433
Fecha notificación,no notificada,2020-06-10,204
Fecha notificación,probable,2020-06-10,1213
Fecha inicio de sintomas,confirmada,2020-06-11,3909
Fecha inicio de sintomas,no notificada,2020-06-11,218
Fecha inicio de sintomas,probable,2020-06-11,925
Fecha notificación,confirmada,2020-06-11,4920
Fecha notificación,no notificada,2020-06-11,218
Fecha notificación,probable,2020-06-11,1241
Fecha inicio de sintomas,confirmada,2020-06-12,4498
Fecha inicio de sintomas,no notificada,2020-06-12,262
Fecha inicio de sintomas,probable,2020-06-12,991
Fecha notificación,confirmada,2020-06-12,4694
Fecha notificación,no notificada,2020-06-12,262
Fecha notificación,probable,2020-06-12,1197
Fecha inicio de sintomas,confirmada,2020-06-13,4135
Fecha inicio de sintomas,no notificada,2020-06-13,139
Fecha inicio de sintomas,probable,2020-06-13,908
Fecha notificación,confirmada,2020-06-13,3265
Fecha notificación,no notificada,2020-06-13,139
Fecha notificación,probable,2020-06-13,577
Fecha inicio de sintomas,confirmada,2020-06-14,3688
Fecha inicio de sintomas,no notificada,2020-06-14,59
Fecha inicio de sintomas,probable,2020-06-14,834
Fecha notificación,confirmada,2020-06-14,2603
Fecha notificación,no notificada,2020-06-14,59
Fecha notificación,probable,2020-06-14,441
Fecha inicio de sintomas,confirmada,2020-06-15,4727
Fecha inicio de sintomas,no notificada,2020-06-15,260
Fecha inicio de sintomas,probable,2020-06-15,1171
Fecha notificación,confirmada,2020-06-15,5838
Fecha notificación,no notificada,2020-06-15,260
Fecha notificación,probable,2020-06-15,1260
Fecha inicio de sintomas,confirmada,2020-06-16,3997
Fecha inicio de sintomas,no notificada,2020-06-16,282
Fecha inicio de sintomas,probable,2020-06-16,940
Fecha notificación,confirmada,2020-06-16,5312
Fecha notificación,no notificada,2020-06-16,282
Fecha notificación,probable,2020-06-16,1123
Fecha inicio de sintomas,confirmada,2020-06-17,3682
Fecha inicio de sintomas,no notificada,2020-06-17,300
Fecha inicio de sintomas,probable,2020-06-17,864
Fecha notificación,confirmada,2020-06-17,4810
Fecha notificación,no notificada,2020-06-17,300
Fecha notificación,probable,2020-06-17,1103
Fecha inicio de sintomas,confirmada,2020-06-18,3808
Fecha inicio de sintomas,no notificada,2020-06-18,335
Fecha inicio de sintomas,probable,2020-06-18,889
Fecha notificación,confirmada,2020-06-18,4584
Fecha notificación,no notificada,2020-06-18,335
Fecha notificación,probable,2020-06-18,1146
Fecha inicio de sintomas,confirmada,2020-06-19,3926
Fecha inicio de sintomas,no notificada,2020-06-19,213
Fecha inicio de sintomas,probable,2020-06-19,830
Fecha notificación,confirmada,2020-06-19,4508
Fecha notificación,no notificada,2020-06-19,213
Fecha notificación,probable,2020-06-19,1189
Fecha inicio de sintomas,confirmada,2020-06-20,3703
Fecha inicio de sintomas,no notificada,2020-06-20,109
Fecha inicio de sintomas,probable,2020-06-20,898
Fecha notificación,confirmada,2020-06-20,2763
Fecha notificación,no notificada,2020-06-20,109
Fecha notificación,probable,2020-06-20,537
Fecha inicio de sintomas,confirmada,2020-06-21,3046
Fecha inicio de sintomas,no notificada,2020-06-21,83
Fecha inicio de sintomas,probable,2020-06-21,772
Fecha notificación,confirmada,2020-06-21,2184
Fecha notificación,no notificada,2020-06-21,83
Fecha notificación,probable,2020-06-21,353
Fecha inicio de sintomas,confirmada,2020-06-22,3750
Fecha inicio de sintomas,no notificada,2020-06-22,142
Fecha inicio de sintomas,probable,2020-06-22,977
Fecha notificación,confirmada,2020-06-22,5027
Fecha notificación,no notificada,2020-06-22,142
Fecha notificación,probable,2020-06-22,1286
Fecha inicio de sintomas,confirmada,2020-06-23,3374
Fecha inicio de sintomas,no notificada,2020-06-23,190
Fecha inicio de sintomas,probable,2020-06-23,777
Fecha notificación,confirmada,2020-06-23,4225
Fecha notificación,no notificada,2020-06-23,190
Fecha notificación,probable,2020-06-23,1067
Fecha inicio de sintomas,confirmada,2020-06-24,3130
Fecha inicio de sintomas,no notificada,2020-06-24,167
Fecha inicio de sintomas,probable,2020-06-24,749
Fecha notificación,confirmada,2020-06-24,4184
Fecha notificación,no notificada,2020-06-24,167
Fecha notificación,probable,2020-06-24,1080
Fecha inicio de sintomas,confirmada,2020-06-25,3017
Fecha inicio de sintomas,no notificada,2020-06-25,172
Fecha inicio de sintomas,probable,2020-06-25,665
Fecha notificación,confirmada,2020-06-25,3814
Fecha notificación,no notificada,2020-06-25,172
Fecha notificación,probable,2020-06-25,1045
Fecha inicio de sintomas,confirmada,2020-06-26,3133
Fecha inicio de sintomas,no notificada,2020-06-26,136
Fecha inicio de sintomas,probable,2020-06-26,687
Fecha notificación,confirmada,2020-06-26,3749
Fecha notificación,no notificada,2020-06-26,136
Fecha notificación,probable,2020-06-26,1040
Fecha inicio de sintomas,confirmada,2020-06-27,2672
Fecha inicio de sintomas,no notificada,2020-06-27,79
Fecha inicio de sintomas,probable,2020-06-27,561
Fecha notificación,confirmada,2020-06-27,2648
Fecha notificación,no notificada,2020-06-27,79
Fecha notificación,probable,2020-06-27,524
Fecha inicio de sintomas,confirmada,2020-06-28,2546
Fecha inicio de sintomas,no notificada,2020-06-28,33
Fecha inicio de sintomas,probable,2020-06-28,603
Fecha notificación,confirmada,2020-06-28,2128
Fecha notificación,no notificada,2020-06-28,33
Fecha notificación,probable,2020-06-28,337
Fecha inicio de sintomas,confirmada,2020-06-29,2672
Fecha inicio de sintomas,no notificada,2020-06-29,42
Fecha inicio de sintomas,probable,2020-06-29,677
Fecha notificación,confirmada,2020-06-29,1944
Fecha notificación,no notificada,2020-06-29,42
Fecha notificación,probable,2020-06-29,365
Fecha inicio de sintomas,confirmada,2020-06-30,2911
Fecha inicio de sintomas,no notificada,2020-06-30,129
Fecha inicio de sintomas,probable,2020-06-30,718
Fecha notificación,confirmada,2020-06-30,3943
Fecha notificación,no notificada,2020-06-30,129
Fecha notificación,probable,2020-06-30,873
Fecha inicio de sintomas,confirmada,2020-07-01,3247
Fecha inicio de sintomas,no notificada,2020-07-01,120
Fecha inicio de sintomas,probable,2020-07-01,633
Fecha notificación,confirmada,2020-07-01,3636
Fecha notificación,no notificada,2020-07-01,120
Fecha notificación,probable,2020-07-01,980
Fecha inicio de sintomas,confirmada,2020-07-02,2386
Fecha inicio de sintomas,no notificada,2020-07-02,101
Fecha inicio de sintomas,probable,2020-07-02,529
Fecha notificación,confirmada,2020-07-02,3375
Fecha notificación,no notificada,2020-07-02,101
Fecha notificación,probable,2020-07-02,888
Fecha inicio de sintomas,confirmada,2020-07-03,2606
Fecha inicio de sintomas,no notificada,2020-07-03,89
Fecha inicio de sintomas,probable,2020-07-03,536
Fecha notificación,confirmada,2020-07-03,3367
Fecha notificación,no notificada,2020-07-03,89
Fecha notificación,probable,2020-07-03,814
Fecha inicio de sintomas,confirmada,2020-07-04,2335
Fecha inicio de sintomas,no notificada,2020-07-04,37
Fecha inicio de sintomas,probable,2020-07-04,505
Fecha notificación,confirmada,2020-07-04,1697
Fecha notificación,no notificada,2020-07-04,37
Fecha notificación,probable,2020-07-04,347
Fecha inicio de sintomas,confirmada,2020-07-05,2246
Fecha inicio de sintomas,no notificada,2020-07-05,29
Fecha inicio de sintomas,probable,2020-07-05,524
Fecha notificación,confirmada,2020-07-05,1633
Fecha notificación,no notificada,2020-07-05,29
Fecha notificación,probable,2020-07-05,274
Fecha inicio de sintomas,confirmada,2020-07-06,2787
Fecha inicio de sintomas,no notificada,2020-07-06,79
Fecha inicio de sintomas,probable,2020-07-06,620
Fecha notificación,confirmada,2020-07-06,3555
Fecha notificación,no notificada,2020-07-06,79
Fecha notificación,probable,2020-07-06,769
Fecha inicio de sintomas,confirmada,2020-07-07,2436
Fecha inicio de sintomas,no notificada,2020-07-07,77
Fecha inicio de sintomas,probable,2020-07-07,560
Fecha notificación,confirmada,2020-07-07,3276
Fecha notificación,no notificada,2020-07-07,77
Fecha notificación,probable,2020-07-07,796
Fecha inicio de sintomas,confirmada,2020-07-08,2242
Fecha inicio de sintomas,no notificada,2020-07-08,64
Fecha inicio de sintomas,probable,2020-07-08,354
Fecha notificación,confirmada,2020-07-08,2797
Fecha notificación,no notificada,2020-07-08,64
Fecha notificación,probable,2020-07-08,768
Fecha inicio de sintomas,confirmada,2020-07-09,2216
Fecha inicio de sintomas,no notificada,2020-07-09,58
Fecha inicio de sintomas,probable,2020-07-09,387
Fecha notificación,confirmada,2020-07-09,2928
Fecha notificación,no notificada,2020-07-09,58
Fecha notificación,probable,2020-07-09,675
Fecha inicio de sintomas,confirmada,2020-07-10,2498
Fecha inicio de sintomas,no notificada,2020-07-10,49
Fecha inicio de sintomas,probable,2020-07-10,368
Fecha notificación,confirmada,2020-07-10,2600
Fecha notificación,no notificada,2020-07-10,49
Fecha notificación,probable,2020-07-10,632
Fecha inicio de sintomas,confirmada,2020-07-11,1968
Fecha inicio de sintomas,no notificada,2020-07-11,37
Fecha inicio de sintomas,probable,2020-07-11,281
Fecha notificación,confirmada,2020-07-11,1737
Fecha notificación,no notificada,2020-07-11,37
Fecha notificación,probable,2020-07-11,298
Fecha inicio de sintomas,confirmada,2020-07-12,1900
Fecha inicio de sintomas,no notificada,2020-07-12,14
Fecha inicio de sintomas,probable,2020-07-12,219
Fecha notificación,confirmada,2020-07-12,1354
Fecha notificación,no notificada,2020-07-12,14
Fecha notificación,probable,2020-07-12,195
Fecha inicio de sintomas,confirmada,2020-07-13,2365
Fecha inicio de sintomas,no notificada,2020-07-13,63
Fecha inicio de sintomas,probable,2020-07-13,221
Fecha notificación,confirmada,2020-07-13,2959
Fecha notificación,no notificada,2020-07-13,63
Fecha notificación,probable,2020-07-13,614
Fecha inicio de sintomas,confirmada,2020-07-14,2215
Fecha inicio de sintomas,no notificada,2020-07-14,68
Fecha inicio de sintomas,probable,2020-07-14,152
Fecha notificación,confirmada,2020-07-14,2740
Fecha notificación,no notificada,2020-07-14,68
Fecha notificación,probable,2020-07-14,466
Fecha inicio de sintomas,confirmada,2020-07-15,2084
Fecha inicio de sintomas,no notificada,2020-07-15,57
Fecha inicio de sintomas,probable,2020-07-15,137
Fecha notificación,confirmada,2020-07-15,2490
Fecha notificación,no notificada,2020-07-15,57
Fecha notificación,probable,2020-07-15,195
Fecha inicio de sintomas,confirmada,2020-07-16,1717
Fecha inicio de sintomas,no notificada,2020-07-16,10
Fecha inicio de sintomas,probable,2020-07-16,124
Fecha notificación,confirmada,2020-07-16,1298
Fecha notificación,no notificada,2020-07-16,10
Fecha notificación,probable,2020-07-16,63
Fecha inicio de sintomas,confirmada,2020-07-17,2213
Fecha inicio de sintomas,no notificada,2020-07-17,55
Fecha inicio de sintomas,probable,2020-07-17,139
Fecha notificación,confirmada,2020-07-17,2454
Fecha notificación,no notificada,2020-07-17,55
Fecha notificación,probable,2020-07-17,165
Fecha inicio de sintomas,confirmada,2020-07-18,1927
Fecha inicio de sintomas,no notificada,2020-07-18,12
Fecha inicio de sintomas,probable,2020-07-18,104
Fecha notificación,confirmada,2020-07-18,1593
Fecha notificación,no notificada,2020-07-18,12
Fecha notificación,probable,2020-07-18,61
Fecha inicio de sintomas,confirmada,2020-07-19,1616
Fecha inicio de sintomas,no notificada,2020-07-19,10
Fecha inicio de sintomas,probable,2020-07-19,137
Fecha notificación,confirmada,2020-07-19,1377
Fecha notificación,no notificada,2020-07-19,10
Fecha notificación,probable,2020-07-19,58
Fecha inicio de sintomas,confirmada,2020-07-20,2385
Fecha inicio de sintomas,no notificada,2020-07-20,42
Fecha inicio de sintomas,probable,2020-07-20,195
Fecha notificación,confirmada,2020-07-20,2701
Fecha notificación,no notificada,2020-07-20,42
Fecha notificación,probable,2020-07-20,191
Fecha inicio de sintomas,confirmada,2020-07-21,1965
Fecha inicio de sintomas,no notificada,2020-07-21,23
Fecha inicio de sintomas,probable,2020-07-21,145
Fecha notificación,confirmada,2020-07-21,2279
Fecha notificación,no notificada,2020-07-21,23
Fecha notificación,probable,2020-07-21,187
Fecha inicio de sintomas,confirmada,2020-07-22,1919
Fecha inicio de sintomas,no notificada,2020-07-22,18
Fecha inicio de sintomas,probable,2020-07-22,134
Fecha notificación,confirmada,2020-07-22,2383
Fecha notificación,no notificada,2020-07-22,18
Fecha notificación,probable,2020-07-22,145
Fecha inicio de sintomas,confirmada,2020-07-23,2056
Fecha inicio de sintomas,no notificada,2020-07-23,31
Fecha inicio de sintomas,probable,2020-07-23,124
Fecha notificación,confirmada,2020-07-23,2366
Fecha notificación,no notificada,2020-07-23,31
Fecha notificación,probable,2020-07-23,159
Fecha inicio de sintomas,confirmada,2020-07-24,1951
Fecha inicio de sintomas,no notificada,2020-07-24,36
Fecha inicio de sintomas,probable,2020-07-24,123
Fecha notificación,confirmada,2020-07-24,2122
Fecha notificación,no notificada,2020-07-24,36
Fecha notificación,probable,2020-07-24,148
Fecha inicio de sintomas,confirmada,2020-07-25,1726
Fecha inicio de sintomas,no notificada,2020-07-25,32
Fecha inicio de sintomas,probable,2020-07-25,125
Fecha notificación,confirmada,2020-07-25,1507
Fecha notificación,no notificada,2020-07-25,32
Fecha notificación,probable,2020-07-25,67
Fecha inicio de sintomas,confirmada,2020-07-26,1509
Fecha inicio de sintomas,no notificada,2020-07-26,4
Fecha inicio de sintomas,probable,2020-07-26,141
Fecha notificación,confirmada,2020-07-26,1352
Fecha notificación,no notificada,2020-07-26,4
Fecha notificación,probable,2020-07-26,48
Fecha inicio de sintomas,confirmada,2020-07-27,2216
Fecha inicio de sintomas,no notificada,2020-07-27,25
Fecha inicio de sintomas,probable,2020-07-27,224
Fecha notificación,confirmada,2020-07-27,2540
Fecha notificación,no notificada,2020-07-27,25
Fecha notificación,probable,2020-07-27,168
Fecha inicio de sintomas,confirmada,2020-07-28,1859
Fecha inicio de sintomas,no notificada,2020-07-28,33
Fecha inicio de sintomas,probable,2020-07-28,173
Fecha notificación,confirmada,2020-07-28,2089
Fecha notificación,no notificada,2020-07-28,33
Fecha notificación,probable,2020-07-28,123
Fecha inicio de sintomas,confirmada,2020-07-29,1751
Fecha inicio de sintomas,no notificada,2020-07-29,37
Fecha inicio de sintomas,probable,2020-07-29,201
Fecha notificación,confirmada,2020-07-29,2087
Fecha notificación,no notificada,2020-07-29,37
Fecha notificación,probable,2020-07-29,145
Fecha inicio de sintomas,confirmada,2020-07-30,1871
Fecha inicio de sintomas,no notificada,2020-07-30,39
Fecha inicio de sintomas,probable,2020-07-30,219
Fecha notificación,confirmada,2020-07-30,2080
Fecha notificación,no notificada,2020-07-30,39
Fecha notificación,probable,2020-07-30,151
Fecha inicio de sintomas,confirmada,2020-07-31,1905
Fecha inicio de sintomas,no notificada,2020-07-31,35
Fecha inicio de sintomas,probable,2020-07-31,240
Fecha notificación,confirmada,2020-07-31,1929
Fecha notificación,no notificada,2020-07-31,35
Fecha notificación,probable,2020-07-31,162
Fecha inicio de sintomas,confirmada,2020-08-01,1910
Fecha inicio de sintomas,no notificada,2020-08-01,10
Fecha inicio de sintomas,probable,2020-08-01,336
Fecha notificación,confirmada,2020-08-01,1379
Fecha notificación,no notificada,2020-08-01,10
Fecha notificación,probable,2020-08-01,55
Fecha inicio de sintomas,confirmada,2020-08-02,1582
Fecha inicio de sintomas,no notificada,2020-08-02,5
Fecha inicio de sintomas,probable,2020-08-02,322
Fecha notificación,confirmada,2020-08-02,1109
Fecha notificación,no notificada,2020-08-02,5
Fecha notificación,probable,2020-08-02,100
Fecha inicio de sintomas,confirmada,2020-08-03,2077
Fecha inicio de sintomas,no notificada,2020-08-03,18
Fecha inicio de sintomas,probable,2020-08-03,435
Fecha notificación,confirmada,2020-08-03,2340
Fecha notificación,no notificada,2020-08-03,18
Fecha notificación,probable,2020-08-03,449
Fecha inicio de sintomas,confirmada,2020-08-04,1923
Fecha inicio de sintomas,no notificada,2020-08-04,26
Fecha inicio de sintomas,probable,2020-08-04,376
Fecha notificación,confirmada,2020-08-04,2371
Fecha notificación,no notificada,2020-08-04,26
Fecha notificación,probable,2020-08-04,458
Fecha inicio de sintomas,confirmada,2020-08-05,1802
Fecha inicio de sintomas,no notificada,2020-08-05,29
Fecha inicio de sintomas,probable,2020-08-05,347
Fecha notificación,confirmada,2020-08-05,2251
Fecha notificación,no notificada,2020-08-05,29
Fecha notificación,probable,2020-08-05,426
Fecha inicio de sintomas,confirmada,2020-08-06,1840
Fecha inicio de sintomas,no notificada,2020-08-06,33
Fecha inicio de sintomas,probable,2020-08-06,302
Fecha notificación,confirmada,2020-08-06,2063
Fecha notificación,no notificada,2020-08-06,33
Fecha notificación,probable,2020-08-06,392
Fecha inicio de sintomas,confirmada,2020-08-07,1821
Fecha inicio de sintomas,no notificada,2020-08-07,21
Fecha inicio de sintomas,probable,2020-08-07,316
Fecha notificación,confirmada,2020-08-07,2048
Fecha notificación,no notificada,2020-08-07,21
Fecha notificación,probable,2020-08-07,406
Fecha inicio de sintomas,confirmada,2020-08-08,1481
Fecha inicio de sintomas,no notificada,2020-08-08,13
Fecha inicio de sintomas,probable,2020-08-08,349
Fecha notificación,confirmada,2020-08-08,1247
Fecha notificación,no notificada,2020-08-08,13
Fecha notificación,probable,2020-08-08,182
Fecha inicio de sintomas,confirmada,2020-08-09,1291
Fecha inicio de sintomas,no notificada,2020-08-09,2
Fecha inicio de sintomas,probable,2020-08-09,321
Fecha notificación,confirmada,2020-08-09,924
Fecha notificación,no notificada,2020-08-09,2
Fecha notificación,probable,2020-08-09,143
Fecha inicio de sintomas,confirmada,2020-08-10,1998
Fecha inicio de sintomas,no notificada,2020-08-10,17
Fecha inicio de sintomas,probable,2020-08-10,447
Fecha notificación,confirmada,2020-08-10,2204
Fecha notificación,no notificada,2020-08-10,17
Fecha notificación,probable,2020-08-10,460
Fecha inicio de sintomas,confirmada,2020-08-11,1787
Fecha inicio de sintomas,no notificada,2020-08-11,14
Fecha inicio de sintomas,probable,2020-08-11,344
Fecha notificación,confirmada,2020-08-11,2075
Fecha notificación,no notificada,2020-08-11,14
Fecha notificación,probable,2020-08-11,497
Fecha inicio de sintomas,confirmada,2020-08-12,1675
Fecha inicio de sintomas,no notificada,2020-08-12,18
Fecha inicio de sintomas,probable,2020-08-12,316
Fecha notificación,confirmada,2020-08-12,1932
Fecha notificación,no notificada,2020-08-12,18
Fecha notificación,probable,2020-08-12,453
Fecha inicio de sintomas,confirmada,2020-08-13,1542
Fecha inicio de sintomas,no notificada,2020-08-13,13
Fecha inicio de sintomas,probable,2020-08-13,284
Fecha notificación,confirmada,2020-08-13,1763
Fecha notificación,no notificada,2020-08-13,13
Fecha notificación,probable,2020-08-13,411
Fecha inicio de sintomas,confirmada,2020-08-14,1693
Fecha inicio de sintomas,no notificada,2020-08-14,15
Fecha inicio de sintomas,probable,2020-08-14,263
Fecha notificación,confirmada,2020-08-14,1749
Fecha notificación,no notificada,2020-08-14,15
Fecha notificación,probable,2020-08-14,374
Fecha inicio de sintomas,confirmada,2020-08-15,1358
Fecha inicio de sintomas,no notificada,2020-08-15,11
Fecha inicio de sintomas,probable,2020-08-15,311
Fecha notificación,confirmada,2020-08-15,982
Fecha notificación,no notificada,2020-08-15,11
Fecha notificación,probable,2020-08-15,140
Fecha inicio de sintomas,confirmada,2020-08-16,1232
Fecha inicio de sintomas,no notificada,2020-08-16,8
Fecha inicio de sintomas,probable,2020-08-16,301
Fecha notificación,confirmada,2020-08-16,852
Fecha notificación,no notificada,2020-08-16,8
Fecha notificación,probable,2020-08-16,119
Fecha inicio de sintomas,confirmada,2020-08-17,1803
Fecha inicio de sintomas,no notificada,2020-08-17,18
Fecha inicio de sintomas,probable,2020-08-17,393
Fecha notificación,confirmada,2020-08-17,2112
Fecha notificación,no notificada,2020-08-17,18
Fecha notificación,probable,2020-08-17,404
Fecha inicio de sintomas,confirmada,2020-08-18,1748
Fecha inicio de sintomas,no notificada,2020-08-18,37
Fecha inicio de sintomas,probable,2020-08-18,333
Fecha notificación,confirmada,2020-08-18,1987
Fecha notificación,no notificada,2020-08-18,37
Fecha notificación,probable,2020-08-18,398
Fecha inicio de sintomas,confirmada,2020-08-19,1547
Fecha inicio de sintomas,no notificada,2020-08-19,17
Fecha inicio de sintomas,probable,2020-08-19,307
Fecha notificación,confirmada,2020-08-19,1957
Fecha notificación,no notificada,2020-08-19,17
Fecha notificación,probable,2020-08-19,474
Fecha inicio de sintomas,confirmada,2020-08-20,1538
Fecha inicio de sintomas,no notificada,2020-08-20,20
Fecha inicio de sintomas,probable,2020-08-20,293
Fecha notificación,confirmada,2020-08-20,1950
Fecha notificación,no notificada,2020-08-20,20
Fecha notificación,probable,2020-08-20,369
Fecha inicio de sintomas,confirmada,2020-08-21,1288
Fecha inicio de sintomas,no notificada,2020-08-21,34
Fecha inicio de sintomas,probable,2020-08-21,317
Fecha notificación,confirmada,2020-08-21,1791
Fecha notificación,no notificada,2020-08-21,34
Fecha notificación,probable,2020-08-21,446
Fecha inicio de sintomas,confirmada,2020-08-22,878
Fecha inicio de sintomas,no notificada,2020-08-22,11
Fecha inicio de sintomas,probable,2020-08-22,289
Fecha notificación,confirmada,2020-08-22,956
Fecha notificación,no notificada,2020-08-22,11
Fecha notificación,probable,2020-08-22,154
Fecha inicio de sintomas,confirmada,2020-08-23,652
Fecha inicio de sintomas,no notificada,2020-08-23,5
Fecha inicio de sintomas,probable,2020-08-23,299
Fecha notificación,confirmada,2020-08-23,830
Fecha notificación,no notificada,2020-08-23,5
Fecha notificación,probable,2020-08-23,164
Fecha inicio de sintomas,confirmada,2020-08-24,828
Fecha inicio de sintomas,no notificada,2020-08-24,55
Fecha inicio de sintomas,probable,2020-08-24,239
Fecha notificación,confirmada,2020-08-24,1871
Fecha notificación,no notificada,2020-08-24,55
Fecha notificación,probable,2020-08-24,559
Fecha inicio de sintomas,confirmada,2020-08-25,446
Fecha inicio de sintomas,no notificada,2020-08-25,59
Fecha inicio de sintomas,probable,2020-08-25,129
Fecha notificación,confirmada,2020-08-25,1049
Fecha notificación,no notificada,2020-08-25,59
Fecha notificación,probable,2020-08-25,459
Fecha inicio de sintomas,confirmada,2020-08-26,121
Fecha inicio de sintomas,no notificada,2020-08-26,24
Fecha inicio de sintomas,probable,2020-08-26,45
Fecha notificación,confirmada,2020-08-26,292
Fecha notificación,no notificada,2020-08-26,24
Fecha notificación,probable,2020-08-26,601
Fecha inicio de sintomas,confirmada,2020-08-27,1
Fecha inicio de sintomas,no notificada,2020-08-27,0
Fecha inicio de sintomas,probable,2020-08-27,0
Fecha notificación,confirmada,2020-08-27,2
Fecha notificación,no notificada,2020-08-27,0
Fecha notificación,probable,2020-08-27,12
