codigo_comuna,comuna_residencia,fecha,positividad
6105,donihue,2020-05-13,0.13653530377668308
13105,el bosque,2020-05-13,0.30109401498211485
16104,el carmen,2020-05-13,0.19047619047619047
13602,el monte,2020-05-13,0.2122593539944772
5604,el quisco,2020-05-13,0.2711038961038961
5605,el tabo,2020-05-13,0.2099824778396207
9204,ercilla,2020-05-13,NA
13106,estacion central,2020-05-13,0.4151851884925018
8104,florida,2020-05-13,NA
9105,freire,2020-05-13,0.40522875816993464
3303,freirina,2020-05-13,NA
10105,frutillar,2020-05-13,0.028571428571428574
14202,futrono,2020-05-13,0
9106,galvarino,2020-05-13,0
9107,gorbea,2020-05-13,0.013888888888888888
6106,graneros,2020-05-13,0.14383340951663934
5503,hijuelas,2020-05-13,0.07142857142857142
10403,hualaihue,2020-05-13,NA
8112,hualpen,2020-05-13,0.08168831168831168
8105,hualqui,2020-05-13,0.03401360544217687
1404,huara,2020-05-13,NA
3304,huasco,2020-05-13,NA
13107,huechuraba,2020-05-13,0.37412220677808583
4201,illapel,2020-05-13,NA
13108,independencia,2020-05-13,0.5228064592206751
1101,iquique,2020-05-13,0.2110051080472573
13603,isla de maipo,2020-05-13,0.2351607309590503
5201,isla de pascua,2020-05-13,0.047619047619047616
13109,la cisterna,2020-05-13,0.3587870239830933
5504,la cruz,2020-05-13,0.06413210445468509
13110,la florida,2020-05-13,0.37337490712786503
13111,la granja,2020-05-13,0.4535832464973296
5401,la ligua,2020-05-13,NA
13112,la pintana,2020-05-13,0.46255918431094006
13113,la reina,2020-05-13,0.26255665967610936
4101,la serena,2020-05-13,0.08870501472427281
14201,la union,2020-05-13,0
14203,lago ranco,2020-05-13,NA
8304,laja,2020-05-13,0.16672077922077921
13302,lampa,2020-05-13,0.3124826058831327
14103,lanco,2020-05-13,0
6107,las cabras,2020-05-13,NA
13114,las condes,2020-05-13,0.2723710007380686
9108,lautaro,2020-05-13,0.05642752715121136
8201,lebu,2020-05-13,0.09523809523809523
7303,licanten,2020-05-13,NA
5802,limache,2020-05-13,0.27784941249226963
7401,linares,2020-05-13,0.12032960604389176
6203,litueche,2020-05-13,NA
5703,llaillay,2020-05-13,0.1512471655328798
10107,llanquihue,2020-05-13,0.0698051948051948
13115,lo barnechea,2020-05-13,0.2393068478054194
13116,lo espejo,2020-05-13,0.4717658121925106
13117,lo prado,2020-05-13,0.4137968456033687
6304,lolol,2020-05-13,NA
9109,loncoche,2020-05-13,0.007936507936507936
7403,longavi,2020-05-13,NA
9205,lonquimay,2020-05-13,NA
8206,los alamos,2020-05-13,0
5301,los andes,2020-05-13,0.07860583748926953
8301,los angeles,2020-05-13,0.08065139493368813
10106,los muermos,2020-05-13,NA
9206,los sauces,2020-05-13,NA
4203,los vilos,2020-05-13,0
8106,lota,2020-05-13,0.03562124374481354
9207,lumaco,2020-05-13,NA
6108,machali,2020-05-13,0.10000831805343083
13118,macul,2020-05-13,0.3552163861634882
14105,mafil,2020-05-13,NA
13119,maipu,2020-05-13,0.32418663144440363
6109,malloa,2020-05-13,NA
2302,maria elena,2020-05-13,0.5703231292517007
13504,maria pinto,2020-05-13,0.25385923600209315
14106,mariquina,2020-05-13,0.07738095238095238
7105,maule,2020-05-13,0.055631868131868135
10108,maullin,2020-05-13,0
2102,mejillones,2020-05-13,0.1266066397645345
13501,melipilla,2020-05-13,0.17403931030436384
7304,molina,2020-05-13,NA
4303,monte patria,2020-05-13,NA
6110,mostazal,2020-05-13,0.11337868480725623
8305,mulchen,2020-05-13,0.07647907647907648
8306,nacimiento,2020-05-13,NA
6305,nancagua,2020-05-13,0.14285714285714285
12401,natales,2020-05-13,NA
6205,navidad,2020-05-13,NA
8307,negrete,2020-05-13,NA
16204,ninhue,2020-05-13,NA
16303,niquen,2020-05-13,NA
5506,nogales,2020-05-13,0.09523809523809523
9111,nueva imperial,2020-05-13,0.12369614512471655
13120,nunoa,2020-05-13,0.2702974677873533
6111,olivar,2020-05-13,0.15714285714285714
5803,olmue,2020-05-13,NA
10301,osorno,2020-05-13,0.03451565826792687
4301,ovalle,2020-05-13,0.10781094255918168
13604,padre hurtado,2020-05-13,0.2836592944429093
9112,padre las casas,2020-05-13,0.03307877062029886
14107,paillaco,2020-05-13,0
13404,paine,2020-05-13,0.33459048229049154
14108,panguipulli,2020-05-13,NA
5704,panquehue,2020-05-13,NA
5403,papudo,2020-05-13,NA
6206,paredones,2020-05-13,NA
7404,parral,2020-05-13,0.08101422387136673
13121,pedro aguirre cerda,2020-05-13,0.41487634323883404
7106,pelarco,2020-05-13,0.15476190476190477
7203,pelluhue,2020-05-13,NA
16105,pemuco,2020-05-13,NA
13605,penaflor,2020-05-13,0.33517913212642364
13122,penalolen,2020-05-13,0.43405643331678
7107,pencahue,2020-05-13,NA
8107,penco,2020-05-13,0.023809523809523808
9113,perquenco,2020-05-13,NA
5404,petorca,2020-05-13,NA
6112,peumo,2020-05-13,NA
1405,pica,2020-05-13,0.07421150278293136
6113,pichidegua,2020-05-13,NA
6201,pichilemu,2020-05-13,0.10714285714285714
16106,pinto,2020-05-13,NA
13202,pirque,2020-05-13,0.2912985456846904
9114,pitrufquen,2020-05-13,0
6308,placilla,2020-05-13,NA
16205,portezuelo,2020-05-13,NA
12301,porvenir,2020-05-13,NA
1401,pozo almonte,2020-05-13,0.10992063492063492
12302,primavera,2020-05-13,NA
13123,providencia,2020-05-13,0.25430789890512784
5105,puchuncavi,2020-05-13,NA
9115,pucon,2020-05-13,0.03826530612244898
13124,pudahuel,2020-05-13,0.397508638153122
13201,puente alto,2020-05-13,0.3623667747770327
10101,puerto montt,2020-05-13,0.01715828917391825
10302,puerto octay,2020-05-13,0
10109,puerto varas,2020-05-13,0.011904761904761904
4304,punitaqui,2020-05-13,0.09523809523809523
12101,punta arenas,2020-05-13,0.15006436581648933
9208,puren,2020-05-13,NA
10303,purranque,2020-05-13,0.02554112554112554
5705,putaendo,2020-05-13,0.05482374768089054
10304,puyehue,2020-05-13,NA
10208,quellon,2020-05-13,NA
13125,quilicura,2020-05-13,0.4001978302098045
16107,quillon,2020-05-13,NA
5501,quillota,2020-05-13,0.07600528921036918
5801,quilpue,2020-05-13,0.175626916985019
6114,quinta de tilcoco,2020-05-13,NA
13126,quinta normal,2020-05-13,0.43369007685571276
5107,quintero,2020-05-13,0.13964917070507132
16201,quirihue,2020-05-13,NA
6101,rancagua,2020-05-13,0.15153426395225
16206,ranquil,2020-05-13,NA
7305,rauco,2020-05-13,NA
13127,recoleta,2020-05-13,0.5659205816523231
9209,renaico,2020-05-13,NA
13128,renca,2020-05-13,0.4327970110877053
6115,rengo,2020-05-13,0.10227131838445996
6116,requinoa,2020-05-13,0.055373198230341085
7405,retiro,2020-05-13,NA
5303,rinconada,2020-05-13,0.031092436974789917
14204,rio bueno,2020-05-13,0
7108,rio claro,2020-05-13,NA
4305,rio hurtado,2020-05-13,NA
10305,rio negro,2020-05-13,0.08712855771679301
7306,romeral,2020-05-13,0
9116,saavedra,2020-05-13,0.21843156843156844
7307,sagrada familia,2020-05-13,NA
4204,salamanca,2020-05-13,0.017857142857142856
5601,san antonio,2020-05-13,0.18525039011038205
13401,san bernardo,2020-05-13,0.3283889567552244
16301,san carlos,2020-05-13,0.0948146056841709
7109,san clemente,2020-05-13,0.07109213250517599
5304,san esteban,2020-05-13,0.10549719887955182
16304,san fabian,2020-05-13,NA
5701,san felipe,2020-05-13,0.08163931289613661
6301,san fernando,2020-05-13,0.11557420566854529
16108,san ignacio,2020-05-13,NA
7406,san javier,2020-05-13,0.06277056277056277
13129,san joaquin,2020-05-13,0.37522834865126853
13203,san jose de maipo,2020-05-13,0.27524541687103266
10306,san juan de la costa,2020-05-13,0.07266000499083206
13130,san miguel,2020-05-13,0.36583318923946306
16305,san nicolas,2020-05-13,NA
10307,san pablo,2020-05-13,NA
13505,san pedro,2020-05-13,0.37248465819894394
2203,san pedro de atacama,2020-05-13,NA
8108,san pedro de la paz,2020-05-13,0.04274101532504894
7110,san rafael,2020-05-13,0.09803921568627451
13131,san ramon,2020-05-13,0.5252920402214257
6117,san vicente,2020-05-13,0.1260560867703725
8311,santa barbara,2020-05-13,0.125
6310,santa cruz,2020-05-13,0.12673992673992673
8109,santa juana,2020-05-13,0
5706,santa maria,2020-05-13,0.049291383219954646
13101,santiago,2020-05-13,0.44599157598568034
5606,santo domingo,2020-05-13,0.19319727891156463
2103,sierra gorda,2020-05-13,NA
13601,talagante,2020-05-13,0.24636361142697547
7101,talca,2020-05-13,0.06123119905086303
8110,talcahuano,2020-05-13,0.04795679037165105
2104,taltal,2020-05-13,NA
9101,temuco,2020-05-13,0.06969368583397201
7308,teno,2020-05-13,0.05454545454545455
9117,teodoro schmidt,2020-05-13,NA
3103,tierra amarilla,2020-05-13,NA
13303,tiltil,2020-05-13,0.26133553163628354
8207,tirua,2020-05-13,NA
2301,tocopilla,2020-05-13,NA
9118,tolten,2020-05-13,NA
8111,tome,2020-05-13,0.08477868171137974
9210,traiguen,2020-05-13,NA
8312,tucapel,2020-05-13,0.023809523809523808
14101,valdivia,2020-05-13,0.005139146567718017
3301,vallenar,2020-05-13,0.08163265306122448
5101,valparaiso,2020-05-13,0.1514821693179769
9211,victoria,2020-05-13,0.031462585034013606
4106,vicuna,2020-05-13,0.09353741496598639
9119,vilcun,2020-05-13,0.13716304335499382
7407,villa alegre,2020-05-13,0.01098901098901099
5804,villa alemana,2020-05-13,0.15065670723106997
9120,villarrica,2020-05-13,0
5109,vina del mar,2020-05-13,0.20501321340175116
13132,vitacura,2020-05-13,0.3066366245023988
7408,yerbas buenas,2020-05-13,NA
8313,yumbel,2020-05-13,NA
16109,yungay,2020-05-13,NA
5405,zapallar,2020-05-13,NA
11201,aisen,2020-05-14,0
5602,algarrobo,2020-05-14,NA
13502,alhue,2020-05-14,0.19047619047619047
1107,alto hospicio,2020-05-14,0.35614270358376526
10202,ancud,2020-05-14,0.11737703967770918
4103,andacollo,2020-05-14,0.40476190476190477
9201,angol,2020-05-14,0.10170807453416149
2101,antofagasta,2020-05-14,0.23915685992447522
8302,antuco,2020-05-14,NA
8202,arauco,2020-05-14,0.034085213032581455
15101,arica,2020-05-14,0.05901035464726443
13402,buin,2020-05-14,0.2945115715728846
16102,bulnes,2020-05-14,0.28261574491082686
5402,cabildo,2020-05-14,0.30357142857142855
12201,cabo de hornos,2020-05-14,NA
8303,cabrero,2020-05-14,0.03373015873015873
2201,calama,2020-05-14,0.1925440446059702
10102,calbuco,2020-05-14,0
3102,caldera,2020-05-14,0.028571428571428574
5502,calera,2020-05-14,0.07653061224489796
13403,calera de tango,2020-05-14,0.13702931000444232
5302,calle larga,2020-05-14,0.027777777777777776
4202,canela,2020-05-14,NA
9102,carahue,2020-05-14,0.025974025974025976
5603,cartagena,2020-05-14,0.17857142857142858
5102,casablanca,2020-05-14,0.17586580086580086
10201,castro,2020-05-14,0.005714285714285714
5702,catemu,2020-05-14,0.043083900226757364
7201,cauquenes,2020-05-14,0.1380952380952381
13102,cerrillos,2020-05-14,0.30948813410810677
13103,cerro navia,2020-05-14,0.48457094884659624
10401,chaiten,2020-05-14,NA
7202,chanco,2020-05-14,NA
6302,chepica,2020-05-14,NA
8103,chiguayante,2020-05-14,0.04487053176708349
16101,chillan,2020-05-14,0.1703056710622544
16103,chillan viejo,2020-05-14,0.09687052078356427
6303,chimbarongo,2020-05-14,NA
9121,cholchol,2020-05-14,NA
10103,cochamo,2020-05-14,NA
6102,codegua,2020-05-14,0.07619047619047618
16203,coelemu,2020-05-14,NA
16302,coihueco,2020-05-14,NA
6103,coinco,2020-05-14,NA
7402,colbun,2020-05-14,0.11904761904761904
13301,colina,2020-05-14,0.38842474601406723
9202,collipulli,2020-05-14,NA
6104,coltauco,2020-05-14,0.3103174603174604
4302,combarbala,2020-05-14,NA
5103,con con,2020-05-14,0.18058608058608058
8101,concepcion,2020-05-14,0.022004617372384627
13104,conchali,2020-05-14,0.5071762067606813
7102,constitucion,2020-05-14,0.02976190476190476
3101,copiapo,2020-05-14,0.04180839002267574
4102,coquimbo,2020-05-14,0.24622362663192585
8102,coronel,2020-05-14,0.029469736612593753
14102,corral,2020-05-14,NA
11101,coyhaique,2020-05-14,0.003105590062111801
9103,cunco,2020-05-14,0
9203,curacautin,2020-05-14,NA
13503,curacavi,2020-05-14,0.22301391821096253
8205,curanilahue,2020-05-14,0.03826530612244898
9104,curarrehue,2020-05-14,NA
7103,curepto,2020-05-14,NA
7301,curico,2020-05-14,0.055256821111890675
3202,diego de almagro,2020-05-14,NA
6105,donihue,2020-05-14,0.16858658582796515
13105,el bosque,2020-05-14,0.29654619958034895
16104,el carmen,2020-05-14,0.19047619047619047
13602,el monte,2020-05-14,0.2040491733705035
5604,el quisco,2020-05-14,0.2091991341991342
5605,el tabo,2020-05-14,0.2099824778396207
9204,ercilla,2020-05-14,NA
13106,estacion central,2020-05-14,0.42310418942620864
8104,florida,2020-05-14,NA
9105,freire,2020-05-14,0.3528478057889822
3303,freirina,2020-05-14,NA
10105,frutillar,2020-05-14,0.028571428571428574
14202,futrono,2020-05-14,0
9106,galvarino,2020-05-14,0
9107,gorbea,2020-05-14,0.013888888888888888
6106,graneros,2020-05-14,0.16796039364362347
5503,hijuelas,2020-05-14,0.07142857142857142
10403,hualaihue,2020-05-14,NA
7302,hualane,2020-05-14,NA
8112,hualpen,2020-05-14,0.08083797155225726
8105,hualqui,2020-05-14,0.057823129251700675
1404,huara,2020-05-14,NA
3304,huasco,2020-05-14,NA
13107,huechuraba,2020-05-14,0.4122318748877539
4201,illapel,2020-05-14,NA
13108,independencia,2020-05-14,0.5328854908333203
1101,iquique,2020-05-14,0.24893512862943903
13603,isla de maipo,2020-05-14,0.3029478458049887
5201,isla de pascua,2020-05-14,0.047619047619047616
13109,la cisterna,2020-05-14,0.3768142348674471
5504,la cruz,2020-05-14,0.14746543778801843
13110,la florida,2020-05-14,0.3960047356938749
13111,la granja,2020-05-14,0.46432656821626106
5401,la ligua,2020-05-14,NA
13112,la pintana,2020-05-14,0.4628157319774965
13113,la reina,2020-05-14,0.27677493549942056
4101,la serena,2020-05-14,0.09148863796286529
14201,la union,2020-05-14,0.015873015873015872
14203,lago ranco,2020-05-14,NA
8304,laja,2020-05-14,0.17646103896103896
13302,lampa,2020-05-14,0.3467283251682221
14103,lanco,2020-05-14,0
6107,las cabras,2020-05-14,NA
13114,las condes,2020-05-14,0.2946055755018262
9108,lautaro,2020-05-14,0.04890873015873016
8201,lebu,2020-05-14,0.023809523809523808
7303,licanten,2020-05-14,NA
5802,limache,2020-05-14,0.2873732220160792
7401,linares,2020-05-14,0.10488559059987632
6203,litueche,2020-05-14,NA
5703,llaillay,2020-05-14,0.19326397225556888
10107,llanquihue,2020-05-14,0.05194805194805195
13115,lo barnechea,2020-05-14,0.2474211991849764
13116,lo espejo,2020-05-14,0.46990217874992984
13117,lo prado,2020-05-14,0.40284287051739937
6304,lolol,2020-05-14,NA
9109,loncoche,2020-05-14,0.007936507936507936
7403,longavi,2020-05-14,NA
9205,lonquimay,2020-05-14,NA
8206,los alamos,2020-05-14,0
5301,los andes,2020-05-14,0.0801175532866996
8301,los angeles,2020-05-14,0.09359525213984042
10106,los muermos,2020-05-14,NA
9206,los sauces,2020-05-14,NA
4203,los vilos,2020-05-14,0
8106,lota,2020-05-14,0.061610129001433346
9207,lumaco,2020-05-14,NA
6108,machali,2020-05-14,0.11742992084088728
13118,macul,2020-05-14,0.39279431233905526
14105,mafil,2020-05-14,NA
13119,maipu,2020-05-14,0.33399289313036457
6109,malloa,2020-05-14,NA
2302,maria elena,2020-05-14,0.6203231292517006
13504,maria pinto,2020-05-14,0.21748182031433264
14106,mariquina,2020-05-14,0.05357142857142857
7105,maule,2020-05-14,0.055631868131868135
10108,maullin,2020-05-14,0.023809523809523808
2102,mejillones,2020-05-14,0.15468966784756258
13501,melipilla,2020-05-14,0.1833203253419578
7304,molina,2020-05-14,NA
4303,monte patria,2020-05-14,NA
6110,mostazal,2020-05-14,0.12230725623582765
8305,mulchen,2020-05-14,0.06349206349206349
8306,nacimiento,2020-05-14,NA
6305,nancagua,2020-05-14,0.17857142857142858
12401,natales,2020-05-14,NA
6205,navidad,2020-05-14,0.19474969474969475
8307,negrete,2020-05-14,NA
16204,ninhue,2020-05-14,NA
16303,niquen,2020-05-14,NA
5506,nogales,2020-05-14,0.1845238095238095
9111,nueva imperial,2020-05-14,0.12369614512471655
13120,nunoa,2020-05-14,0.2937955298028572
6111,olivar,2020-05-14,0.17394957983193277
5803,olmue,2020-05-14,NA
10301,osorno,2020-05-14,0.03598841231800052
4301,ovalle,2020-05-14,0.10882251949522755
13604,padre hurtado,2020-05-14,0.2832958613984587
9112,padre las casas,2020-05-14,0.044983532525060765
14107,paillaco,2020-05-14,0
13404,paine,2020-05-14,0.3341823190251854
6306,palmilla,2020-05-14,NA
14108,panguipulli,2020-05-14,NA
5704,panquehue,2020-05-14,NA
5403,papudo,2020-05-14,NA
6206,paredones,2020-05-14,NA
7404,parral,2020-05-14,0.09121830550401978
13121,pedro aguirre cerda,2020-05-14,0.4289986588317378
7106,pelarco,2020-05-14,0.15476190476190477
7203,pelluhue,2020-05-14,NA
16105,pemuco,2020-05-14,NA
13605,penaflor,2020-05-14,0.3676834698939193
13122,penalolen,2020-05-14,0.46029555732126715
7107,pencahue,2020-05-14,NA
8107,penco,2020-05-14,0.023809523809523808
6307,peralillo,2020-05-14,NA
9113,perquenco,2020-05-14,NA
5404,petorca,2020-05-14,NA
6112,peumo,2020-05-14,NA
1405,pica,2020-05-14,0.19666048237476808
6113,pichidegua,2020-05-14,NA
6201,pichilemu,2020-05-14,0.10714285714285714
16106,pinto,2020-05-14,NA
13202,pirque,2020-05-14,0.30364299565980235
9114,pitrufquen,2020-05-14,0
6308,placilla,2020-05-14,NA
16205,portezuelo,2020-05-14,NA
12301,porvenir,2020-05-14,NA
1401,pozo almonte,2020-05-14,0.1634920634920635
12302,primavera,2020-05-14,NA
13123,providencia,2020-05-14,0.26414877405889153
5105,puchuncavi,2020-05-14,NA
9115,pucon,2020-05-14,0.03826530612244898
13124,pudahuel,2020-05-14,0.40502571499072043
13201,puente alto,2020-05-14,0.3736393872256282
10101,puerto montt,2020-05-14,0.01715828917391825
10302,puerto octay,2020-05-14,0
10109,puerto varas,2020-05-14,0.016666666666666666
4304,punitaqui,2020-05-14,0.06349206349206349
12101,punta arenas,2020-05-14,0.12449761032272655
9208,puren,2020-05-14,NA
10303,purranque,2020-05-14,0.02554112554112554
5705,putaendo,2020-05-14,0.03441558441558441
10304,puyehue,2020-05-14,NA
10208,quellon,2020-05-14,NA
13125,quilicura,2020-05-14,0.4174647369725096
16107,quillon,2020-05-14,NA
5501,quillota,2020-05-14,0.0899150636464594
5801,quilpue,2020-05-14,0.1924858344650545
6114,quinta de tilcoco,2020-05-14,NA
13126,quinta normal,2020-05-14,0.4546278057934417
5107,quintero,2020-05-14,0.1334379905808477
16201,quirihue,2020-05-14,NA
6101,rancagua,2020-05-14,0.16723830653351954
16206,ranquil,2020-05-14,NA
7305,rauco,2020-05-14,NA
13127,recoleta,2020-05-14,0.5578036985354399
9209,renaico,2020-05-14,NA
13128,renca,2020-05-14,0.43752488814199747
6115,rengo,2020-05-14,0.10956195877854864
6116,requinoa,2020-05-14,0.0791827220398649
7405,retiro,2020-05-14,NA
5303,rinconada,2020-05-14,0.031092436974789917
14204,rio bueno,2020-05-14,0
7108,rio claro,2020-05-14,NA
4305,rio hurtado,2020-05-14,NA
10305,rio negro,2020-05-14,0.08712855771679301
7306,romeral,2020-05-14,0
9116,saavedra,2020-05-14,0.24700299700299702
7307,sagrada familia,2020-05-14,NA
4204,salamanca,2020-05-14,NA
5601,san antonio,2020-05-14,0.17591332194978448
13401,san bernardo,2020-05-14,0.3452227959311335
16301,san carlos,2020-05-14,0.08976410063366584
7109,san clemente,2020-05-14,0.05272478556640047
5304,san esteban,2020-05-14,0.07375116713352008
16304,san fabian,2020-05-14,NA
5701,san felipe,2020-05-14,0.08895475259527628
6301,san fernando,2020-05-14,0.10870607380041343
16108,san ignacio,2020-05-14,NA
7406,san javier,2020-05-14,0.08955627705627706
13129,san joaquin,2020-05-14,0.3985348543521404
13203,san jose de maipo,2020-05-14,0.27401388977743657
10306,san juan de la costa,2020-05-14,0.05225184172552593
13130,san miguel,2020-05-14,0.39231737871577854
16305,san nicolas,2020-05-14,NA
10307,san pablo,2020-05-14,NA
13505,san pedro,2020-05-14,0.40921935207649496
2203,san pedro de atacama,2020-05-14,NA
8108,san pedro de la paz,2020-05-14,0.03457775001892649
7110,san rafael,2020-05-14,0.13375350140056022
13131,san ramon,2020-05-14,0.5376323365872194
8310,san rosendo,2020-05-14,NA
6117,san vicente,2020-05-14,0.13504709576138146
8311,santa barbara,2020-05-14,0.125
6310,santa cruz,2020-05-14,0.19816849816849816
8109,santa juana,2020-05-14,NA
5706,santa maria,2020-05-14,0.03908730158730159
13101,santiago,2020-05-14,0.45950516577196326
5606,santo domingo,2020-05-14,0.12176870748299319
2103,sierra gorda,2020-05-14,NA
13601,talagante,2020-05-14,0.2716612304745945
7101,talca,2020-05-14,0.07015977047943446
8110,talcahuano,2020-05-14,0.058617771181885596
2104,taltal,2020-05-14,NA
9101,temuco,2020-05-14,0.06754264810360748
7308,teno,2020-05-14,0.05454545454545455
9117,teodoro schmidt,2020-05-14,0
3103,tierra amarilla,2020-05-14,NA
13303,tiltil,2020-05-14,0.26963046251185957
8207,tirua,2020-05-14,NA
2301,tocopilla,2020-05-14,NA
9118,tolten,2020-05-14,0
8111,tome,2020-05-14,0.08970479008576399
9210,traiguen,2020-05-14,NA
8312,tucapel,2020-05-14,0.041666666666666664
14101,valdivia,2020-05-14,0.00783456435747543
3301,vallenar,2020-05-14,0.03401360544217687
5101,valparaiso,2020-05-14,0.1475500501126789
9211,victoria,2020-05-14,0.031462585034013606
4106,vicuna,2020-05-14,0.08163265306122448
9119,vilcun,2020-05-14,0.11518502137697184
7407,villa alegre,2020-05-14,0.01098901098901099
5804,villa alemana,2020-05-14,0.1787179317208659
9120,villarrica,2020-05-14,0
5109,vina del mar,2020-05-14,0.20555714329523156
13132,vitacura,2020-05-14,0.32929931443452815
7408,yerbas buenas,2020-05-14,NA
8313,yumbel,2020-05-14,NA
16109,yungay,2020-05-14,NA
5405,zapallar,2020-05-14,NA
11201,aisen,2020-05-15,0
5602,algarrobo,2020-05-15,NA
13502,alhue,2020-05-15,NA
1107,alto hospicio,2020-05-15,0.3865070760534009
10202,ancud,2020-05-15,0.09776404031321419
4103,andacollo,2020-05-15,0.40476190476190477
9201,angol,2020-05-15,0.08266045548654244
2101,antofagasta,2020-05-15,0.23010361456618153
8302,antuco,2020-05-15,NA
8202,arauco,2020-05-15,0.03095238095238095
15101,arica,2020-05-15,0.0609484082707113
13402,buin,2020-05-15,0.2804319012432143
16102,bulnes,2020-05-15,0.22411234355028267
5402,cabildo,2020-05-15,0.16071428571428573
12201,cabo de hornos,2020-05-15,NA
8303,cabrero,2020-05-15,0.03373015873015873
2201,calama,2020-05-15,0.21351390043821133
10102,calbuco,2020-05-15,0
3102,caldera,2020-05-15,0.028571428571428574
5502,calera,2020-05-15,0.09240362811791383
13403,calera de tango,2020-05-15,0.14970212106435016
5302,calle larga,2020-05-15,0.050865800865800864
4202,canela,2020-05-15,NA
9102,carahue,2020-05-15,0.025974025974025976
5603,cartagena,2020-05-15,0.16950113378684806
5102,casablanca,2020-05-15,0.17586580086580086
10201,castro,2020-05-15,0.005714285714285714
5702,catemu,2020-05-15,0.043083900226757364
7201,cauquenes,2020-05-15,0.1380952380952381
13102,cerrillos,2020-05-15,0.3309305329703065
13103,cerro navia,2020-05-15,0.5008720321333254
10401,chaiten,2020-05-15,NA
7202,chanco,2020-05-15,NA
6302,chepica,2020-05-15,NA
8103,chiguayante,2020-05-15,0.04979664014146773
16101,chillan,2020-05-15,0.0829834694543385
16103,chillan viejo,2020-05-15,0.14448956840261187
6303,chimbarongo,2020-05-15,NA
9121,cholchol,2020-05-15,NA
10103,cochamo,2020-05-15,NA
6102,codegua,2020-05-15,0.07619047619047618
16203,coelemu,2020-05-15,0.011904761904761904
16302,coihueco,2020-05-15,NA
6103,coinco,2020-05-15,NA
7402,colbun,2020-05-15,0.10119047619047619
13301,colina,2020-05-15,0.4040516864454122
9202,collipulli,2020-05-15,NA
6104,coltauco,2020-05-15,0.35793650793650794
4302,combarbala,2020-05-15,NA
5103,con con,2020-05-15,0.18058608058608058
8101,concepcion,2020-05-15,0.018635082423902306
13104,conchali,2020-05-15,0.5145461112442138
7102,constitucion,2020-05-15,0.02976190476190476
3101,copiapo,2020-05-15,0.047477324263038544
4102,coquimbo,2020-05-15,0.28348589996231066
8102,coronel,2020-05-15,0.031118088260945403
14102,corral,2020-05-15,NA
11101,coyhaique,2020-05-15,0.003105590062111801
9103,cunco,2020-05-15,0
9203,curacautin,2020-05-15,NA
13503,curacavi,2020-05-15,0.25405133317694895
8205,curanilahue,2020-05-15,0.03826530612244898
9104,curarrehue,2020-05-15,NA
7103,curepto,2020-05-15,NA
7301,curico,2020-05-15,0.06418242525185175
3202,diego de almagro,2020-05-15,NA
6105,donihue,2020-05-15,0.211443728685108
13105,el bosque,2020-05-15,0.32931263948964595
16104,el carmen,2020-05-15,0.047619047619047616
13602,el monte,2020-05-15,0.2522866501794089
5604,el quisco,2020-05-15,0.2091991341991342
5605,el tabo,2020-05-15,0.19699546485260772
9204,ercilla,2020-05-15,NA
13106,estacion central,2020-05-15,0.43115230450557374
8104,florida,2020-05-15,NA
9105,freire,2020-05-15,0.32903828197945845
3303,freirina,2020-05-15,NA
10105,frutillar,2020-05-15,0.028571428571428574
10402,futaleufu,2020-05-15,NA
14202,futrono,2020-05-15,0.05714285714285715
9106,galvarino,2020-05-15,0
9107,gorbea,2020-05-15,0.013888888888888888
6106,graneros,2020-05-15,0.17867467935790918
5503,hijuelas,2020-05-15,0.07142857142857142
10403,hualaihue,2020-05-15,NA
7302,hualane,2020-05-15,NA
8112,hualpen,2020-05-15,0.08083797155225726
8105,hualqui,2020-05-15,0.047619047619047616
1404,huara,2020-05-15,NA
3304,huasco,2020-05-15,NA
13107,huechuraba,2020-05-15,0.43342922764160985
4201,illapel,2020-05-15,NA
13108,independencia,2020-05-15,0.5633616159906978
1101,iquique,2020-05-15,0.2805515669856034
13603,isla de maipo,2020-05-15,0.32161667697381985
5201,isla de pascua,2020-05-15,0.047619047619047616
13109,la cisterna,2020-05-15,0.3918833592914102
5504,la cruz,2020-05-15,0.21889400921658986
13110,la florida,2020-05-15,0.4197469966431985
13111,la granja,2020-05-15,0.47171779450149653
5401,la ligua,2020-05-15,0.09523809523809523
13112,la pintana,2020-05-15,0.49045381324594084
13113,la reina,2020-05-15,0.3015808174481597
4101,la serena,2020-05-15,0.09563419300662392
14201,la union,2020-05-15,0.015873015873015872
14203,lago ranco,2020-05-15,NA
8304,laja,2020-05-15,0.18511904761904763
13302,lampa,2020-05-15,0.3592530450100151
14103,lanco,2020-05-15,0
6107,las cabras,2020-05-15,NA
13114,las condes,2020-05-15,0.3046279112362333
9108,lautaro,2020-05-15,0.020337301587301588
8201,lebu,2020-05-15,0
7303,licanten,2020-05-15,NA
5802,limache,2020-05-15,0.26903861544617846
7401,linares,2020-05-15,0.1178726035868893
6203,litueche,2020-05-15,NA
5703,llaillay,2020-05-15,0.21147125516873416
10107,llanquihue,2020-05-15,0
13115,lo barnechea,2020-05-15,0.26098151274528997
13116,lo espejo,2020-05-15,0.4889463098614478
13117,lo prado,2020-05-15,0.42264850705772977
6304,lolol,2020-05-15,NA
9109,loncoche,2020-05-15,0
7403,longavi,2020-05-15,NA
9205,lonquimay,2020-05-15,NA
