Date,Ships in Luanda Bay,Ships in Offshore Area,Ships in Lobito Bay,Closure Policy,Policy Number,Confirmed,Deaths,Recoveries,Measured Current Infected,Death likelihood,Susceptible Population,True Infected,True Infection Rate,Measured Infection Rate,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob,,Luanda City Nighttime Radiance,ZEE Nighttime Radiance,SO2_PercentChange_HuamboCity,SO2_PercentChange_LuandaCity,SO2_PercentChange_ZEE,NO2_PercentChange_HuamboCity,NO2_PercentChange_LuandaCity,NO2_PercentChange_ZEE
06/14/20,36,35,6,Calamity State,2,140,6,61,73,0.069767441860465,33466937,108.550873596914,-12.0365436391953,2,-30,-14,-25,-50,9,12,-34,-16,-49,-60,3,14,,,,,,,,,
06/15/20,,,,,2,142,6,64,72,0.069767441860465,33466935,131.796813731207,23.245940134293,-1,-15,-8,-10,-39,-13,14,-18,-10,-22,-50,-18,16,,,,,,,,,
06/16/20,,,,,2,148,6,64,78,0.069767441860465,33466929,110.0391176081,-21.7576961231069,6,-14,-3,-11,-36,-14,13,-17,-5,-24,-45,-20,15,,,,,,,,,
06/17/20,,,,,2,155,7,64,84,0.081395348837209,33466922,114.414248399377,4.37513079127676,6,-15,-6,-13,-40,-15,14,-17,-9,-25,-50,-20,16,,,,,,,,,
06/18/20,,,,,2,166,8,64,94,0.093023255813954,33466911,138.730963333997,24.3167149346198,10,-18,-7,-9,-39,-15,14,-21,-7,-20,-48,-21,15,,,,,,,,,
06/19/20,,,,,2,172,8,66,98,0.093023255813954,33466905,134.315094196103,-4.41586913789416,4,-21,-6,-15,-44,-14,16,-24,-8,-25,-54,-20,18,,,,,,,,,
06/20/20,,,,,2,176,9,66,101,0.102272727272727,33466901,245.887020626331,111.571926430228,3,-18,-7,-9,-39,6,10,-22,-9,-21,-51,2,11,,,,,,,,,
06/21/20,,,,,2,183,9,77,97,0.098901098901099,33466894,222.673321877812,-23.2136987485185,-4,-30,-15,-23,-51,7,13,-33,-18,-47,-60,1,14,,,,,,,,,
06/22/20,,,,,2,186,10,77,99,0.108695652173913,33466891,192.900632364166,-29.7726895136462,2,-18,-11,-12,-43,-15,15,-21,-12,-26,-52,-21,17,,,,,,,,,
06/23/20,,,,,2,189,10,77,102,0.104166666666667,33466888,195.094252873572,2.19362050940555,3,-16,-4,-11,-44,-16,14,-18,-6,-24,-51,-22,16,,,,,,,,,
06/24/20,,,,,2,197,10,77,110,0.088495575221239,33466880,228.512998954333,33.4187460807617,8,-13,-3,-11,-41,-15,13,-16,-6,-29,-52,-20,15,,,,,,,,,
06/25/20,,,,,2,212,10,81,121,0.084745762711864,33466865,292.360348322664,63.8473493683307,11,-10,4,1,-37,-15,12,-14,1,-11,-47,-21,14,,,,,,,,,
06/26/20,32,33,6,Calamity State,2,212,10,81,121,0.076923076923077,33466865,236.352245328628,-56.0081029940361,0,-8,10,-8,-36,-15,13,-12,6,-26,-48,-20,15,,,,,,,,,
06/27/20,,,,,2,259,10,81,168,0.072463768115942,33466818,273.519468253228,37.1672229245998,47,-7,8,-2,-28,6,8,-12,4,-13,-41,1,9,,,,,,,,,
06/28/20,,,,,2,267,11,81,175,0.078571428571429,33466810,235.156841115741,-38.362627137487,7,-21,-2,-18,-48,9,10,-26,-5,-44,-60,4,12,,,,,,,,,
06/29/20,,,,,2,276,11,93,172,0.077464788732394,33466801,267.888050146873,32.7312090311326,-3,-7,5,-3,-32,-12,12,-12,2,-19,-44,-18,14,,,,,,,,,
06/30/20,,,,,2,284,13,93,178,0.087837837837838,33466793,347.145525143342,79.2574749964689,6,-4,13,-6,-28,-13,11,-8,11,-21,-39,-19,13,,,,,,,,,
07/01/20,,,,,2,291,15,97,179,0.096774193548387,33466786,256.939695042417,-90.2058301009251,1,-4,10,-5,-33,-13,10,-7,7,-17,-45,-19,13,,,,0.224473998,-1.184116409,5.711229247,-0.042518255,0.030733355,0.006137356
07/02/20,,,,,2,315,17,97,201,0.102409638554217,33466762,317.025363264403,60.085668221986,22,-5,11,3,-28,-13,11,-9,10,-9,-40,-20,13,,,,,,,,,
07/03/20,,,,,2,328,18,107,203,0.104651162790698,33466749,339.718006603545,22.6926433391423,2,-9,10,-5,-31,-13,13,-14,7,-21,-45,-20,15,,,,,,,,,
07/04/20,,,,,2,346,19,108,219,0.107954545454545,33466731,369.783391783455,30.0653851799095,16,-10,6,0,-27,8,8,-16,2,-20,-42,2,9,,,,,,,,,
07/05/20,,,,,2,346,19,108,219,0.103825136612022,33466731,470.866207792227,101.082816008772,0,-21,-3,-19,-43,10,10,-27,-7,-42,-56,4,12,,,,,,,,,
07/06/20,,,,,2,346,19,108,219,0.102150537634409,33466731,441.159731485064,-29.706476307163,0,-8,2,-6,-33,-13,12,-12,-1,-23,-45,-19,15,,,,,,,,,
07/07/20,,,,,2,386,21,117,248,0.111111111111111,33466691,480.957878273304,39.7981467882409,29,-8,4,-6,-29,-15,12,-11,3,-24,-39,-22,14,,,,,,,,,
07/08/20,30,33,10,Calamity State,2,386,21,117,248,0.106598984771574,33466691,556.02917482064,75.0712965473358,0,-11,2,-11,-36,-14,12,-14,0,-24,-46,-21,14,,,,,,,,,
07/09/20,,,,,2,396,22,117,257,0.10377358490566,33466681,460.00851342387,-96.0206613967701,9,-17,-6,-6,-32,-17,14,-22,-9,-17,-43,-24,16,,,,,,,,,
07/10/20,,,,,2,458,23,117,318,0.108490566037736,33466619,465.759811960598,5.75129853672769,61,-21,-7,-13,-37,-17,17,-27,-11,-29,-50,-24,20,,,,,,,,,
07/11/20,,,,,2,462,23,118,321,0.088803088803089,33466615,611.090645707208,145.33083374661,3,-19,-2,-7,-34,5,11,-25,-6,-28,-48,-1,13,,,,,,,,,
07/12/20,,,,,2,506,26,118,362,0.097378277153558,33466571,597.597670672336,-13.4929750348721,41,-31,-13,-23,-48,5,13,-37,-17,-51,-61,-2,15,,,,,,,,,
07/13/20,,,,,2,525,26,118,381,0.094202898550725,33466552,698.129857252648,100.532186580312,19,-20,-12,-10,-39,-17,15,-25,-15,-28,-51,-24,18,,,,,,,,,
07/14/20,,,,,2,541,26,118,397,0.091549295774648,33466536,650.981352520662,-47.148504731986,16,-19,-7,-14,-35,-19,14,-23,-9,-28,-44,-26,17,,,,,,,,,
07/15/20,,,,,2,576,27,124,425,0.092783505154639,33466501,593.888053049731,-57.0932994709315,28,-20,-13,-16,-39,-19,15,-23,-17,-36,-50,-26,18,,,,,,,,,
07/16/20,,,,,2,607,28,124,455,0.088888888888889,33466470,652.09360845627,58.2055554065396,30,-20,-6,-9,-34,-18,14,-24,-7,-28,-45,-26,17,,,,,,,,,
07/17/20,,,,,2,638,29,199,410,0.088414634146342,33466439,662.490081542792,10.3964730865218,-45,-23,-10,-18,-42,-19,18,-29,-14,-39,-53,-25,20,,,,,,,,,
07/18/20,,,,,2,687,29,210,448,0.083815028901734,33466390,789.582929094019,127.092847551227,38,-22,-7,-13,-37,1,11,-28,-10,-35,-49,-4,13,,,,,,,,,
07/19/20,,,,,2,705,29,221,455,0.083815028901734,33466372,670.119608979842,-119.463320114177,7,-33,-16,-27,-52,2,14,-39,-19,-52,-63,-4,15,,,,,,,,,
07/20/20,,,,,2,749,29,221,499,0.083815028901734,33466328,702.167037012647,32.0474280328054,44,-23,-13,-11,-38,-19,16,-28,-16,-31,-51,-26,18,,,,,,,,,
07/21/20,30,32,7,Calamity State,2,779,30,221,528,0.077720207253886,33466298,738.167515286625,36.0004782739777,29,-23,-9,-17,-37,-21,15,-27,-10,-36,-46,-28,17,,,,,,,,,
07/22/20,,,,,2,812,33,221,558,0.085492227979275,33466265,1165.32543369601,427.157918409387,30,-25,-15,-18,-42,-21,15,-29,-19,-38,-53,-28,17,,,,,,,,,
07/23/20,,,,,2,851,33,236,582,0.083333333333333,33466226,911.179542385336,-254.145891310676,24,-22,-7,-8,-37,-20,13,-27,-8,-27,-48,-27,16,,,,,,,,,
07/24/20,,,,,2,880,35,241,604,0.076419213973799,33466197,708.342950481291,-202.836591904044,22,-22,-4,-13,-38,-19,17,-28,-9,-35,-51,-26,20,,,,,,,,,
07/25/20,,,,,2,916,39,242,635,0.084415584415585,33466161,910.220052093609,201.877101612317,31,-17,4,-4,-28,0,10,-24,-1,-26,-43,-5,11,,,,,,,,,
07/26/20,,,,,2,932,40,242,650,0.07905138339921,33466145,969.818203085157,59.5981509915487,15,-30,-8,-21,-47,0,12,-36,-11,-49,-59,-5,14,,,,,,,,,
07/27/20,,,,,2,950,41,242,667,0.078095238095238,33466127,885.817674669838,-84.0005284153194,17,-16,-5,-8,-35,-18,14,-23,-9,-29,-50,-25,17,,,,,,,,,
07/28/20,,,,,2,1000,47,266,687,0.086876155268022,33466077,851.700021695041,-34.1176529747967,20,-14,2,-9,-31,-19,13,-19,-1,-30,-42,-27,16,,,,,,,,,
07/29/20,,,,,2,1078,48,301,729,0.083333333333333,33465999,1168.15427999753,316.45425830249,42,-10,0,-5,-31,-19,13,-15,-5,-25,-44,-27,16,,,,,,,,,
07/30/20,,,,,2,1109,51,395,663,0.084019769357496,33465968,1383.87491353855,215.720633541019,-66,-9,11,4,-24,-19,12,-16,9,-13,-37,-27,14,,,,,,,,,
07/31/20,,,,,2,1148,52,437,659,0.081504702194357,33465929,1155.12862079097,-228.746292747576,-4,-11,5,-4,-27,-18,14,-18,1,-20,-42,-26,17,,,,,,,,,
08/01/20,32,23,9,Calamity State,2,1164,54,460,650,0.078602620087336,33465913,1022.82139465462,-132.307226136353,-9,-9,12,4,-19,5,7,-17,8,-18,-34,-1,8,,,,-0.434557619,-0.818025115,-0.274659165,-0.042157895,-0.052397754,-0.052624971
08/02/20,,,,,2,1199,55,461,683,0.078014184397163,33465878,1573.36044463194,550.539049977314,33,-21,0,-14,-41,8,10,-28,-4,-44,-56,1,12,,,,,,,,,
08/03/20,,,,,2,1280,58,476,746,0.077436582109479,33465797,1128.73975022008,-444.620694411851,63,-10,0,-4,-27,-16,13,-17,-4,-22,-40,-23,16,,,,,,,,,
08/04/20,,,,,2,1344,59,503,782,0.075738125802311,33465733,1249.59598065124,120.856230431157,36,-11,6,-2,-27,-19,12,-15,5,-20,-40,-25,14,,,,,,,,,
08/05/20,,,,,2,1395,62,506,827,0.076354679802956,33465682,1216.52407101344,-33.0719096378045,45,-10,-2,-3,-32,-18,13,-16,-7,-24,-44,-25,15,,,,,,,,,
08/06/20,,,,,2,1483,64,520,899,0.075205640423032,33465594,1244.07723233606,27.553161322621,72,-11,4,4,-27,-18,12,-16,2,-12,-39,-25,14,,,,,,,,,
08/07/20,,,,,2,1538,67,544,927,0.076136363636364,33465539,1223.24483631633,-20.8323960197265,28,-15,-3,-7,-32,-17,14,-21,-6,-25,-45,-24,16,,,,,,,,,
08/08/20,,,,,2,1572,70,564,938,0.076419213973799,33465505,1269.97604291751,46.7312066011796,11,-12,3,4,-25,5,8,-19,1,-19,-39,1,9,,,,,,,,,
08/09/20,,,,,2,1672,75,567,1030,0.080472103004292,33465405,1275.85300238431,5.8769594668006,92,-24,-9,-12,-45,5,10,-30,-12,-41,-59,-1,12,,,,,,,,,
08/10/20,,,,,2,1679,78,569,1032,0.082105263157895,33465398,1399.09927396719,123.246271582877,2,-11,-2,-1,-31,-15,13,-15,-4,-22,-43,-22,15,,,,,,,,,
08/11/20,,,,,2,1735,80,575,1080,0.08,33465342,1268.02028360232,-131.078990364869,48,-11,2,-2,-28,-17,11,-14,2,-19,-33,-24,14,,,,,,,,,
08/12/20,,,,,2,1762,80,577,1105,0.074211502782931,33465315,1268.25689269409,0.236609091769424,25,-10,-2,-1,-35,-17,13,-13,-5,-24,-45,-24,15,,,,,,,,,
08/13/20,30,29,7,Calamity State,2,1815,80,577,1158,0.072137060414788,33465262,1677.30491499955,409.048022305459,53,-10,3,1,-25,-18,12,-14,3,-17,-34,-25,14,,,,,,,,,
08/14/20,,,,,2,1852,86,584,1182,0.074912891986063,33465225,1258.37047132736,-418.934443672187,24,-13,1,-1,-34,-16,14,-18,-2,-22,-46,-23,16,,,,,,,,,
08/15/20,,,,,2,1879,86,628,1165,0.073883161512028,33465198,1428.44118731764,170.070715990282,-17,-14,0,1,-29,5,8,-19,-3,-23,-41,1,9,,,,,,,,,
08/16/20,,,,,2,1906,88,628,1190,0.073394495412844,33465171,1709.60271012189,281.161522804242,25,-24,-10,-13,-45,6,10,-29,-13,-41,-56,0,12,,,,,,,,,
08/17/20,,,,,2,1935,88,632,1215,0.06875,33465142,1247.52703475518,-462.075675366708,25,-15,-5,,,-16,13,-18,-8,,,-23,15,,,,,,,,,
08/18/20,,,,,2,1966,90,667,1209,0.066964285714286,33465111,1377.84604390781,130.319009152631,-6,-14,-1,,,-16,12,-17,-2,,,-23,14,,,,,,,,,
08/19/20,,,,,2,2015,92,698,1225,0.065949820788531,33465062,1512.06733768121,134.221293773399,16,-14,-8,,,-17,13,-17,-11,,,-24,15,,,,,,,,,
08/20/20,,,,,2,2044,93,742,1209,0.062710721510452,33465033,1112.89896298878,-399.16837469243,-16,-15,-3,,,-17,12,-19,-3,,,-24,14,,,,,,,,,
08/21/20,,,,,2,2068,94,804,1170,0.06111833550065,33465009,1490.81569727028,377.916734281497,-39,-17,-4,,,-17,14,-21,-7,,,-23,16,,,,,,,,,
08/22/20,,,,,2,2134,94,814,1226,0.059796437659033,33464943,1776.99650562534,286.180808355069,56,-15,-3,,,4,8,-21,-6,,,-1,9,,,,,,,,,
08/23/20,,,,,2,2171,96,818,1257,0.057416267942584,33464906,1942.42085660942,165.424350984078,31,-24,-12,,,6,10,-29,-14,,,0,12,,,,,,,,,
08/24/20,,,,,2,2222,100,877,1245,0.059559261465158,33464855,1722.89525027138,-219.525606338038,-12,-15,-7,,,-16,13,-19,-9,,,-22,15,,,,,,,,,
08/25/20,27,24,8,Calamity State,2,2283,102,977,1204,0.058789625360231,33464794,1674.87085470265,-48.0243955687354,-41,-12,-1,,,-17,12,-16,-1,,,-24,14,,,,,,,,,
08/26/20,,,,,2,2332,103,977,1252,0.058456299659478,33464745,1878.68906883523,203.818214132577,48,-12,-4,,,-16,12,-15,-7,,,-24,14,,,,,,,,,
08/27/20,,,,,2,2415,105,1335,975,0.057851239669422,33464662,1840.35928976006,-38.3297790751617,-277,-10,2,,,-16,11,-14,1,,,-23,13,,,,,,,,,
08/28/20,,,,,2,2471,106,1028,1337,0.057235421166307,33464606,1897.9359468647,57.5766571046386,362,-10,0,,,-17,13,-15,-3,,,-22,15,,,,,,,,,
08/29/20,,,,,2,2551,107,1041,1403,0.056945183608302,33464526,1808.90079323985,-89.0351536248554,66,-7,5,,,3,6,-14,1,,,-3,6,,,,,,,,,
08/30/20,,,,,2,2624,107,1063,1454,0.056138509968521,33464453,1850.63562099015,41.734827750307,51,-17,-7,,,6,8,-23,-9,,,-1,9,,,,,,,,,
08/31/20,,,,,2,2654,108,1071,1475,0.055813953488372,33464423,1655.43226779543,-195.203353194723,21,-3,3,,,-15,11,-10,-1,,,-21,13,,,,,,,,,
09/01/20,,,,,2,2729,109,1084,1536,0.055442522889115,33464348,1794.60378513231,139.171517336879,61,-2,9,,,-15,9,-7,6,,,-24,12,,,,-1.436935591,-9.046427721,-3.736310829,0.02035211,-0.006577813,0.027426867
09/02/20,,,,,2,2777,112,1115,1550,0.055583126550869,33464300,1985.0648008379,190.461015705593,14,-2,3,,,-17,10,-7,-1,,,-24,12,,,,,,,,,
09/03/20,,,,,2,2805,113,1144,1548,0.055283757338552,33464272,1883.04455001394,-102.020250823966,-2,-1,11,,,-16,9,-6,11,,,-24,11,,,,,,,,,
09/04/20,,,,,2,2876,115,1167,1594,0.055609284332689,33464201,1942.51675565518,59.4722056412465,46,-5,6,,,-17,12,-10,2,,,-23,14,,,,,,,,,
09/05/20,,,,,2,2935,117,1192,1626,0.054826616682287,33464142,2975.9466728211,1033.42991716591,32,-2,7,,,4,6,-9,3,,,-4,6,,,,,,,,,
09/06/20,29,26,8,Calamity State,2,2965,117,1198,1650,0.053892215568862,33464112,2750.43062421192,-225.516048609175,24,-13,-6,,,5,8,-19,-9,,,-1,9,,,,,,,,,
09/07/20,,,,,2,2981,120,1215,1646,0.054005400540054,33464096,2119.77137980016,-630.659244411758,-4,-2,2,,,-16,11,-8,-1,,,-22,13,,,,,,,,,
09/08/20,,,,,2,3033,124,1215,1694,0.05431449846693,33464044,2949.47048455483,829.699104754662,48,-2,7,,,-15,10,-7,7,,,-24,12,,,,,,,,,
09/09/20,,,,,2,3092,126,1245,1721,0.054030874785592,33463985,2476.32224616339,-473.148238391437,27,-1,-1,,,-14,10,-6,-4,,,-23,12,,,,,,,,,
09/10/20,,,,,2,3217,130,1277,1810,0.053830227743271,33463860,2518.79346011054,42.4712139471476,89,-1,3,,,-15,10,-7,2,,,-23,11,,,,,,,,,
09/11/20,,,,,2,3279,131,1288,1860,0.05301497369486,33463798,2516.9482563447,-1.84520376583396,50,-5,2,22,-15,-16,12,-10,-1,17,-26,-22,14,,,,,,,,,
09/12/20,,,,,2,3335,132,1289,1914,0.051744413955312,33463742,2727.81921890973,210.870962565029,54,-4,-3,32,-8,4,6,-11,-6,27,-20,-3,7,,,,,,,,,
09/13/20,,,,,2,3388,134,1301,1953,0.051067073170732,33463689,2813.34106593878,85.5218470290424,39,-15,-12,5,-27,2,9,-21,-14,-9,-41,-5,9,,,,,,,,,
09/14/20,,,,,2,3439,136,1324,1979,0.051243406179352,33463638,2749.71754740399,-63.6235185347873,26,-3,-7,29,-11,-14,11,-8,-8,21,-22,-19,13,,,,,,,,,
09/15/20,,,,,2,3569,139,1332,2098,0.050934408208135,33463508,3765.27361812051,1015.55607071652,119,-3,-1,27,-11,-13,11,-7,-1,20,-17,-21,12,,,,,,,,,
09/16/20,,,,,2,3675,143,1401,2131,0.051494418437162,33463402,3970.27232519648,204.998707075964,33,1,4,28,-16,-14,9,-3,1,23,-26,-23,11,,,,,,,,,
09/17/20,,,,,2,3789,144,1405,2240,0.051336898395722,33463288,3043.69222763369,-926.580097562785,109,-20,-15,18,-32,-62,18,-23,-15,11,-40,-67,19,,,,,,,,,
09/18/20,30,22,8,Calamity State,2,3848,147,1443,2258,0.051112656467316,33463229,3145.06694543536,101.37471780167,18,-24,-13,-1,-39,-56,21,-27,-14,-13,-49,-60,22,,,,,,,,,
09/19/20,,,,,2,3901,147,1445,2309,0.050085178875639,33463176,3348.81833139325,203.751385957887,51,-14,-13,19,-23,-3,10,-20,-16,12,-33,-9,10,,,,,,,,,
09/20/20,,,,,2,3991,152,1445,2394,0.051264755480607,33463086,3107.7250155403,-241.093315852951,85,-21,-20,3,-31,-1,10,-26,-21,-11,-43,-5,10,,,,,,,,,
09/21/20,,,,,2,4117,154,1449,2514,0.051660516605166,33462960,2824.64350728401,-283.081508256289,120,-9,-9,20,-15,-18,12,-13,-9,17,-25,-21,14,,,,,,,,,
09/22/20,,,,,2,4236,155,1462,2619,0.051104516979888,33462841,3677.98817271037,853.344665426359,105,-13,-5,11,-20,-17,11,-17,-5,10,-27,-25,13,,,,,,,,,
09/23/20,,,,,2,4363,159,1473,2731,0.051423027166882,33462714,3948.68219407257,270.694021362207,112,-16,-7,7,-25,-18,12,-20,-8,-2,-33,-25,14,,,,,,,,,
09/24/20,,,,,2,4475,162,1503,2810,0.050357475909232,33462602,2913.35762834687,-1035.32456572571,79,-17,-5,14,-23,-17,11,-21,-6,7,-32,-24,13,,,,,,,,,
09/25/20,,,,,2,4590,167,1554,2869,0.050930161634645,33462487,3050.00710053776,136.649472190899,59,-16,0,7,-24,-18,13,-21,-3,-1,-34,-22,14,,,,,,,,,
09/26/20,,,,,2,4672,171,1639,2862,0.051274362818591,33462405,3251.81772553735,201.810624999589,-7,-11,-1,17,-16,-1,6,-17,-4,13,-29,-6,7,,,,,,,,,
09/27/20,,,,,2,4718,174,1707,2837,0.051357733175915,33462359,2946.82931093693,-304.988414600422,-25,-23,-11,-2,-31,-5,9,-27,-11,-18,-42,-8,10,,,,,,,,,
09/28/20,,,,,2,4797,176,1813,2808,0.051177667926723,33462280,2934.76147411626,-12.0678368206673,-29,-12,-3,18,-15,-18,12,-17,-4,11,-26,-21,14,,,,,,,,,
09/29/20,,,,,2,4905,179,1833,2893,0.050154104791258,33462172,3720.93293184421,786.171457727944,85,-11,3,14,-20,-16,10,-15,3,10,-26,-23,12,,,,,,,,,
09/30/20,38,29,8,Calamity State,2,4972,183,1941,2848,0.049795918367347,33462105,3111.98217134954,-608.950760494673,-45,-10,2,14,-17,-19,8,-13,0,9,-28,-26,10,,,,,,,,,
10/01/20,,,,,2,5114,185,2082,2847,0.048825547637899,33461963,3529.0245413231,417.042369973563,-1,-10,3,23,-13,-19,5,-14,3,26,-23,-25,7,,,,-0.361032159,-0.459559327,0.35323405,0.059352687,-0.062237955,0.005947356
10/02/20,,,,,2,5211,189,2215,2807,0.049116424116424,33461866,3174.30945882827,-354.715082494831,-40,-12,6,17,-17,-21,7,-16,4,25,-29,-23,9,,,,,,,,,
10/03/20,,,,,2,5370,193,2436,2741,0.049474493719559,33461707,3574.51790439232,400.208445564056,-66,-12,2,20,-11,-10,1,-17,0,35,-24,-12,2,,,,,,,,,
10/04/20,,,,,2,5402,195,2577,2630,0.04885993485342,33461675,4283.37145826683,708.853553874507,-111,-22,-7,4,-26,-15,4,-25,-8,3,-38,-14,5,,,,,,,,,
10/05/20,,,,,2,5530,199,2591,2740,0.048336167111975,33461547,4209.55394263288,-73.8175156339539,110,-10,0,25,-9,-23,5,-14,0,32,-22,-24,8,,,,,,,,,
10/06/20,,,,,2,5725,211,2598,2916,0.049811142587347,33461352,3783.89820579886,-425.655736834012,176,-12,2,22,-15,-22,5,-15,2,29,-22,-27,7,,,,,,,,,
10/07/20,,,,,2,5725,211,2598,2916,0.048361219344488,33461352,5357.05266730563,1573.15446150677,0,-9,1,15,-19,-18,6,-13,0,25,-30,-25,9,,,,,,,,,
10/08/20,,,,,2,5958,208,2635,3115,0.046480446927374,33461119,4188.99381358626,-1168.05885371938,199,-8,1,21,-10,-15,8,-12,2,31,-20,-22,10,,,,,,,,,
10/09/20,,,,,2,6031,212,2685,3134,0.046187363834423,33461046,4147.12696221923,-41.8668513670309,19,-12,0,11,-20,-18,10,-15,-2,19,-31,-20,12,,,,,,,,,
10/10/20,,,,,2,6246,218,2716,3312,0.04666095890411,33460831,5077.69145926462,930.564497045394,178,-12,-6,21,-17,-2,6,-17,-9,28,-27,-4,7,,,,,,,,,
10/11/20,,,,,2,6366,218,2743,3405,0.046206019499788,33460711,4409.60035190959,-668.091107355028,93,-22,-15,3,-33,-5,8,-26,-15,-7,-43,-7,9,,,,,,,,,
10/12/20,41,23,6,Calamity State,2,6488,219,2744,3525,0.045653533458412,33460589,4757.35029192136,347.749940011769,120,-10,-5,18,-16,-19,10,-13,-5,26,-26,-21,12,,,,,,,,,
10/13/20,,,,,2,6680,222,2761,3697,0.045259938837921,33460397,6214.00785694388,1456.65756502252,172,-11,-1,16,-12,-16,9,-13,0,25,-18,-22,11,,,,,,,,,
10/14/20,,,,,2,6846,227,2801,3818,0.045655671761867,33460231,6175.70530454498,-38.3025523989063,121,-12,0,15,-17,-16,9,-15,-1,20,-26,-22,11,,,,,,,,,
10/15/20,,,,,2,7096,228,2928,3940,0.044583496284709,33459981,5933.32575241207,-242.379552132906,122,-14,2,25,-6,-15,10,-18,2,40,-14,-22,12,,,,,,,,,
10/16/20,,,,,2,7222,234,3012,3976,0.044905008635579,33459855,6640.85338895182,707.527636539756,36,-16,2,16,-16,-17,11,-19,1,20,-27,-20,13,,,,,,,,,
10/17/20,,,,,2,7462,241,3022,4199,0.04487895716946,33459615,6808.28552968329,167.432140731466,223,-18,-6,21,-11,-4,7,-21,-8,31,-19,-6,8,,,,,,,,,
10/18/20,,,,,2,7622,247,3030,4345,0.045723805997779,33459455,6426.23158614281,-382.053943540481,146,-27,-13,-3,-24,-10,6,-30,-13,-13,-34,-12,7,,,,,,,,,
10/19/20,,,,,2,7829,248,3031,4550,0.044846292947559,33459248,7568.62458333575,1142.39299719293,205,-14,-5,18,-11,-18,9,-17,-4,26,-21,-20,11,,,,,,,,,
10/20/20,,,,,2,8049,251,3037,4761,0.043842794759825,33459028,7325.17509112837,-243.449492207376,211,-16,-4,15,-17,-17,9,-18,-3,23,-23,-23,11,,,,,,,,,
10/21/20,,,,,2,8338,255,3040,5043,0.044541484716157,33458739,8237.24433075242,912.069239624054,282,-13,-1,15,-20,-14,9,-16,-1,20,-27,-21,11,,,,,,,,,
10/22/20,,,,,2,8582,260,3305,5017,0.04363880496811,33458495,6762.04568046877,-1475.19865028366,-26,-12,-1,25,-12,-14,9,-16,0,31,-22,-20,10,,,,,,,,,
10/23/20,,,,,2,8829,265,3384,5180,0.043939645166639,33458248,8685.56632521501,1923.52064474624,163,-14,2,17,-19,-14,10,-18,1,21,-29,-18,12,,,,,,,,,
10/24/20,38,23,8,Calamity State,2,9026,267,3461,5298,0.042747358309318,33458051,6737.92091428355,-1947.64541093146,118,-15,0,23,-16,-2,8,-20,-3,30,-27,-5,8,,,,,,,,,
10/25/20,,,,,2,9381,268,3508,5605,0.042098649073201,33457696,7515.80963426729,777.888719983742,307,-25,-7,0,-30,-9,9,-30,-8,-3,-41,-12,11,,,,,,,,,
10/26/20,,,,,2,9644,270,3530,5844,0.041615289765721,33457433,5964.16938469575,-1551.64024957154,239,-10,0,28,-11,-15,9,-15,-1,35,-22,-18,12,,,,,,,,,
10/27/20,,,,,2,9871,271,3647,5953,0.040568862275449,33457206,7264.00702343943,1299.83763874368,109,-9,7,21,-17,-16,9,-14,6,23,-24,-23,11,,,,,,,,,
10/28/20,,,,,2,10074,275,3693,6106,0.040169442009933,33457003,6651.86980740126,-612.137216038162,153,-9,4,21,-16,-17,9,-14,1,23,-28,-24,11,,,,,,,,,
10/29/20,,,,,2,10269,275,3736,6258,0.038754227733935,33456808,9523.41455488257,2871.5447474813,152,-7,10,28,-6,-18,6,-12,11,40,-19,-24,8,,,,,,,,,
10/30/20,,,,,2,10558,279,4107,6172,0.038631957906397,33456519,7044.44720067831,-2478.96735420426,-86,-10,5,15,-13,-19,10,-15,4,28,-27,-22,11,,,,,,,,,
10/31/20,,,,,2,10805,284,4523,5998,0.038059501474136,33456272,7351.97931135335,307.532110675036,-174,-9,8,23,-5,-5,4,-15,6,35,-19,-6,5,,,,,,,,,
11/01/20,,,,,2,11035,286,4920,5829,0.037522959853057,33456042,9788.46519475374,2436.48588340039,-169,-19,-4,6,-26,-10,6,-24,-5,3,-38,-11,7,,,,,,,,,
11/02/20,,,,,2,11228,289,5172,5767,0.036914037552689,33455849,7419.72327711294,-2368.7419176408,-62,-27,-19,-2,-36,-71,20,-29,-18,3,-45,-74,22,,,,,,,,,
11/03/20,,,,,2,11577,291,5230,6056,0.036153559448379,33455500,6747.45452251113,-672.268754601807,289,-7,7,22,-9,-16,6,-11,7,37,-19,-22,8,,,,,,,,,
11/04/20,,,,,2,11813,296,5266,6251,0.035500119932838,33455264,6539.9923261019,-207.462196409231,195,-8,0,16,-17,-17,8,-11,-1,25,-28,-24,10,,,,,,,,,
11/05/20,41,20,8,Calamity State,2,12102,299,5350,6453,0.03484036355162,33454975,6819.78285222307,279.790526121172,202,-8,9,27,-2,-15,6,-11,10,37,-14,-21,8,,,,,,,,,
11/06/20,,,,,2,12223,300,5626,6297,0.033978933061502,33454854,10440.0799756367,3620.29712341362,-156,-14,2,16,-14,-17,8,-17,1,23,-25,-20,10,,,,,,,,,
