Nombre de estacion,Arica,Alto_Hospicio,Antofagasta,Copiapó,Huasco,Coquimbo,La_Serena,Concón,Valparaíso,Viña_del_Mar,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Rancagua_II,Rengo,San_Fernando,Curicó,Talca_La_Florida,UC_Maule,U_Talca,Linares,Nielol,Las_Encinas,Padre_las_Casas,Valdivia,Valdivia_II,Osorno,Mirasol,Alerce,Coyhaique_I,Coyhaique_II,Punta_Arenas,La_Unión,Vialidad
2020-01-08 07:00:00,,,,,,,,,,,,,,,,,,,,,,0.421505,,,,,0.13722,,,,,0.1,0.1,,,,,,,0.572933,,,
2020-01-08 08:00:00,,,,,,,,,,,,,,,,,,,,,,0.401838,,,,,0.134536,,,,,0.1,0.1,,,,,,,0.917231,,,
2020-01-08 09:00:00,,,,,,,,,,,,,,,,,,,,,,0.401506,,,,,0.545865,,,,,0.1,0.1,,,,,,,0.754983,,,
2020-01-08 10:00:00,,,,,,,,,,,,,,,,,,,,,,0.378852,,,,,0.124636,,,,,0.1,0.1,,,,,,,0.731427,,,
2020-01-08 11:00:00,,,,,,,,,,,,,,,,,,,,,,0.411049,,,,,0.130905,,,,,0.1,0.1,,,,,,,0.9019,,,
2020-01-08 12:00:00,,,,,,,,,,,,,,,,,0.279373,,,,,0.424659,,,,,0.155886,,,,,0.1,0.111687,,,,,,,0.892558,,,
2020-01-08 13:00:00,,,,,,,,,,,,,,,,,0.213059,,,,,0.420759,,,,,0.160795,,,,,0.1,0.1,,,,,,,0.664516,,,
2020-01-08 14:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.438766,,,,,0.180144,,,,,0.1,0.1,,,,,,,0.788997,,,
2020-01-08 15:00:00,,,,,,,,,,,,,,,,,0.246216,,,,,0.438351,,,,,0.14353,,,,,0.1,0.1,,,,,,,0.978152,,,
2020-01-08 16:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.430551,,,,,0.132638,,,,,0.1,0.1,,,,,,,0.630503,,,
2020-01-08 17:00:00,,,,,,,,,,,,,,,,,0.213059,,,,,0.418352,,,,,0.163729,,,,,0.1,0.1,,,,,,,0.728075,,,
2020-01-08 18:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.407066,,,,,0.150852,,,,,0.1,0.1,,,,,,,1.03237,,,
2020-01-08 19:00:00,,,,,,,,,,,,,,,,,,,,,,0.371716,,,,,0.117815,,,,,0.1,0.104216,,,,,,,0.900783,,,
2020-01-08 20:00:00,,,,,,,,,,,,,,,,,,,,,,0.408311,,,,,0.133938,,,,,0.1,0.190288,,,,,,,0.941903,,,
2020-01-08 21:00:00,,,,,,,,,,,,,,,,,,,,,,0.372877,,,,,0.117869,,,,,0.1,0.223809,,,,,,,1.22975,,,
2020-01-08 22:00:00,,,,,,,,,,,,,,,,,,,,,,0.3557,,,,,0.132118,,,,,0.1,0.112689,,,,,,,1.06527,,,
2020-01-08 23:00:00,,,,,,,,,,,,,,,,,,,,,,0.360679,,,,,0.146749,,,,,0.119017,0.13239,,,,,,,2.42225,,,
2020-01-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,0.348231,,,,,0.166371,,,,,0.115513,0.1,,,,,,,1.46825,,,
2020-01-09 01:00:00,,,,,,,,,,,,,,,,,,,,,,0.329394,,,,,0.154694,,,,,0.113686,0.1,,,,,,,0.9019,,,
2020-01-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,0.335949,,,,,0.123373,,,,,0.113863,0.165743,,,,,,,0.869003,,,
2020-01-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,0.342754,,,,,0.123307,,,,,0.107376,0.1,,,,,,,0.648068,,,
2020-01-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,0.356862,,,,,0.128465,,,,,0.110937,0.1,,,,,,,0.843213,,,
2020-01-09 05:00:00,,,,,,,,,,,,,,,,,,,,,,0.393374,,,,,0.121636,,,,,0.100989,0.1,,,,,,,0.941903,,,
2020-01-09 06:00:00,,,,,,,,,,,,,,,,,,,,,,0.456856,,,,,0.112255,,,,,0.136504,0.108264,,,,,,,0.703403,,,
2020-01-09 07:00:00,,,,,,,,,,,,,,,,,,,,,,0.387648,,,,,0.141816,,,,,0.128201,0.101544,,,,,,,0.802094,,,
2020-01-09 08:00:00,,,,,,,,,,,,,,,,,,,,,,0.369143,,,,,0.15097,,,,,0.1,0.145209,,,,,,,0.851438,,,
2020-01-09 09:00:00,,,,,,,,,,,,,,,,,,,,,,0.374205,,,,,0.118046,,,,,0.1,0.1,,,,,,,0.555367,,,
2020-01-09 10:00:00,,,,,,,,,,,,,,,,,,,,,,0.36043,,,,,0.132691,,,,,0.1,0.1,,,,,,,0.589381,,,
2020-01-09 11:00:00,,,,,,,,,,,,,,,,,,,,,,0.373873,,,,,0.691278,,,,,0.1,0.1,,,,,,,0.547143,,,
2020-01-09 12:00:00,,,,,,,,,,,,,,,,,,,,,,0.406679,,,,,0.770571,,,,,0.1,0.1,,,,,,,0.712745,,,
2020-01-09 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841539,,,,,0.1,0.1,,,,,,,0.581158,,,
2020-01-09 14:00:00,,,,,,,,,,,,,,,,,0.262794,,,,,0.360762,,,,,,,,,,0.102066,0.1,,,,,,,0.516481,,,
2020-01-09 15:00:00,,,,,,,,,,,,,,,,,0.295951,,,,,0.38018,,,,,,,,,,0.1,0.1,,,,,,,0.637609,,,
2020-01-09 16:00:00,,,,,,,,,,,,,,,,,,,,,,0.412958,,,,,,,,,,0.1,0.1,,,,,,,0.80321,,,
2020-01-09 17:00:00,,,,,,,,,,,,,,,,,,,,,,0.419763,,,,,,,,,,0.1,0.1,,,,,,,0.7363,,,
2020-01-09 18:00:00,,,,,,,,,,,,,,,,,,,,,,0.412045,,,,,0.320448,,,,,0.1,0.1,,,,,,,0.900783,,,
2020-01-09 19:00:00,,,,,,,,,,,,,,,,,0.271084,,,,,0.432625,,,,,0.271488,,,,,0.1,0.1,,,,,,,0.796103,,,
2020-01-09 20:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.442583,,,,,0.283522,,,,,0.100328,0.1,,,,,,,0.670506,,,
2020-01-09 21:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.429554,,,,,0.277505,,,,,0.1,0.1,,,,,,,1.23797,,,
2020-01-09 22:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.390138,,,,,0.26885,,,,,0.1,0.132766,,,,,,,0.834991,,,
2020-01-09 23:00:00,,,,,,,,,,,,,,,,,0.279373,,,,,0.379018,,,,,0.290528,,,,,0.1,0.222601,,,,,,,0.785645,,,
2020-01-10 00:00:00,,,,,,,,,,,,,,,,,0.295951,,,,,0.363998,,,,,0.260443,,,,,0.1,0.19083,,,,,,,0.711627,,,
2020-01-10 01:00:00,,,,,,,,,,,,,,,,,,,,,,0.362504,,,,,0.262091,,,,,0.117111,0.151507,,,,,,,0.615171,,,
2020-01-10 02:00:00,,,,,,,,,,,,,,,,,,,,,,0.332049,,,,,0.259701,,,,,0.1024,0.128966,,,,,,,0.63162,,,
2020-01-10 03:00:00,,,,,,,,,,,,,,,,,,,,,,0.310142,,,,,0.261102,,,,,0.10761,0.114189,,,,,,,0.664516,,,
2020-01-10 04:00:00,,,,,,,,,,,,,,,,,,,,,,0.330638,,,,,0.269427,,,,,0.12818,0.101375,,,,,,,0.423781,,,
2020-01-10 05:00:00,,,,,,,,,,,,,,,,,,,,,,0.400428,,,,,0.284593,,,,,0.168825,0.113772,,,,,,,0.686954,,,
2020-01-10 06:00:00,,,,,,,,,,,,,,,,,,,,,,0.4347,,,,,0.310722,,,,,0.184818,0.122077,,,,,,,0.826765,,,
2020-01-10 07:00:00,,,,,,,,,,,,,,,,,,,,,,0.354123,,,,,0.274043,,,,,0.173239,0.127382,,,,,,,0.596488,,,
2020-01-10 08:00:00,,,,,,,,,,,,,,,,,,,,,,0.34848,,,,,0.234809,,,,,0.102072,0.1,,,,,,,0.844331,,,
2020-01-10 09:00:00,,,,,,,,,,,,,,,,,,,,,,0.31288,,,,,0.226648,,,,,0.1,0.1,,,,,,,0.733558,,,
2020-01-10 10:00:00,,,,,,,,,,,,,,,,,,,,,,0.30649,,,,,0.205713,,,,,0.1,0.1,,,,,,,0.790469,,,
2020-01-10 11:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.31761,,,,,0.197552,,,,,0.1,0.1,,,,,,,0.728404,,,
2020-01-10 12:00:00,,,,,,,,,,,,,,,,,0.20477,,,,,0.345493,,,,,0.219807,,,,,0.1,0.1,,,,,,,0.750115,,,
2020-01-10 13:00:00,,,,,,,,,,,,,,,,,0.213059,,,,,0.393623,,,,,0.221456,,,,,0.1,0.1,,,,,,,0.85629,,,
2020-01-10 14:00:00,,,,,,,,,,,,,,,,,0.138457,,,,,0.381673,,,,,0.232913,,,,,0.1,0.1,,,,,,,0.740165,,,
2020-01-10 15:00:00,,,,,,,,,,,,,,,,,0.121878,,,,,0.377607,,,,,0.252283,,,,,0.1,0.1,,,,,,,0.873068,,,
2020-01-10 16:00:00,,,,,,,,,,,,,,,,,0.113589,,0.1475,,,0.403415,,,,,0.272394,,,,,0.1,0.1,,,,,,,0.791812,,,
2020-01-10 17:00:00,,,,,,,,,,,,,,,,,0.188192,,0.226667,,,0.409805,,,,,0.2658,,,,,0.1,0.1,,,,,,,0.728239,,,
2020-01-10 18:00:00,,,,,,,,,,,,,,,,,0.20477,,0.268333,,,0.397108,,,,,0.268108,,,,,0.1,0.1,,,,,,,0.85185,,,
2020-01-10 19:00:00,,,,,,,,,,,,,,,,,0.221348,,0.385,,,0.391383,,,,,0.270004,,,,,0.1,0.1,,,,,,,0.88417,,,
2020-01-10 20:00:00,,,,,,,,,,,,,,,,,,,0.385,,,0.423331,,,,,0.377486,,,,,0.1,0.1,,,,,,,0.930884,,,
2020-01-10 21:00:00,,,,,,,,,,,,,,,,,,,0.426667,,,0.37935,,,,,0.511757,,,,,0.1,0.1,,,,,,,0.872903,,,
2020-01-10 22:00:00,,,,,,,,,,,,,,,,,,,0.41,,,0.353127,,,,,0.428095,,,,,0.1,0.1,,,,,,,0.980309,,,
2020-01-10 23:00:00,,,,,,,,,,,,,,,,,,,0.443333,,,0.318108,,,,,0.563519,,,,,0.1,0.1,,,,,,,1.07703,,,
2020-01-11 00:00:00,,,,,,,,,,,,,,,,,,,0.543333,,,0.337609,,,,,0.501206,,,,,0.1,0.1,,,,,,,0.997992,,,
2020-01-11 01:00:00,,,,,,,,,,,,,,,,,,,0.718333,,,0.333128,,,,,0.414577,,,,,0.1,0.1,,,,,,,0.771828,,,
2020-01-11 02:00:00,,,,,,,,,,,,,,,,,,,0.543333,,,0.353542,,,,,0.365123,,,,,0.1,0.1,,,,,,,0.750444,,,
2020-01-11 03:00:00,,,,,,,,,,,,,,,,,,,0.454444,,,0.338439,,,,,0.311052,,,,,0.1,0.1,,,,,,,0.832358,,,
2020-01-11 04:00:00,,,,,,,,,,,,,,,,,,,0.465556,,,0.351634,,,,,0.313772,,,,,0.1,0.1,,,,,,,0.792388,,,
2020-01-11 05:00:00,,,,,,,,,,,,,,,,,,,0.435,,,0.392876,,,,,0.296875,,,,,0.1,0.1,,,,,,,0.864678,,,
2020-01-11 06:00:00,,,,,,,,,,,,,,,,,,,0.368333,,,0.401175,,,,,0.285995,,,,,0.1,0.1,,,,,,,0.936311,,,
2020-01-11 07:00:00,,,,,,,,,,,,,,,,,,,0.293333,,,0.380595,,,,,0.267449,,,,,0.1,0.1,,,,,,,0.681691,,,
2020-01-11 08:00:00,,,,,,,,,,,,,,,,,,,0.276667,,,0.335866,,,,,0.242392,,,,,0.1,0.1,,,,,,,0.741728,,,
2020-01-11 09:00:00,,,,,,,,,,,,,,,,,,,0.251667,,,0.41719,,,,,0.220549,,,,,0.1,0.1,,,,,,,0.738685,,,
2020-01-11 10:00:00,,,,,,,,,,,,,,,,,,,0.218333,,,0.414037,,,,,0.236292,,,,,,0.1,,,,,,,0.688517,,,
2020-01-11 11:00:00,,,,,,,,,,,,,,,,,,,0.218333,,,0.406651,,,,,0.204311,,,,,0.1,,,,,,,,0.656443,,,
2020-01-11 12:00:00,,,,,,,,,,,,,,,,,,,0.16,,,0.404494,,,,,0.206207,,,,,0.1,,,,,,,,0.599367,,,
2020-01-11 13:00:00,,,,,,,,,,,,,,,,,,,0.168333,,,0.403581,,,,,0.213461,,,,,0.1,0.1,,,,,,,0.664831,,,
2020-01-11 14:00:00,,,,,,,,,,,,,,,,,,,0.151667,,,0.41636,,,,,0.205877,,,,,0.1,0.1,,,,,,,0.535958,,,
2020-01-11 15:00:00,,,,,,,,,,,,,,,,,,,0.11,,,0.417937,,,,,0.212306,,,,,0.1,0.1,,,,,,,0.596324,,,
2020-01-11 16:00:00,,,,,,,,,,,,,,,,,,,0.11,,,0.440426,,,,,0.220714,,,,,0.1,0.1,,,,,,,0.586701,,,
2020-01-11 17:00:00,,,,,,,,,,,,,,,,,,,0.118333,,,0.447977,,,,,0.230193,,,,,0.1,0.1,,,,,,,0.554874,,,
2020-01-11 18:00:00,,,,,,,,,,,,,,,,,,,0.118333,,,0.436774,,,,,0.250387,,,,,0.1,0.1,,,,,,,0.699619,,,
2020-01-11 19:00:00,,,,,,,,,,,,,,,,,,,0.176667,,,0.420012,,,,,0.260443,,,,,0.1,0.1,,,,,,,0.618035,,,
2020-01-11 20:00:00,,,,,,,,,,,,,,,,,,,0.226667,,,0.475694,,,,,0.450432,,,,,0.1,0.1,,,,,,,0.688435,,,
2020-01-11 21:00:00,,,,,,,,,,,,,,,,,,,0.293333,,,0.465072,,,,,0.339076,,,,,0.1,0.1,,,,,,,0.76969,,,
2020-01-11 22:00:00,,,,,,,,,,,,,,,,,,,0.243333,,,0.430634,,,,,0.406994,,,,,0.1,0.1,,,,,,,0.918547,,,
2020-01-11 23:00:00,,,,,,,,,,,,,,,,,,,0.335,,,0.488059,,,,,0.452905,,,,,0.1,0.1,,,,,,,1.08106,,,
2020-01-12 00:00:00,,,,,,,,,,,,,,,,,,,0.768333,,,0.502082,,,,,0.391993,,,,,0.1,0.1,,,,,,,0.766811,,,
2020-01-12 01:00:00,,,,,,,,,,,,,,,,,,,0.851666,,,0.491294,,,,,0.30487,,,,,0.1,0.1,,,,,,,0.619022,,,
2020-01-12 02:00:00,,,,,,,,,,,,,,,,,,,0.91,,,0.481254,,,,,0.37559,,,,,0.1,0.1,,,,,,,0.66993,,,
2020-01-12 03:00:00,,,,,,,,,,,,,,,,,,,0.843333,,,0.428061,,,,,0.4201,,,,,0.1,0.1,,,,,,,0.656607,,,
2020-01-12 04:00:00,,,,,,,,,,,,,,,,,,,0.387778,,,0.438931,,,,,0.453647,,,,,0.1,0.110185,,,,,,,0.63909,,,
2020-01-12 05:00:00,,,,,,,,,,,,,,,,,,,0.368333,,,0.418352,,,,,0.404934,,,,,0.1,0.1,,,,,,,0.694603,,,
2020-01-12 06:00:00,,,,,,,,,,,,,,,,,,,0.31,,,0.433372,,,,,0.420265,,,,,0.1,0.1,,,,,,,0.647972,,,
2020-01-12 07:00:00,,,,,,,,,,,,,,,,,,,0.151667,,,0.448309,,,,,0.201756,,,,,0.1,0.1,,,,,,,0.727417,,,
2020-01-12 08:00:00,,,,,,,,,,,,,,,,,,,0.151667,,,0.466317,,,,,0.159719,,,,,0.1,0.1,,,,,,,0.646656,,,
2020-01-12 09:00:00,,,,,,,,,,,,,,,,,,,0.201667,,,0.45445,,,,,0.149828,,,,,0.1,0.1,,,,,,,0.68424,,,
2020-01-12 10:00:00,,,,,,,,,,,,,,,,,0.271084,,0.21,,,0.455113,,,,,0.152713,,,,,0.1,0.1,,,,,,,0.694356,,,
2020-01-12 11:00:00,,,,,,,,,,,,,,,,,0.254505,,0.135,,,0.496356,,,,,0.163346,,,,,0.1,0.1,,,,,,,0.643942,,,
2020-01-12 12:00:00,,,,,,,,,,,,,,,,,0.213059,,0.11,,,0.473951,,,,,0.18354,,,,,0.1,0.1,,,,,,,0.684733,,,
2020-01-12 13:00:00,,,,,,,,,,,,,,,,,0.213059,,0.11,,,0.461421,,,,,0.228874,,,,,0.1,0.1,,,,,,,0.607016,,,
2020-01-12 14:00:00,,,,,,,,,,,,,,,,,0.20477,,0.11,,,0.459844,,,,,0.221456,,,,,0.1,0.1,,,,,,,0.621737,,,
2020-01-12 15:00:00,,,,,,,,,,,,,,,,,0.20477,,0.11,,,0.457355,,,,,0.242804,,,,,0.1,0.1,,,,,,,0.629632,,,
2020-01-12 16:00:00,,,,,,,,,,,,,,,,,0.20477,,0.11,,,0.477519,,,,,0.266212,,,,,0.1,0.1,,,,,,,0.752831,,,
2020-01-12 17:00:00,,,,,,,,,,,,,,,,,0.20477,,0.109167,,,0.465155,,,,,0.277175,,,,,0.1,0.1,,,,,,,0.636868,,,
2020-01-12 18:00:00,,,,,,,,,,,,,,,,,0.20477,,0.11,,,0.450467,,,,,0.262503,,,,,0.1,0.1,,,,,,,0.576833,,,
2020-01-12 19:00:00,,,,,,,,,,,,,,,,,0.262794,,0.143333,,,0.465735,,,,,0.264152,,,,,0.1,0.1,,,,,,,0.641229,,,
2020-01-12 20:00:00,,,,,,,,,,,,,,,,,,,0.168333,,,0.496024,,,,,0.216593,,,,,0.1,0.1,,,,,,,0.717301,,,
2020-01-12 21:00:00,,,,,,,,,,,,,,,,,,,0.235,,,0.495858,,,,,0.175792,,,,,0.1,0.1,,,,,,,0.794527,,,
2020-01-12 22:00:00,,,,,,,,,,,,,,,,,,,0.16,,,0.502248,,,,,0.236952,,,,,0.1,0.1,,,,,,,0.813195,,,
2020-01-12 23:00:00,,,,,,,,,,,,,,,,,,,0.118333,,,0.485154,,,,,0.197305,,,,,0.1,0.1,,,,,,,0.709241,,,
2020-01-13 00:00:00,,,,,,,,,,,,,,,,,,,0.11,,,0.470549,,,,,0.18387,,,,,0.1,0.1,,,,,,,0.727417,,,
2020-01-13 01:00:00,,,,,,,,,,,,,,,,,,,0.176667,,,0.472955,,,,,0.170517,,,,,0.1,0.1,,,,,,,0.687696,,,
2020-01-13 02:00:00,,,,,,,,,,,,,,,,,,,0.126667,,,0.480838,,,,,0.168209,,,,,0.1,0.1,,,,,,,0.661542,,,
2020-01-13 03:00:00,,,,,,,,,,,,,,,,,,,0.198889,,,0.492954,,,,,0.171259,,,,,0.1,0.1,,,,,,,0.718699,,,
2020-01-13 04:00:00,,,,,,,,,,,,,,,,,,,0.198889,,,0.511874,,,,,0.167467,,,,,0.1,0.1,,,,,,,0.670177,,,
2020-01-13 05:00:00,,,,,,,,,,,,,,,,,,,0.326667,,,0.515111,,,,,0.186178,,,,,0.1,0.1,,,,,,,0.754804,,,
2020-01-13 06:00:00,,,,,,,,,,,,,,,,,,,0.326667,,,0.622657,,,,,0.225824,,,,,0.1,0.1,,,,,,,0.93697,,,
2020-01-13 07:00:00,,,,,,,,,,,,,,,,,,,0.21,,,0.637179,,,,,0.255002,,,,,0.1,0.1,,,,,,,0.787866,,,
2020-01-13 08:00:00,,,,,,,,,,,,,,,,,,,0.21,,,0.632864,,,,,0.221868,,,,,0.1,0.1,,,,,,,0.688188,,,
2020-01-13 09:00:00,,,,,,,,,,,,,,,,,,,0.226667,,,0.559175,,,,,0.150735,,,,,0.1,0.1,,,,,,,0.693863,,,
2020-01-13 10:00:00,,,,,,,,,,,,,,,,,,,0.226667,,,0.546312,,,,,0.136228,,,,,0.1,0.1,,,,,,,0.615322,,,
2020-01-13 11:00:00,,,,,,,,,,,,,,,,,,,0.185,,,0.530462,,,,,0.136146,,,,,0.1,0.1,,,,,,,0.729226,,,
2020-01-13 12:00:00,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,0.144635,,,,,0.1,0.1,,,,,,,0.63103,,,
2020-01-13 13:00:00,,,,,,,,,,,,,,,,,,,0.109167,,,0.507393,,,,,0.207279,,,,,0.1,0.1,,,,,,,0.729063,,,
2020-01-13 14:00:00,,,,,,,,,,,,,,,,,,,0.1025,,,0.510713,,,,,0.325971,,,,,0.1,0.1,,,,,,,0.683911,,,
2020-01-13 15:00:00,,,,,,,,,,,,,,,,,,,0.100833,,,0.514695,,,,,0.299183,,,,,0.1,0.1,,,,,,,0.567013,,,
2020-01-13 16:00:00,,,,,,,,,,,,,,,,,,,0.1025,,,0.5254,,,,,0.323168,,,,,0.1,0.1,,,,,,,,,,
2020-01-13 17:00:00,,,,,,,,,,,,,,,,,,,0.100833,,,0.549798,,,,,0.312618,,,,,0.1,0.1,,,,,,,0.69929,,,
2020-01-13 18:00:00,,,,,,,,,,,,,,,,,,,0.105833,,,0.538014,,,,,0.330422,,,,,0.1,0.1,,,,,,,0.689587,,,
2020-01-13 19:00:00,,,,,,,,,,,,,,,,,,,0.109167,,,0.553034,,,,,0.386141,,,,,0.1,0.1,,,,,,,0.692382,,,
2020-01-13 20:00:00,,,,,,,,,,,,,,,,,,,0.143333,,,0.569382,,,,,0.382349,,,,,0.1,0.1,,,,,,,0.661953,,,
2020-01-13 21:00:00,,,,,,,,,,,,,,,,,,,0.26,,,0.560336,,,,,0.311711,,,,,0.1,0.1,,,,,,,0.658581,,,
2020-01-13 22:00:00,,,,,,,,,,,,,,,,,,,0.251667,,,0.560336,,,,,0.330257,,,,,0.1,0.1,,,,,,,0.691149,,,
2020-01-13 23:00:00,,,,,,,,,,,,,,,,,,,0.51,,,0.537931,,,,,0.415237,,,,,0.1,0.1,,,,,,,0.676427,,,
2020-01-14 00:00:00,,,,,,,,,,,,,,,,,,,0.501667,,,0.589961,,,,,0.274867,,,,,0.1,0.1,,,,,,,0.675276,,,
2020-01-14 01:00:00,,,,,,,,,,,,,,,,,,,0.393333,,,0.60855,,,,,0.237034,,,,,0.1,0.1,,,,,,,0.610305,,,
2020-01-14 02:00:00,,,,,,,,,,,,,,,,,,,0.276667,,,0.611621,,,,,0.228792,,,,,0.1,0.1,,,,,,,0.60899,,,
2020-01-14 03:00:00,,,,,,,,,,,,,,,,,,,0.321111,,,0.606226,,,,,0.23555,,,,,0.1,0.1,,,,,,,0.642379,,,
2020-01-14 04:00:00,,,,,,,,,,,,,,,,,,,0.132222,,,0.622491,,,,,0.269097,,,,,0.1,0.1,,,,,,,0.640899,,,
2020-01-14 05:00:00,,,,,,,,,,,,,,,,,,,0.335,,,0.639585,,,,,0.285417,,,,,0.1,0.1,,,,,,,0.644929,,,
2020-01-14 06:00:00,,,,,,,,,,,,,,,,,,,0.426667,,,0.73875,,,,,0.314596,,,,,0.1,0.1,,,,,,,0.629878,,,
2020-01-14 07:00:00,,,,,,,,,,,,,,,,,,,0.36,,,0.641411,,,,,0.259701,,,,,0.1,0.1,,,,,,,0.671905,,,
2020-01-14 08:00:00,,,,,,,,,,,,,,,,,,,0.251667,,,0.637677,,,,,0.214037,,,,,0.1,0.1,,,,,,,0.576997,,,
2020-01-14 09:00:00,,,,,,,,,,,,,,,,,,,0.151667,,,0.669459,,,,,0.216263,,,,,0.1,0.108223,,,,,,,0.733913,,,
2020-01-14 10:00:00,,,,,,,,,,,,,,,,,,,0.108333,,,0.62971,,,,,0.215686,,,,,0.1,0.1,,,,,,,0.730131,,,
2020-01-14 11:00:00,,,,,,,,,,,,,,,,,,,0.101667,,,0.631868,,,,,0.237199,,,,,0.1,0.1,,,,,,,0.645587,,,
2020-01-14 12:00:00,,,,,,,,,,,,,,,,,0.295951,,0.101667,,,0.630457,,,,,0.235468,,,,,0.1,0.1,,,,,,,0.762205,,,
2020-01-14 13:00:00,,,,,,,,,,,,,,,,,0.229638,,0.100833,,,0.623321,,,,,0.229533,,,,,0.1,0.1,,,,,,,0.728733,,,
2020-01-14 14:00:00,,,,,,,,,,,,,,,,,0.229638,,0.1,,,0.617927,,,,,0.226731,,,,,0.1,0.1,,,,,,,0.716068,,,
2020-01-14 15:00:00,,,,,,,,,,,,,,,,,0.229638,,0.1,,,0.599919,,,,,0.223434,,,,,0.1,0.1,,,,,,,0.694602,,,
2020-01-14 16:00:00,,,,,,,,,,,,,,,,,0.254505,,0.106667,,,0.579257,,,,,0.247667,,,,,0.1,0.1,,,,,,,0.657512,,,
2020-01-14 17:00:00,,,,,,,,,,,,,,,,,,,0.103333,,,0.550047,,,,,0.238683,,,,,0.1,0.1,,,,,,,0.635306,,,
2020-01-14 18:00:00,,,,,,,,,,,,,,,,,,,0.1075,,,0.51204,,,,,0.251376,,,,,0.1,0.1,,,,,,,0.766399,,,
2020-01-14 19:00:00,,,,,,,,,,,,,,,,,,,0.118333,,,0.459346,,,,,0.263657,,,,,0.1,0.1,,,,,,,0.920933,,,
2020-01-14 20:00:00,,,,,,,,,,,,,,,,,,,0.11,,,0.468474,,,,,0.270499,,,,,0.1,0.1,,,,,,,1.03656,,,
2020-01-14 21:00:00,,,,,,,,,,,,,,,,,,,0.193333,,,0.518596,,,,,0.276268,,,,,0.1,0.1,,,,,,,1.09158,,,
2020-01-14 22:00:00,,,,,,,,,,,,,,,,,,,0.226667,,,0.539923,,,,,0.251624,,,,,0.103321,0.1,,,,,,,1.34291,,,
2020-01-14 23:00:00,,,,,,,,,,,,,,,,,0.246216,,0.31,,,0.525649,,,,,0.212471,,,,,0.100328,0.1,,,,,,,1.11848,,,
2020-01-15 00:00:00,,,,,,,,,,,,,,,,,,,0.285,,,0.541582,,,,,0.175298,,,,,0.100161,0.1,,,,,,,0.784492,,,
2020-01-15 01:00:00,,,,,,,,,,,,,,,,,,,0.368333,,,0.528969,,,,,0.160956,,,,,0.1,0.1,,,,,,,0.831371,,,
2020-01-15 02:00:00,,,,,,,,,,,,,,,,,,,0.135,,,0.536188,,,,,0.17233,,,,,0.1,0.1,,,,,,,0.716397,,,
2020-01-15 03:00:00,,,,,,,,,,,,,,,,,,,0.121111,,,0.527226,,,,,0.146284,,,,,0.1,0.1,,,,,,,0.633004,,,
2020-01-15 04:00:00,,,,,,,,,,,,,,,,,,,0.106667,,,0.525068,,,,,0.146696,,,,,0.1,0.1,,,,,,,0.575517,,,
2020-01-15 05:00:00,,,,,,,,,,,,,,,,,,,0.16,,,0.510962,,,,,0.147026,,,,,0.1,0.1,,,,,,,0.65159,,,
2020-01-15 06:00:00,,,,,,,,,,,,,,,,,,,0.235,,,0.473951,,,,,0.174968,,,,,0.1,0.19609,,,,,,,0.711709,,,
2020-01-15 07:00:00,,,,,,,,,,,,,,,,,,,0.159167,,,0.516107,,,,,0.171341,,,,,0.121615,0.122204,,,,,,,0.639172,,,
2020-01-15 08:00:00,,,,,,,,,,,,,,,,,,,0.143333,,,0.561996,,,,,0.143811,,,,,0.1,,,,,,,,0.694356,,,
2020-01-15 09:00:00,,,,,,,,,,,,,,,,,,,0.16,,,0.557515,,,,,0.14002,,,,,,0.1,,,,,,,0.589417,,,
2020-01-15 10:00:00,,,,,,,,,,,,,,,,,,,0.1175,,,0.528637,,,,,0.146944,,,,,0.1,0.1,,,,,,,0.79099,,,
2020-01-15 11:00:00,,,,,,,,,,,,,,,,,,,0.1,,,0.528139,,,,,0.158153,,,,,0.1,0.1,,,,,,,0.654387,,,
2020-01-15 12:00:00,,,,,,,,,,,,,,,,,,,0.1,,,0.526479,,,,,0.154856,,,,,0.1,0.1,,,,,,,0.713189,,,
2020-01-15 13:00:00,,,,,,,,,,,,,,,,,,,0.1,,,0.534363,,,,,0.156093,,,,,0.1,0.1,,,,,,,0.663433,,,
2020-01-15 14:00:00,,,,,,,,,,,,,,,,,,,0.1,,,0.526064,,,,,0.202745,,,,,0.1,0.1,,,,,,,0.627905,,,
2020-01-15 15:00:00,,,,,,,,,,,,,,,,,,,0.1,,,0.519508,,,,,0.223104,,,,,0.1,0.1,,,,,,,0.574942,,,
