Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30,SE31,SE32,SE33
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,2.0,3.0,12.0,28.0,34.0,42.0,81.0,169.0,379.0,575.0,676.0,687.0,748.0,695.0,562.0,444.0,318.0,221.0,202.0,125.0,95.0,79.0,38.0,0.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,1.0,0.0,5.0,21.0,11.0,19.0,21.0,33.0,57.0,209.0,376.0,501.0,457.0,423.0,390.0,291.0,307.0,187.0,144.0,109.0,89.0,90.0,76.0,44.0,0.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,26.0,50.0,146.0,308.0,570.0,793.0,785.0,780.0,732.0,570.0,444.0,334.0,216.0,198.0,166.0,113.0,82.0,93.0,55.0,0.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,4.0,13.0,25.0,37.0,72.0,89.0,103.0,80.0,78.0,78.0,70.0,111.0,121.0,75.0,68.0,46.0,0.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,0.0,0.0,3.0,11.0,13.0,18.0,19.0,28.0,63.0,122.0,243.0,328.0,317.0,431.0,401.0,310.0,281.0,186.0,122.0,121.0,55.0,65.0,49.0,36.0,0.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,2.0,12.0,31.0,59.0,64.0,81.0,107.0,209.0,592.0,1045.0,1554.0,1736.0,1630.0,1673.0,1196.0,1074.0,812.0,515.0,406.0,272.0,249.0,190.0,116.0,0.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,15.0,36.0,22.0,21.0,77.0,275.0,617.0,916.0,1028.0,802.0,813.0,643.0,528.0,357.0,351.0,189.0,97.0,102.0,66.0,43.0,0.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,4.0,10.0,21.0,35.0,51.0,96.0,163.0,358.0,784.0,947.0,1297.0,1434.0,1411.0,989.0,748.0,558.0,351.0,241.0,222.0,195.0,197.0,135.0,0.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,13.0,18.0,8.0,14.0,41.0,75.0,125.0,223.0,307.0,254.0,246.0,223.0,185.0,131.0,115.0,71.0,48.0,34.0,43.0,17.0,0.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,14.0,15.0,14.0,19.0,54.0,139.0,295.0,353.0,402.0,383.0,437.0,368.0,245.0,192.0,161.0,150.0,109.0,64.0,63.0,59.0,0.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,129.0,69.0,43.0,38.0,34.0,75.0,247.0,506.0,708.0,765.0,687.0,583.0,501.0,374.0,290.0,219.0,141.0,129.0,103.0,83.0,46.0,0.0
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,55.0,30.0,23.0,37.0,40.0,65.0,151.0,271.0,403.0,420.0,371.0,446.0,315.0,173.0,122.0,100.0,54.0,63.0,52.0,51.0,29.0,0.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,0.0,0.0,1.0,5.0,10.0,25.0,31.0,21.0,80.0,181.0,346.0,433.0,380.0,514.0,551.0,402.0,359.0,263.0,185.0,146.0,123.0,104.0,72.0,49.0,0.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,3.0,6.0,21.0,17.0,23.0,32.0,105.0,196.0,355.0,504.0,513.0,629.0,534.0,495.0,406.0,250.0,201.0,206.0,159.0,70.0,105.0,65.0,0.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,17.0,23.0,20.0,14.0,24.0,78.0,190.0,440.0,543.0,643.0,557.0,632.0,471.0,374.0,255.0,182.0,154.0,89.0,109.0,79.0,25.0,0.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,1.0,13.0,52.0,73.0,83.0,98.0,116.0,157.0,434.0,914.0,1373.0,1599.0,1697.0,1827.0,1601.0,1264.0,972.0,690.0,538.0,357.0,302.0,264.0,145.0,0.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,25.0,38.0,37.0,42.0,26.0,28.0,47.0,32.0,29.0,21.0,12.0,6.0,2.0,0.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,6.0,5.0,4.0,9.0,24.0,37.0,85.0,107.0,212.0,353.0,481.0,475.0,419.0,448.0,350.0,294.0,219.0,133.0,74.0,64.0,44.0,0.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,27.0,55.0,44.0,48.0,48.0,68.0,73.0,153.0,372.0,541.0,760.0,663.0,656.0,553.0,379.0,307.0,201.0,183.0,83.0,90.0,98.0,50.0,0.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,13.0,10.0,16.0,61.0,99.0,172.0,251.0,232.0,282.0,235.0,188.0,174.0,122.0,107.0,49.0,67.0,38.0,12.0,0.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,7.0,3.0,5.0,29.0,84.0,86.0,133.0,152.0,275.0,237.0,210.0,195.0,182.0,109.0,65.0,50.0,29.0,42.0,0.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,7.0,15.0,26.0,47.0,32.0,74.0,179.0,366.0,430.0,401.0,511.0,578.0,431.0,343.0,239.0,222.0,144.0,104.0,86.0,80.0,28.0,0.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,1.0,5.0,3.0,9.0,6.0,10.0,16.0,28.0,59.0,109.0,213.0,309.0,316.0,339.0,319.0,315.0,206.0,154.0,212.0,78.0,66.0,55.0,25.0,0.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,3.0,9.0,30.0,37.0,40.0,52.0,70.0,122.0,412.0,987.0,1336.0,1655.0,1599.0,1438.0,1111.0,845.0,579.0,450.0,322.0,202.0,201.0,166.0,73.0,0.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,16.0,39.0,60.0,82.0,160.0,153.0,116.0,115.0,83.0,76.0,75.0,37.0,20.0,16.0,26.0,18.0,0.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,28.0,64.0,22.0,25.0,35.0,41.0,41.0,96.0,283.0,323.0,404.0,431.0,293.0,239.0,208.0,180.0,155.0,119.0,68.0,61.0,62.0,37.0,0.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,2.0,19.0,28.0,37.0,43.0,48.0,141.0,365.0,678.0,1026.0,1300.0,1274.0,1322.0,867.0,745.0,506.0,372.0,327.0,260.0,185.0,150.0,62.0,0.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,4.0,12.0,65.0,106.0,186.0,208.0,333.0,385.0,862.0,1588.0,2230.0,2593.0,2606.0,2833.0,2393.0,1897.0,1445.0,1042.0,715.0,530.0,354.0,436.0,238.0,2.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,21.0,30.0,45.0,47.0,143.0,334.0,553.0,827.0,964.0,901.0,1045.0,1109.0,897.0,659.0,411.0,330.0,239.0,172.0,155.0,126.0,75.0,0.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,1.0,2.0,6.0,14.0,27.0,40.0,50.0,53.0,99.0,267.0,466.0,592.0,715.0,773.0,676.0,546.0,419.0,328.0,254.0,245.0,108.0,127.0,156.0,87.0,0.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,17.0,41.0,46.0,117.0,284.0,745.0,1187.0,1143.0,999.0,878.0,783.0,585.0,511.0,305.0,250.0,179.0,99.0,121.0,86.0,68.0,0.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,36.0,68.0,110.0,297.0,631.0,747.0,852.0,797.0,865.0,808.0,894.0,612.0,493.0,415.0,305.0,283.0,203.0,73.0,0.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,24.0,42.0,68.0,79.0,125.0,157.0,345.0,663.0,898.0,1077.0,1301.0,1415.0,1253.0,1074.0,832.0,585.0,417.0,253.0,228.0,190.0,84.0,0.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,17.0,23.0,15.0,34.0,44.0,84.0,229.0,504.0,647.0,468.0,497.0,570.0,475.0,349.0,268.0,202.0,187.0,153.0,82.0,89.0,42.0,0.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,22.0,51.0,57.0,92.0,67.0,78.0,62.0,43.0,43.0,27.0,32.0,15.0,38.0,31.0,5.0,0.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,1.0,3.0,27.0,23.0,28.0,47.0,49.0,79.0,210.0,451.0,521.0,622.0,587.0,643.0,467.0,432.0,257.0,215.0,166.0,120.0,62.0,117.0,51.0,0.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,27.0,11.0,33.0,29.0,19.0,12.0,6.0,2.0,5.0,4.0,0.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,3.0,11.0,11.0,13.0,42.0,90.0,249.0,456.0,557.0,534.0,462.0,550.0,415.0,300.0,197.0,183.0,163.0,101.0,73.0,58.0,29.0,0.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,3.0,30.0,100.0,107.0,150.0,169.0,176.0,393.0,951.0,1714.0,1718.0,1872.0,1624.0,1468.0,1195.0,986.0,630.0,502.0,418.0,239.0,185.0,143.0,87.0,0.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,58.0,97.0,122.0,153.0,183.0,220.0,208.0,186.0,134.0,75.0,53.0,67.0,23.0,20.0,0.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,43.0,57.0,62.0,93.0,63.0,50.0,44.0,37.0,15.0,15.0,13.0,12.0,4.0,0.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,55.0,162.0,216.0,185.0,153.0,138.0,100.0,96.0,81.0,52.0,32.0,30.0,24.0,33.0,18.0,0.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,6.0,10.0,19.0,55.0,177.0,363.0,579.0,722.0,1428.0,2247.0,2461.0,1710.0,1412.0,1391.0,1452.0,897.0,501.0,332.0,186.0,147.0,158.0,128.0,0.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,15.0,70.0,352.0,1043.0,1146.0,1479.0,1929.0,2911.0,5362.0,12525.0,23537.0,30590.0,34137.0,33572.0,33779.0,27625.0,23028.0,16601.0,12562.0,9632.0,6453.0,5339.0,4851.0,2694.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,6.0,22.0,18.0,20.0,16.0,26.0,18.0,13.0,3.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,9.0,7.0,12.0,18.0,19.0,29.0,22.0,16.0,16.0,14.0,13.0,5.0,0.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,13.0,17.0,21.0,34.0,24.0,27.0,29.0,23.0,10.0,6.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,8.0,3.0,5.0,7.0,20.0,9.0,15.0,12.0,11.0,4.0,11.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,20.0,22.0,17.0,26.0,31.0,46.0,28.0,23.0,0.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,14.0,11.0,20.0,32.0,68.0,59.0,56.0,44.0,35.0,21.0,24.0,7.0,0.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,21.0,24.0,25.0,33.0,51.0,65.0,67.0,60.0,47.0,32.0,11.0,17.0,16.0,0.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,17.0,29.0,42.0,28.0,29.0,16.0,14.0,22.0,17.0,0.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,15.0,21.0,8.0,6.0,3.0,2.0,6.0,4.0,5.0,0.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,7.0,5.0,13.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,5.0,9.0,18.0,24.0,36.0,56.0,105.0,225.0,196.0,120.0,62.0,54.0,34.0,35.0,17.0,0.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,11.0,15.0,17.0,10.0,14.0,23.0,18.0,9.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,28.0,23.0,25.0,40.0,31.0,18.0,15.0,14.0,17.0,7.0,0.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,5.0,9.0,7.0,12.0,8.0,7.0,13.0,10.0,5.0,3.0,5.0,12.0,0.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,9.0,8.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,4.0,13.0,5.0,13.0,16.0,28.0,34.0,36.0,17.0,9.0,15.0,12.0,7.0,0.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,4.0,3.0,2.0,8.0,3.0,3.0,14.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,2.0,7.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,5.0,4.0,2.0,2.0,3.0,5.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,14.0,20.0,5.0,17.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,3.0,7.0,9.0,15.0,25.0,30.0,21.0,16.0,22.0,50.0,29.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,6.0,4.0,0.0,12.0,4.0,1.0,0.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,7.0,11.0,7.0,6.0,3.0,0.0,5.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,16.0,20.0,15.0,12.0,16.0,12.0,15.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,3.0,9.0,13.0,27.0,89.0,177.0,226.0,283.0,428.0,657.0,1100.0,931.0,696.0,494.0,282.0,163.0,194.0,140.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,29.0,27.0,48.0,71.0,123.0,141.0,135.0,186.0,119.0,79.0,66.0,36.0,0.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,13.0,21.0,16.0,41.0,78.0,60.0,54.0,45.0,24.0,21.0,27.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,28.0,55.0,60.0,51.0,61.0,57.0,55.0,62.0,40.0,0.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,27.0,17.0,14.0,24.0,37.0,58.0,52.0,51.0,55.0,56.0,47.0,66.0,53.0,0.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,10.0,7.0,18.0,21.0,16.0,20.0,22.0,24.0,13.0,21.0,45.0,20.0,0.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,8.0,4.0,11.0,12.0,4.0,19.0,3.0,6.0,2.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,23.0,18.0,11.0,13.0,21.0,48.0,68.0,226.0,400.0,505.0,559.0,844.0,1296.0,2093.0,1964.0,1554.0,1317.0,932.0,683.0,791.0,484.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,07201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,9.0,2.0,1.0,5.0,13.0,14.0,53.0,54.0,44.0,50.0,44.0,28.0,43.0,19.0,13.0,6.0,1.0,0.0
Maule,07,Chanco,07202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0,1.0,10.0,6.0,2.0,0.0,0.0,0.0
Maule,07,Colbun,07402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,22.0,23.0,15.0,22.0,15.0,18.0,23.0,10.0,23.0,0.0
Maule,07,Constitucion,07102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,20.0,24.0,45.0,52.0,37.0,39.0,55.0,47.0,17.0,13.0,0.0
Maule,07,Curepto,07103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,10.0,6.0,5.0,2.0,4.0,4.0,5.0,13.0,0.0
Maule,07,Curico,07301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,9.0,10.0,11.0,19.0,44.0,148.0,192.0,278.0,261.0,236.0,219.0,165.0,157.0,135.0,147.0,90.0,34.0,0.0
Maule,07,Empedrado,07104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
Maule,07,Hualane,07302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Maule,07,Licanten,07303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0
Maule,07,Linares,07401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,30.0,42.0,82.0,91.0,78.0,84.0,84.0,64.0,73.0,72.0,46.0,0.0
Maule,07,Longavi,07403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,28.0,53.0,33.0,26.0,28.0,25.0,6.0,12.0,10.0,20.0,0.0
Maule,07,Maule,07105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,3.0,0.0,3.0,14.0,13.0,28.0,31.0,36.0,49.0,37.0,53.0,46.0,60.0,50.0,23.0,22.0,0.0
Maule,07,Molina,07304,49800.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,21.0,23.0,22.0,44.0,46.0,20.0,31.0,17.0,23.0,20.0,19.0,0.0
Maule,07,Parral,07404,44544.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,7.0,42.0,55.0,29.0,25.0,31.0,13.0,17.0,15.0,11.0,10.0,10.0,10.0,0.0
Maule,07,Pelarco,07106,9083.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,14.0,23.0,33.0,16.0,3.0,0.0
Maule,07,Pelluhue,07203,8092.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,12.0,15.0,10.0,0.0,3.0,1.0,2.0,5.0,4.0,0.0,0.0
Maule,07,Pencahue,07107,8601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,7.0,3.0,5.0,11.0,8.0,3.0,2.0,1.0,0.0,0.0
Maule,07,Rauco,07305,11248.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,8.0,15.0,3.0,10.0,8.0,17.0,17.0,9.0,5.0,3.0,0.0
Maule,07,Retiro,07405,21071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,42.0,14.0,18.0,12.0,12.0,12.0,2.0,2.0,8.0,12.0,8.0,0.0
Maule,07,Rio Claro,07108,14753.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,8.0,3.0,4.0,13.0,13.0,18.0,2.0,4.0,14.0,9.0,8.0,0.0
Maule,07,Romeral,07306,16170.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,13.0,20.0,23.0,35.0,58.0,34.0,13.0,7.0,16.0,16.0,17.0,5.0,0.0
Maule,07,Sagrada Familia,07307,19469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,17.0,8.0,10.0,10.0,11.0,9.0,7.0,5.0,10.0,6.0,0.0
Maule,07,San Clemente,07109,46292.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,7.0,7.0,13.0,18.0,21.0,39.0,43.0,57.0,87.0,77.0,59.0,47.0,24.0,26.0,27.0,0.0
Maule,07,San Javier,07406,49451.0,0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,7.0,4.0,3.0,7.0,8.0,9.0,22.0,53.0,41.0,42.0,30.0,47.0,54.0,47.0,73.0,39.0,11.0,0.0
