Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30,SE31
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,3.0,10.0,21.0,35.0,51.0,95.0,162.0,355.0,775.0,938.0,1297.0,1437.0,1401.0,992.0,745.0,560.0,344.0,233.0,202.0,133.0,0.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,12.0,18.0,8.0,13.0,41.0,75.0,125.0,221.0,307.0,254.0,247.0,224.0,185.0,128.0,113.0,70.0,46.0,15.0,0.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,14.0,15.0,14.0,19.0,53.0,139.0,295.0,348.0,401.0,382.0,439.0,370.0,253.0,190.0,163.0,149.0,104.0,32.0,0.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,128.0,69.0,42.0,37.0,34.0,76.0,247.0,504.0,702.0,756.0,685.0,580.0,501.0,370.0,287.0,218.0,139.0,127.0,53.0,0.0
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,55.0,30.0,23.0,37.0,40.0,65.0,151.0,269.0,401.0,418.0,369.0,445.0,304.0,168.0,122.0,99.0,56.0,59.0,25.0,0.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,0.0,0.0,1.0,5.0,9.0,25.0,31.0,21.0,80.0,175.0,346.0,435.0,379.0,515.0,554.0,402.0,358.0,262.0,183.0,148.0,118.0,31.0,0.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,3.0,6.0,21.0,16.0,24.0,31.0,105.0,197.0,353.0,499.0,512.0,629.0,532.0,494.0,404.0,249.0,208.0,207.0,152.0,34.0,0.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,17.0,23.0,20.0,14.0,24.0,78.0,190.0,439.0,538.0,641.0,554.0,632.0,475.0,374.0,255.0,182.0,152.0,81.0,41.0,0.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,1.0,13.0,52.0,73.0,83.0,97.0,117.0,158.0,433.0,908.0,1363.0,1586.0,1693.0,1832.0,1608.0,1275.0,972.0,705.0,528.0,326.0,137.0,0.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,25.0,38.0,37.0,42.0,26.0,28.0,46.0,32.0,30.0,20.0,4.0,0.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,6.0,5.0,5.0,8.0,24.0,37.0,85.0,107.0,212.0,354.0,480.0,474.0,419.0,450.0,349.0,294.0,219.0,128.0,38.0,0.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,27.0,55.0,43.0,48.0,48.0,67.0,71.0,154.0,371.0,538.0,760.0,659.0,654.0,558.0,401.0,312.0,207.0,184.0,78.0,48.0,0.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,13.0,10.0,16.0,61.0,98.0,171.0,251.0,231.0,280.0,233.0,187.0,176.0,122.0,106.0,42.0,24.0,0.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,8.0,3.0,5.0,29.0,83.0,86.0,133.0,152.0,273.0,238.0,209.0,197.0,183.0,107.0,62.0,18.0,0.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,7.0,15.0,25.0,47.0,32.0,74.0,179.0,366.0,428.0,400.0,513.0,577.0,429.0,345.0,236.0,220.0,140.0,97.0,37.0,0.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,2.0,5.0,3.0,9.0,6.0,10.0,15.0,28.0,59.0,109.0,213.0,310.0,315.0,341.0,333.0,328.0,208.0,153.0,207.0,72.0,26.0,0.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,2.0,9.0,30.0,36.0,41.0,53.0,71.0,122.0,406.0,985.0,1336.0,1657.0,1596.0,1432.0,1111.0,843.0,581.0,445.0,325.0,197.0,105.0,0.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,16.0,39.0,60.0,82.0,161.0,153.0,117.0,113.0,84.0,76.0,75.0,37.0,20.0,6.0,0.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,28.0,64.0,22.0,24.0,35.0,42.0,40.0,96.0,284.0,321.0,400.0,431.0,296.0,238.0,208.0,175.0,153.0,117.0,65.0,42.0,0.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,3.0,20.0,27.0,37.0,44.0,47.0,139.0,366.0,668.0,1018.0,1295.0,1267.0,1332.0,865.0,747.0,506.0,391.0,327.0,251.0,63.0,0.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,4.0,12.0,65.0,105.0,186.0,208.0,333.0,384.0,864.0,1579.0,2220.0,2578.0,2604.0,2825.0,2395.0,1889.0,1443.0,1035.0,706.0,508.0,160.0,0.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,21.0,30.0,44.0,47.0,143.0,334.0,555.0,822.0,960.0,897.0,1042.0,1108.0,896.0,656.0,407.0,325.0,227.0,150.0,59.0,0.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,1.0,2.0,6.0,14.0,27.0,40.0,50.0,53.0,99.0,267.0,465.0,590.0,713.0,776.0,671.0,537.0,414.0,320.0,252.0,248.0,98.0,52.0,0.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,17.0,41.0,46.0,117.0,284.0,744.0,1183.0,1130.0,994.0,878.0,782.0,583.0,509.0,302.0,247.0,178.0,91.0,58.0,0.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,36.0,68.0,111.0,297.0,633.0,742.0,842.0,790.0,858.0,808.0,899.0,611.0,499.0,410.0,295.0,102.0,0.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,24.0,42.0,67.0,81.0,124.0,161.0,342.0,663.0,896.0,1071.0,1313.0,1432.0,1236.0,1074.0,827.0,577.0,410.0,230.0,102.0,0.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,17.0,23.0,15.0,34.0,44.0,84.0,229.0,504.0,647.0,469.0,496.0,568.0,476.0,351.0,267.0,198.0,182.0,151.0,46.0,0.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,24.0,50.0,55.0,93.0,67.0,77.0,62.0,43.0,42.0,27.0,33.0,13.0,17.0,0.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,0.0,3.0,27.0,23.0,28.0,47.0,49.0,79.0,206.0,446.0,520.0,616.0,586.0,640.0,467.0,438.0,256.0,214.0,166.0,117.0,32.0,0.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,28.0,11.0,32.0,29.0,19.0,13.0,6.0,2.0,0.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,2.0,11.0,11.0,13.0,42.0,90.0,250.0,455.0,555.0,535.0,461.0,550.0,417.0,299.0,198.0,184.0,169.0,96.0,29.0,0.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,3.0,30.0,100.0,107.0,151.0,168.0,176.0,393.0,955.0,1692.0,1704.0,1854.0,1620.0,1468.0,1188.0,982.0,628.0,500.0,414.0,223.0,106.0,0.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,59.0,96.0,123.0,153.0,180.0,220.0,208.0,186.0,132.0,75.0,45.0,31.0,0.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,44.0,58.0,62.0,93.0,62.0,50.0,44.0,37.0,15.0,14.0,7.0,0.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,56.0,160.0,216.0,187.0,153.0,137.0,99.0,95.0,80.0,54.0,32.0,25.0,13.0,0.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,6.0,11.0,19.0,55.0,177.0,363.0,578.0,742.0,1524.0,2384.0,2608.0,1778.0,1516.0,1512.0,1530.0,968.0,539.0,395.0,222.0,328.0,0.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,15.0,69.0,352.0,1043.0,1140.0,1477.0,1931.0,2906.0,5360.0,12536.0,23522.0,30592.0,34157.0,33607.0,33864.0,27703.0,23127.0,16615.0,12584.0,9599.0,6124.0,2791.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,6.0,22.0,18.0,20.0,17.0,28.0,18.0,7.0,0.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,8.0,7.0,12.0,18.0,19.0,29.0,22.0,16.0,15.0,6.0,0.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,13.0,17.0,21.0,34.0,24.0,27.0,28.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,8.0,3.0,5.0,7.0,20.0,9.0,15.0,12.0,11.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,21.0,23.0,17.0,26.0,29.0,23.0,0.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,14.0,11.0,20.0,32.0,68.0,59.0,56.0,44.0,34.0,7.0,0.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,21.0,24.0,25.0,33.0,51.0,65.0,67.0,60.0,47.0,32.0,6.0,0.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,6.0,0.0,3.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,17.0,29.0,41.0,28.0,29.0,16.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,15.0,21.0,8.0,6.0,3.0,1.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,7.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,5.0,9.0,18.0,24.0,36.0,56.0,106.0,225.0,196.0,120.0,62.0,51.0,22.0,0.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,11.0,15.0,17.0,10.0,14.0,22.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,28.0,23.0,25.0,40.0,31.0,18.0,14.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,5.0,9.0,7.0,12.0,8.0,7.0,13.0,10.0,5.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,9.0,10.0,9.0,3.0,3.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,4.0,13.0,5.0,12.0,16.0,28.0,34.0,36.0,17.0,8.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,4.0,3.0,2.0,8.0,3.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,5.0,4.0,2.0,2.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,2.0,14.0,17.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,3.0,7.0,9.0,15.0,25.0,30.0,22.0,14.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,6.0,4.0,0.0,12.0,4.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,7.0,11.0,7.0,6.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,17.0,20.0,15.0,12.0,15.0,6.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,3.0,9.0,13.0,27.0,89.0,177.0,224.0,282.0,432.0,660.0,1116.0,940.0,701.0,494.0,274.0,97.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,29.0,27.0,48.0,71.0,122.0,142.0,134.0,186.0,113.0,43.0,0.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,13.0,22.0,16.0,41.0,78.0,60.0,55.0,45.0,22.0,10.0,0.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,27.0,55.0,59.0,51.0,61.0,52.0,31.0,0.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,27.0,17.0,14.0,24.0,37.0,57.0,52.0,51.0,52.0,50.0,19.0,0.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,10.0,7.0,18.0,21.0,15.0,20.0,22.0,24.0,14.0,13.0,0.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,8.0,4.0,16.0,12.0,4.0,19.0,3.0,6.0,0.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,23.0,17.0,11.0,13.0,21.0,48.0,68.0,226.0,400.0,502.0,559.0,847.0,1299.0,2114.0,1975.0,1560.0,1317.0,888.0,356.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,07201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,9.0,2.0,1.0,6.0,13.0,14.0,53.0,55.0,44.0,50.0,43.0,28.0,43.0,19.0,10.0,0.0
Maule,07,Chanco,07202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0,1.0,10.0,6.0,1.0,0.0
Maule,07,Colbun,07402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,22.0,23.0,15.0,22.0,15.0,17.0,14.0,0.0
Maule,07,Constitucion,07102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,20.0,24.0,45.0,51.0,38.0,39.0,51.0,41.0,0.0
Maule,07,Curepto,07103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,10.0,6.0,5.0,2.0,4.0,2.0,0.0
Maule,07,Curico,07301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,13.0,10.0,10.0,12.0,20.0,44.0,148.0,192.0,276.0,262.0,236.0,218.0,167.0,156.0,131.0,62.0,0.0
Maule,07,Empedrado,07104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,4.0,1.0,2.0,1.0,0.0,0.0
Maule,07,Hualane,07302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0
Maule,07,Licanten,07303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0
Maule,07,Linares,07401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,30.0,42.0,82.0,92.0,78.0,81.0,84.0,63.0,52.0,0.0
Maule,07,Longavi,07403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,28.0,52.0,34.0,24.0,29.0,25.0,5.0,7.0,0.0
Maule,07,Maule,07105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,3.0,0.0,3.0,14.0,13.0,30.0,34.0,37.0,49.0,38.0,52.0,46.0,60.0,22.0,0.0
Maule,07,Molina,07304,49800.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,21.0,23.0,22.0,44.0,46.0,20.0,30.0,17.0,13.0,0.0
Maule,07,Parral,07404,44544.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,7.0,42.0,55.0,29.0,25.0,31.0,13.0,17.0,15.0,11.0,4.0,0.0
Maule,07,Pelarco,07106,9083.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,14.0,23.0,19.0,0.0
Maule,07,Pelluhue,07203,8092.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,12.0,15.0,10.0,0.0,3.0,1.0,2.0,2.0,0.0
Maule,07,Pencahue,07107,8601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,7.0,3.0,5.0,11.0,8.0,3.0,1.0,0.0
Maule,07,Rauco,07305,11248.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,7.0,15.0,3.0,9.0,9.0,17.0,17.0,5.0,0.0
Maule,07,Retiro,07405,21071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,42.0,14.0,18.0,12.0,12.0,12.0,2.0,2.0,2.0,0.0
Maule,07,Rio Claro,07108,14753.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,8.0,3.0,4.0,14.0,12.0,18.0,2.0,4.0,11.0,0.0
Maule,07,Romeral,07306,16170.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,13.0,20.0,23.0,35.0,58.0,34.0,13.0,7.0,15.0,12.0,0.0
Maule,07,Sagrada Familia,07307,19469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,17.0,8.0,10.0,9.0,11.0,9.0,7.0,3.0,0.0
Maule,07,San Clemente,07109,46292.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,7.0,7.0,14.0,18.0,21.0,39.0,43.0,58.0,87.0,77.0,56.0,46.0,12.0,0.0
Maule,07,San Javier,07406,49451.0,0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,7.0,4.0,3.0,7.0,8.0,9.0,22.0,53.0,41.0,42.0,30.0,46.0,54.0,46.0,38.0,0.0
Maule,07,San Rafael,07110,9959.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,28.0,7.0,17.0,8.0,11.0,14.0,12.0,6.0,3.0,1.0,0.0
Maule,07,Talca,07101,236724.0,0,0.0,0.0,4.0,9.0,13.0,19.0,11.0,15.0,73.0,18.0,13.0,22.0,53.0,74.0,83.0,169.0,208.0,269.0,250.0,231.0,153.0,114.0,64.0,0.0
Maule,07,Teno,07308,30850.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,11.0,32.0,30.0,30.0,35.0,26.0,29.0,24.0,0.0
Maule,07,Vichuquen,07309,4381.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0
Maule,07,Villa Alegre,07407,17512.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0,18.0,9.0,11.0,15.0,23.0,12.0,29.0,5.0,0.0
Maule,07,Yerbas Buenas,07408,19200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,9.0,12.0,23.0,13.0,15.0,10.0,7.0,2.0,9.0,12.0,2.0,0.0
Maule,07,Desconocido Maule,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,10.0,5.0,0.0,2.0,3.0,11.0,0.0
Maule,07,Total,,1131939.0,0.0,0.0,1.0,6.0,11.0,29.0,51.0,47.0,66.0,167.0,52.0,52.0,121.0,252.0,489.0,733.0,970.0,1078.0,1207.0,1064.0,969.0,849.0,746.0,440.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16,Bulnes,16102,22607.0,0,0.0,0.0,0.0,0.0,9.0,27.0,10.0,7.0,8.0,8.0,9.0,24.0,44.0,26.0,19.0,19.0,16.0,19.0,14.0,29.0,38.0,20.0,13.0,0.0
Nuble,16,Chillan,16101,198624.0,0,0.0,0.0,1.0,28.0,120.0,117.0,75.0,33.0,25.0,17.0,16.0,20.0,67.0,59.0,68.0,115.0,125.0,174.0,141.0,176.0,177.0,103.0,51.0,0.0
Nuble,16,Chillan Viejo,16103,33827.0,0,0.0,0.0,0.0,5.0,7.0,19.0,7.0,14.0,3.0,1.0,0.0,4.0,15.0,22.0,12.0,27.0,21.0,26.0,21.0,27.0,29.0,22.0,4.0,0.0
Nuble,16,Cobquecura,16202,5275.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Nuble,16,Coelemu,16203,16845.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,8.0,9.0,18.0,4.0,1.0,9.0,1.0,2.0,0.0
Nuble,16,Coihueco,16302,28375.0,0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,12.0,12.0,3.0,1.0,8.0,1.0,1.0,5.0,12.0,18.0,11.0,31.0,42.0,23.0,9.0,0.0
