Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30,SE31,SE32,SE33
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,2.0,3.0,12.0,28.0,34.0,42.0,81.0,169.0,380.0,575.0,676.0,689.0,747.0,695.0,563.0,444.0,318.0,221.0,203.0,127.0,95.0,78.0,73.0,19.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,1.0,0.0,5.0,21.0,11.0,19.0,21.0,33.0,57.0,209.0,376.0,501.0,457.0,423.0,391.0,291.0,308.0,187.0,144.0,109.0,90.0,91.0,78.0,57.0,26.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,26.0,50.0,146.0,308.0,570.0,792.0,787.0,780.0,732.0,570.0,444.0,334.0,217.0,198.0,166.0,113.0,83.0,94.0,71.0,19.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,4.0,13.0,25.0,37.0,72.0,89.0,103.0,80.0,78.0,78.0,70.0,111.0,121.0,75.0,69.0,54.0,8.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,0.0,0.0,3.0,11.0,13.0,18.0,19.0,28.0,63.0,122.0,243.0,328.0,317.0,431.0,401.0,310.0,281.0,187.0,121.0,122.0,56.0,66.0,53.0,49.0,11.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,2.0,12.0,31.0,59.0,65.0,81.0,106.0,209.0,592.0,1045.0,1554.0,1736.0,1630.0,1672.0,1199.0,1073.0,812.0,515.0,406.0,272.0,253.0,199.0,187.0,26.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,15.0,36.0,22.0,21.0,77.0,275.0,617.0,915.0,1028.0,802.0,813.0,643.0,528.0,357.0,351.0,189.0,98.0,104.0,68.0,75.0,16.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,4.0,10.0,21.0,36.0,51.0,95.0,163.0,358.0,784.0,948.0,1297.0,1434.0,1411.0,991.0,747.0,557.0,352.0,242.0,221.0,195.0,199.0,186.0,24.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,13.0,18.0,8.0,13.0,41.0,75.0,125.0,224.0,307.0,254.0,246.0,223.0,186.0,130.0,115.0,72.0,48.0,35.0,44.0,35.0,6.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,14.0,16.0,13.0,19.0,54.0,139.0,295.0,354.0,403.0,384.0,437.0,368.0,245.0,192.0,161.0,151.0,111.0,64.0,65.0,85.0,8.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,129.0,69.0,43.0,38.0,34.0,75.0,247.0,506.0,709.0,764.0,686.0,585.0,501.0,374.0,290.0,219.0,141.0,129.0,104.0,84.0,72.0,29.0
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,55.0,31.0,23.0,37.0,40.0,65.0,151.0,271.0,404.0,423.0,377.0,457.0,318.0,181.0,129.0,103.0,54.0,63.0,52.0,53.0,42.0,21.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,0.0,0.0,1.0,5.0,10.0,25.0,31.0,21.0,80.0,181.0,347.0,434.0,380.0,514.0,551.0,402.0,361.0,261.0,185.0,145.0,124.0,105.0,77.0,67.0,14.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,3.0,6.0,21.0,17.0,23.0,32.0,105.0,196.0,354.0,504.0,512.0,630.0,533.0,495.0,406.0,251.0,200.0,206.0,159.0,70.0,104.0,95.0,22.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,17.0,23.0,20.0,14.0,24.0,78.0,196.0,442.0,544.0,644.0,559.0,641.0,472.0,376.0,259.0,184.0,156.0,91.0,110.0,80.0,51.0,13.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,1.0,13.0,52.0,73.0,83.0,98.0,117.0,157.0,434.0,914.0,1378.0,1600.0,1700.0,1826.0,1601.0,1268.0,971.0,692.0,539.0,367.0,319.0,283.0,254.0,34.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,25.0,38.0,37.0,42.0,25.0,28.0,47.0,32.0,30.0,22.0,12.0,6.0,8.0,4.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,6.0,5.0,4.0,9.0,24.0,37.0,85.0,107.0,212.0,353.0,481.0,476.0,419.0,448.0,351.0,294.0,219.0,135.0,74.0,68.0,63.0,13.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,27.0,55.0,44.0,48.0,48.0,68.0,73.0,153.0,372.0,542.0,760.0,664.0,655.0,553.0,382.0,313.0,205.0,184.0,84.0,90.0,104.0,89.0,9.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,13.0,10.0,16.0,61.0,99.0,171.0,251.0,232.0,282.0,235.0,189.0,174.0,122.0,107.0,49.0,68.0,39.0,27.0,11.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,7.0,3.0,5.0,29.0,84.0,86.0,133.0,152.0,274.0,237.0,210.0,195.0,182.0,109.0,65.0,50.0,32.0,61.0,4.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,7.0,15.0,26.0,47.0,32.0,75.0,178.0,365.0,430.0,401.0,511.0,579.0,431.0,342.0,239.0,222.0,145.0,105.0,87.0,79.0,61.0,4.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,1.0,5.0,3.0,9.0,6.0,10.0,16.0,27.0,59.0,109.0,213.0,308.0,315.0,339.0,319.0,317.0,206.0,154.0,212.0,78.0,66.0,59.0,44.0,13.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,3.0,9.0,30.0,37.0,40.0,52.0,71.0,122.0,412.0,987.0,1339.0,1655.0,1598.0,1438.0,1109.0,846.0,579.0,450.0,324.0,202.0,201.0,168.0,121.0,17.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,16.0,39.0,60.0,82.0,160.0,153.0,116.0,115.0,83.0,76.0,75.0,37.0,20.0,17.0,25.0,23.0,5.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,28.0,64.0,22.0,25.0,35.0,41.0,41.0,96.0,283.0,326.0,404.0,430.0,294.0,239.0,208.0,180.0,156.0,119.0,68.0,61.0,66.0,65.0,11.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,2.0,19.0,28.0,37.0,43.0,48.0,141.0,365.0,678.0,1032.0,1301.0,1273.0,1321.0,868.0,744.0,508.0,370.0,328.0,262.0,189.0,166.0,117.0,27.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,4.0,12.0,65.0,106.0,186.0,209.0,333.0,385.0,862.0,1588.0,2234.0,2594.0,2606.0,2837.0,2395.0,1895.0,1445.0,1043.0,720.0,538.0,357.0,452.0,359.0,127.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,21.0,30.0,46.0,46.0,143.0,334.0,553.0,827.0,971.0,901.0,1046.0,1109.0,897.0,662.0,412.0,329.0,237.0,171.0,156.0,134.0,113.0,21.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,1.0,2.0,6.0,14.0,27.0,40.0,50.0,53.0,99.0,267.0,466.0,592.0,714.0,773.0,677.0,546.0,420.0,328.0,255.0,246.0,108.0,128.0,158.0,125.0,34.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,17.0,41.0,46.0,117.0,284.0,745.0,1187.0,1147.0,999.0,878.0,783.0,588.0,511.0,305.0,251.0,179.0,99.0,122.0,92.0,102.0,30.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,36.0,68.0,111.0,297.0,631.0,747.0,852.0,797.0,867.0,807.0,894.0,612.0,493.0,415.0,305.0,286.0,240.0,198.0,21.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,24.0,42.0,68.0,79.0,124.0,157.0,346.0,664.0,899.0,1078.0,1302.0,1415.0,1253.0,1074.0,832.0,586.0,418.0,254.0,230.0,203.0,171.0,25.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,18.0,23.0,15.0,34.0,44.0,84.0,229.0,504.0,649.0,468.0,497.0,569.0,475.0,348.0,269.0,202.0,190.0,153.0,83.0,92.0,68.0,14.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,22.0,51.0,57.0,92.0,67.0,78.0,62.0,43.0,43.0,27.0,32.0,15.0,38.0,31.0,7.0,1.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,1.0,3.0,27.0,24.0,28.0,47.0,49.0,79.0,210.0,453.0,521.0,624.0,586.0,643.0,467.0,432.0,257.0,214.0,166.0,121.0,64.0,121.0,83.0,19.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,27.0,11.0,33.0,29.0,19.0,12.0,6.0,2.0,8.0,6.0,4.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,3.0,11.0,11.0,13.0,42.0,90.0,249.0,456.0,558.0,534.0,462.0,550.0,415.0,300.0,197.0,183.0,163.0,101.0,74.0,59.0,45.0,3.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,3.0,31.0,100.0,107.0,151.0,168.0,176.0,393.0,951.0,1715.0,1723.0,1875.0,1629.0,1471.0,1192.0,986.0,631.0,502.0,422.0,239.0,187.0,153.0,148.0,32.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,58.0,99.0,122.0,154.0,185.0,221.0,209.0,187.0,139.0,78.0,54.0,67.0,25.0,31.0,7.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,43.0,57.0,62.0,93.0,63.0,50.0,44.0,39.0,15.0,15.0,14.0,12.0,13.0,5.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,55.0,162.0,216.0,188.0,152.0,139.0,102.0,96.0,81.0,52.0,32.0,30.0,25.0,33.0,24.0,7.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,6.0,10.0,19.0,54.0,177.0,363.0,569.0,719.0,1424.0,2197.0,2435.0,1698.0,1370.0,1374.0,1435.0,870.0,486.0,308.0,173.0,115.0,133.0,84.0,64.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,15.0,70.0,353.0,1044.0,1148.0,1483.0,1927.0,2910.0,5352.0,12530.0,23539.0,30601.0,34136.0,33578.0,33770.0,27621.0,23038.0,16595.0,12563.0,9634.0,6479.0,5364.0,5045.0,4260.0,933.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,6.0,22.0,18.0,20.0,16.0,26.0,17.0,13.0,2.0,5.0,5.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,9.0,7.0,12.0,18.0,19.0,29.0,22.0,16.0,16.0,14.0,16.0,9.0,0.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,13.0,17.0,21.0,34.0,24.0,27.0,29.0,23.0,10.0,9.0,3.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,8.0,3.0,5.0,7.0,20.0,9.0,15.0,12.0,11.0,4.0,11.0,8.0,5.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,20.0,22.0,17.0,26.0,31.0,46.0,27.0,32.0,4.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,14.0,11.0,20.0,32.0,68.0,59.0,56.0,44.0,35.0,21.0,25.0,16.0,5.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,21.0,24.0,25.0,33.0,51.0,65.0,67.0,59.0,47.0,32.0,10.0,17.0,37.0,12.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,17.0,29.0,42.0,28.0,29.0,16.0,14.0,28.0,32.0,6.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,15.0,21.0,8.0,6.0,3.0,2.0,6.0,4.0,5.0,4.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,7.0,5.0,13.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,5.0,9.0,18.0,24.0,36.0,56.0,105.0,225.0,196.0,120.0,62.0,54.0,34.0,36.0,21.0,8.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,11.0,15.0,17.0,10.0,15.0,23.0,18.0,12.0,4.0,2.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,28.0,23.0,25.0,40.0,31.0,18.0,15.0,15.0,16.0,9.0,6.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,9.0,7.0,12.0,8.0,7.0,13.0,10.0,5.0,3.0,4.0,15.0,0.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,9.0,8.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,4.0,13.0,5.0,13.0,16.0,28.0,34.0,37.0,18.0,9.0,15.0,12.0,14.0,2.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,4.0,3.0,2.0,8.0,3.0,3.0,15.0,4.0,5.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,2.0,7.0,1.0,1.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,5.0,4.0,2.0,2.0,3.0,5.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,14.0,20.0,5.0,18.0,15.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,3.0,7.0,9.0,15.0,25.0,30.0,21.0,16.0,22.0,53.0,45.0,9.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,6.0,4.0,0.0,12.0,4.0,1.0,0.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,7.0,11.0,7.0,6.0,3.0,0.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,16.0,20.0,15.0,12.0,16.0,12.0,14.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,3.0,9.0,13.0,27.0,89.0,177.0,226.0,283.0,428.0,658.0,1100.0,931.0,695.0,495.0,282.0,163.0,201.0,218.0,52.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,29.0,27.0,48.0,71.0,122.0,142.0,136.0,186.0,120.0,81.0,71.0,82.0,12.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,13.0,21.0,16.0,41.0,78.0,60.0,54.0,45.0,24.0,21.0,27.0,12.0,5.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,27.0,55.0,60.0,51.0,60.0,57.0,55.0,67.0,62.0,18.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,27.0,17.0,14.0,24.0,37.0,58.0,52.0,51.0,55.0,56.0,47.0,70.0,96.0,12.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,10.0,7.0,18.0,21.0,15.0,20.0,22.0,24.0,13.0,21.0,48.0,33.0,11.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,8.0,4.0,11.0,12.0,4.0,18.0,3.0,6.0,2.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,23.0,18.0,11.0,13.0,21.0,48.0,68.0,225.0,400.0,505.0,559.0,844.0,1296.0,2091.0,1965.0,1554.0,1318.0,932.0,685.0,829.0,808.0,188.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,07201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,9.0,2.0,1.0,4.0,13.0,14.0,53.0,54.0,44.0,50.0,44.0,28.0,43.0,19.0,13.0,6.0,4.0,2.0
Maule,07,Chanco,07202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0,1.0,10.0,6.0,2.0,1.0,3.0,0.0
Maule,07,Colbun,07402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,22.0,23.0,15.0,22.0,15.0,18.0,23.0,9.0,29.0,8.0
Maule,07,Constitucion,07102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,20.0,24.0,45.0,52.0,37.0,39.0,55.0,47.0,18.0,25.0,0.0
Maule,07,Curepto,07103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,10.0,6.0,5.0,2.0,4.0,4.0,5.0,18.0,6.0
Maule,07,Curico,07301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,9.0,10.0,11.0,19.0,44.0,148.0,192.0,278.0,261.0,236.0,218.0,165.0,157.0,135.0,148.0,93.0,63.0,3.0
Maule,07,Empedrado,07104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
Maule,07,Hualane,07302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
Maule,07,Licanten,07303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0
Maule,07,Linares,07401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,30.0,42.0,82.0,91.0,78.0,84.0,84.0,64.0,73.0,72.0,64.0,18.0
Maule,07,Longavi,07403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,28.0,53.0,33.0,26.0,28.0,25.0,6.0,12.0,12.0,26.0,5.0
Maule,07,Maule,07105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,3.0,0.0,3.0,14.0,13.0,28.0,31.0,36.0,49.0,37.0,53.0,46.0,60.0,50.0,25.0,41.0,5.0
Maule,07,Molina,07304,49800.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,21.0,23.0,22.0,44.0,46.0,20.0,31.0,17.0,23.0,21.0,31.0,5.0
Maule,07,Parral,07404,44544.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,7.0,42.0,55.0,29.0,25.0,31.0,13.0,17.0,15.0,11.0,10.0,10.0,16.0,0.0
Maule,07,Pelarco,07106,9083.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,14.0,23.0,33.0,16.0,4.0,0.0
Maule,07,Pelluhue,07203,8092.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,12.0,15.0,10.0,0.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0
Maule,07,Pencahue,07107,8601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,7.0,3.0,5.0,11.0,8.0,3.0,2.0,1.0,0.0,0.0
Maule,07,Rauco,07305,11248.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,8.0,15.0,3.0,10.0,8.0,17.0,17.0,9.0,5.0,4.0,2.0
Maule,07,Retiro,07405,21071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,42.0,14.0,18.0,12.0,12.0,12.0,2.0,2.0,8.0,12.0,10.0,0.0
Maule,07,Rio Claro,07108,14753.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,8.0,3.0,4.0,13.0,13.0,18.0,2.0,4.0,14.0,9.0,12.0,0.0
Maule,07,Romeral,07306,16170.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,13.0,20.0,24.0,35.0,58.0,34.0,13.0,7.0,16.0,16.0,21.0,12.0,1.0
Maule,07,Sagrada Familia,07307,19469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,17.0,8.0,10.0,10.0,11.0,9.0,7.0,5.0,10.0,12.0,0.0
Maule,07,San Clemente,07109,46292.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,7.0,7.0,13.0,18.0,21.0,39.0,43.0,57.0,87.0,77.0,59.0,47.0,24.0,26.0,47.0,1.0
Maule,07,San Javier,07406,49451.0,0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,7.0,4.0,3.0,7.0,8.0,9.0,22.0,53.0,41.0,42.0,30.0,47.0,54.0,47.0,73.0,38.0,22.0,1.0
