Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,18.0,40.0,46.0,115.0,284.0,740.0,1179.0,1118.0,990.0,864.0,756.0,572.0,447.0,121.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,4.0,7.0,11.0,9.0,35.0,67.0,111.0,296.0,629.0,730.0,831.0,780.0,822.0,778.0,752.0,135.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,23.0,41.0,66.0,79.0,123.0,162.0,339.0,655.0,891.0,1071.0,1298.0,1412.0,1204.0,940.0,315.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,15.0,22.0,14.0,37.0,42.0,84.0,227.0,503.0,645.0,453.0,481.0,556.0,455.0,317.0,85.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,24.0,48.0,54.0,92.0,67.0,77.0,60.0,36.0,21.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,0.0,3.0,27.0,22.0,27.0,46.0,49.0,78.0,202.0,439.0,508.0,610.0,595.0,640.0,477.0,425.0,100.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,27.0,9.0,27.0,9.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,2.0,11.0,11.0,13.0,42.0,91.0,247.0,454.0,551.0,532.0,457.0,555.0,416.0,287.0,65.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,2.0,2.0,29.0,100.0,104.0,150.0,167.0,173.0,388.0,948.0,1669.0,1657.0,1816.0,1588.0,1418.0,1164.0,873.0,233.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,59.0,93.0,121.0,153.0,184.0,215.0,177.0,58.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,43.0,58.0,62.0,92.0,61.0,46.0,18.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,56.0,158.0,208.0,173.0,144.0,135.0,95.0,84.0,25.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,7.0,7.0,15.0,56.0,175.0,362.0,620.0,792.0,1662.0,2712.0,2943.0,2167.0,1544.0,1859.0,1961.0,1227.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,17.0,70.0,352.0,1021.0,1125.0,1473.0,1913.0,2877.0,5332.0,12426.0,23310.0,30442.0,34015.0,33486.0,33249.0,27420.0,21167.0,6876.0
,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,6302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,6.0,20.0,16.0,3.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,6303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,8.0,7.0,12.0,17.0,15.0,8.0
Del Libertador General Bernardo O’Higgins,06,Codegua,6102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,12.0,18.0,21.0,11.0
Del Libertador General Bernardo O’Higgins,06,Coinco,6103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,8.0,3.0,5.0,7.0,17.0,4.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,6104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,18.0,9.0
Del Libertador General Bernardo O’Higgins,06,Donihue,6105,22700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,15.0,9.0,19.0,31.0,63.0,14.0
Del Libertador General Bernardo O’Higgins,06,Graneros,6106,36504.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,22.0,24.0,22.0,31.0,48.0,59.0,28.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,6202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,7.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,6107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,14.0,24.0,15.0
Del Libertador General Bernardo O’Higgins,06,Litueche,6203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,14.0,20.0,1.0
Del Libertador General Bernardo O’Higgins,06,Lolol,6304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,5.0,7.0,6.0,7.0
Del Libertador General Bernardo O’Higgins,06,Machali,6108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,4.0,9.0,18.0,25.0,35.0,54.0,102.0,201.0,77.0
Del Libertador General Bernardo O’Higgins,06,Malloa,6109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,6.0,11.0,10.0,6.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,6204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,6110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,27.0,23.0,24.0,17.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,6305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,9.0,7.0,12.0,8.0,0.0
Del Libertador General Bernardo O’Higgins,06,Navidad,6205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,8.0,3.0
Del Libertador General Bernardo O’Higgins,06,Olivar,6111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,4.0,12.0,5.0,12.0,16.0,25.0,9.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,6306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,5.0,2.0
Del Libertador General Bernardo O’Higgins,06,Paredones,6206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,6307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,1.0
Del Libertador General Bernardo O’Higgins,06,Peumo,6112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,6113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,2.0,5.0,9.0,14.0,9.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,6201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,5.0,2.0
Del Libertador General Bernardo O’Higgins,06,Placilla,6308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,2.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,6309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,6114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,9.0,15.0,7.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,6101,265211.0,0,0.0,1.0,0.0,0.0,8.0,4.0,7.0,3.0,8.0,12.0,26.0,87.0,176.0,221.0,284.0,427.0,647.0,994.0,352.0
Del Libertador General Bernardo O’Higgins,06,Rengo,6115,63710.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,30.0,26.0,43.0,75.0,111.0,54.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,6116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,13.0,20.0,16.0,42.0,66.0,32.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,6301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,26.0,54.0,24.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,6117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,25.0,16.0,12.0,21.0,36.0,45.0,24.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,6310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,9.0,7.0,18.0,24.0,14.0,4.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,8.0,5.0,62.0,49.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,2.0,0.0,1.0,21.0,16.0,11.0,12.0,20.0,47.0,66.0,224.0,398.0,496.0,548.0,825.0,1276.0,1935.0,784.0
,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,7201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,8.0,2.0,1.0,6.0,12.0,15.0,52.0,55.0,46.0,52.0,16.0
Maule,07,Chanco,7202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0
Maule,07,Colbun,7402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,23.0,23.0,8.0
Maule,07,Constitucion,7102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,19.0,24.0,45.0,16.0
Maule,07,Curepto,7103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,10.0,2.0
Maule,07,Curico,7301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,10.0,10.0,12.0,20.0,43.0,149.0,192.0,275.0,268.0,221.0,88.0
Maule,07,Empedrado,7104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,1.0
Maule,07,Hualane,7302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0
Maule,07,Licanten,7303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0
Maule,07,Linares,7401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,12.0,17.0,18.0,30.0,43.0,80.0,83.0,29.0
Maule,07,Longavi,7403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,29.0,51.0,33.0,5.0
Maule,07,Maule,7105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,13.0,2.0,0.0,3.0,13.0,13.0,30.0,31.0,33.0,48.0,13.0
Maule,07,Molina,7304,49800.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,22.0,24.0,24.0,43.0,19.0
Maule,07,Parral,7404,44544.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,42.0,56.0,33.0,25.0,30.0,9.0
Maule,07,Pelarco,7106,9083.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,3.0,3.0,2.0
Maule,07,Pelluhue,7203,8092.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,12.0,13.0,9.0,1.0
Maule,07,Pencahue,7107,8601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,6.0,3.0,1.0
Maule,07,Rauco,7305,11248.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,6.0,6.0,15.0,3.0,3.0
Maule,07,Retiro,7405,21071.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,43.0,17.0,19.0,13.0,1.0
Maule,07,Rio Claro,7108,14753.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,8.0,3.0,4.0,12.0,6.0
Maule,07,Romeral,7306,16170.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,12.0,20.0,23.0,36.0,50.0,19.0
Maule,07,Sagrada Familia,7307,19469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,17.0,11.0,10.0,3.0
Maule,07,San Clemente,7109,46292.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,8.0,6.0,14.0,18.0,20.0,38.0,44.0,63.0,28.0
Maule,07,San Javier,7406,49451.0,0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,7.0,4.0,3.0,7.0,8.0,9.0,22.0,51.0,44.0,34.0,12.0
Maule,07,San Rafael,7110,9959.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,28.0,7.0,18.0,7.0,10.0,10.0
Maule,07,Talca,7101,236724.0,0,0.0,0.0,4.0,9.0,13.0,19.0,11.0,16.0,74.0,17.0,12.0,22.0,53.0,73.0,84.0,164.0,210.0,261.0,112.0
Maule,07,Teno,7308,30850.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,11.0,33.0,31.0,10.0
Maule,07,Vichuquen,7309,4381.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maule,07,Villa Alegre,7407,17512.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0,17.0,10.0,8.0,1.0
Maule,07,Yerbas Buenas,7408,19200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,9.0,12.0,23.0,13.0,16.0,7.0,2.0
Maule,07,Desconocido Maule,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,7.0,12.0,18.0
Maule,07,Total,,1131939.0,0.0,0.0,2.0,6.0,11.0,29.0,51.0,48.0,66.0,167.0,50.0,52.0,120.0,248.0,488.0,736.0,969.0,1091.0,1156.0,440.0
,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16,Bulnes,16102,22607.0,0,0.0,0.0,0.0,0.0,9.0,27.0,10.0,7.0,8.0,8.0,9.0,23.0,44.0,25.0,19.0,17.0,16.0,18.0,11.0
Nuble,16,Chillan,16101,198624.0,0,0.0,0.0,1.0,28.0,119.0,117.0,75.0,33.0,25.0,17.0,15.0,20.0,64.0,59.0,68.0,112.0,123.0,169.0,80.0
Nuble,16,Chillan Viejo,16103,33827.0,0,0.0,0.0,0.0,5.0,7.0,19.0,7.0,14.0,3.0,1.0,0.0,4.0,15.0,22.0,12.0,27.0,21.0,23.0,8.0
Nuble,16,Cobquecura,16202,5275.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,Coelemu,16203,16845.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,8.0,9.0,18.0,4.0
Nuble,16,Coihueco,16302,28375.0,0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,12.0,12.0,3.0,1.0,8.0,1.0,1.0,5.0,11.0,15.0,8.0
Nuble,16,El Carmen,16104,12334.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,15.0,4.0,16.0,9.0,5.0
Nuble,16,Ninhue,16204,5414.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,7.0
Nuble,16,Niquen,16303,11567.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,11.0,17.0,18.0,4.0,3.0
Nuble,16,Pemuco,16105,8639.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,5.0,20.0,31.0,1.0
Nuble,16,Pinto,16106,11880.0,0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,8.0,6.0
Nuble,16,Portezuelo,16205,4940.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0
Nuble,16,Quillon,16107,18777.0,0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,0.0,2.0,2.0,2.0,9.0,6.0,13.0,24.0,20.0,15.0,4.0
Nuble,16,Quirihue,16201,12192.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,4.0,1.0,4.0,1.0,1.0,8.0,8.0
Nuble,16,Ranquil,16206,6261.0,0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0
Nuble,16,San Carlos,16301,56252.0,0,0.0,0.0,0.0,2.0,5.0,11.0,9.0,2.0,3.0,3.0,3.0,7.0,7.0,13.0,28.0,60.0,92.0,51.0,19.0
Nuble,16,San Fabian,16304,4654.0,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nuble,16,San Ignacio,16108,16624.0,0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,6.0,8.0,9.0,52.0,38.0,4.0
Nuble,16,San Nicolas,16305,12172.0,0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,4.0,0.0,0.0,0.0,2.0,3.0,9.0,8.0,9.0,5.0,3.0,7.0
Nuble,16,Treguaco,16207,5696.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Nuble,16,Yungay,16109,18596.0,0,0.0,0.0,0.0,0.0,3.0,16.0,21.0,3.0,4.0,6.0,2.0,2.0,2.0,0.0,6.0,2.0,5.0,11.0,10.0
Nuble,16,Desconocido Nuble,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nuble,16,Total,,511551.0,0.0,0.0,0.0,1.0,35.0,167.0,222.0,164.0,74.0,61.0,52.0,39.0,74.0,178.0,166.0,213.0,304.0,423.0,438.0,189.0
,,,,,,,,,,,,,,,,,,,,,,,,
Biobio,08,Alto Biobio,8314,6775.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,55.0,31.0,12.0,10.0,2.0
Biobio,08,Antuco,8302,4306.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,13.0,2.0,5.0,17.0,3.0
Biobio,08,Arauco,8202,38679.0,0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,14.0,17.0,24.0,22.0,32.0,65.0,35.0
Biobio,08,Cabrero,8303,30725.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,1.0,3.0,4.0,2.0,3.0,3.0,8.0,30.0,46.0,15.0
Biobio,08,Canete,8203,37003.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,7.0,1.0,7.0,4.0
Biobio,08,Chiguayante,8103,91180.0,0,0.0,0.0,0.0,5.0,5.0,9.0,16.0,11.0,10.0,12.0,8.0,7.0,9.0,9.0,26.0,40.0,58.0,50.0,30.0
Biobio,08,Concepcion,8101,238092.0,0,0.0,1.0,1.0,7.0,28.0,30.0,23.0,22.0,18.0,14.0,19.0,19.0,21.0,91.0,99.0,132.0,246.0,244.0,93.0
Biobio,08,Contulmo,8204,6330.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,20.0
Biobio,08,Coronel,8102,125829.0,0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,0.0,5.0,2.0,14.0,15.0,50.0,130.0,112.0,151.0,210.0,80.0
Biobio,08,Curanilahue,8205,33892.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,11.0,9.0,17.0,7.0
Biobio,08,Florida,8104,11841.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,7.0,7.0
Biobio,08,Hualpen,8112,97273.0,0,0.0,0.0,0.0,3.0,23.0,33.0,27.0,17.0,8.0,2.0,6.0,11.0,9.0,17.0,29.0,24.0,69.0,80.0,49.0
Biobio,08,Hualqui,8105,26201.0,0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,9.0,0.0,1.0,2.0,5.0,12.0,7.0,13.0,17.0,38.0,21.0
Biobio,08,Laja,8304,23873.0,0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,17.0,20.0,8.0,7.0,8.0,10.0,15.0,11.0
Biobio,08,Lebu,8201,27100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,5.0,8.0,1.0
Biobio,08,Los Alamos,8206,22524.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,39.0,11.0
Biobio,08,Los Angeles,8301,218515.0,0,0.0,0.0,0.0,3.0,6.0,9.0,6.0,5.0,4.0,0.0,4.0,32.0,64.0,90.0,79.0,89.0,89.0,126.0,72.0
Biobio,08,Lota,8106,45750.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,10.0,15.0,21.0,22.0,42.0,62.0,28.0
Biobio,08,Mulchen,8305,31041.0,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,11.0,3.0,3.0,12.0,11.0
Biobio,08,Nacimiento,8306,27944.0,0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,8.0,4.0,8.0,7.0,5.0,20.0,28.0,13.0
Biobio,08,Negrete,8307,10429.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,10.0,9.0,12.0,22.0,15.0,14.0
Biobio,08,Penco,8107,49865.0,0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,8.0,0.0,3.0,2.0,2.0,10.0,14.0,43.0,73.0,51.0,19.0
Biobio,08,Quilaco,8308,4179.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0
Biobio,08,Quilleco,8309,10032.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0
Biobio,08,San Pedro de la Paz,8108,145906.0,0,0.0,0.0,0.0,6.0,35.0,17.0,23.0,8.0,11.0,4.0,2.0,14.0,14.0,38.0,64.0,64.0,97.0,113.0,42.0
Biobio,08,San Rosendo,8310,3611.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,8.0,2.0
Biobio,08,Santa Barbara,8311,14592.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,7.0,19.0,8.0,11.0,23.0,7.0
Biobio,08,Santa Juana,8109,14779.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,22.0,14.0,4.0
Biobio,08,Talcahuano,8110,158345.0,0,0.0,0.0,0.0,1.0,16.0,16.0,20.0,14.0,14.0,21.0,17.0,18.0,18.0,42.0,69.0,54.0,109.0,135.0,50.0
Biobio,08,Tirua,8207,11019.0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,6.0
