,Data,Classi,F24h_confirm,F24h_recup,total_confir,total_recup,total_obito,F24h_obito,F24h_obito_media7d,F24h_confirm_media7d,Hospitalizados,Uti,F24h_obitos_novo,total_obitos_novo,int_extra1,int_extra2,int_extra3,int_extra4,ObjectId,Policy,Date
226,1598400000000.0,Confirmado,584.0,392.0,87748.0,77000.0,9404.0,88.0,68.0,794.0,491.0,217.0,,,1680.0,6.0,,,227,5.0,2020-08-26
227,1598486400000.0,Confirmado,951.0,680.0,88699.0,77680.0,9468.0,64.0,60.0,709.0,479.0,213.0,,,1528.0,7.0,,,228,5.0,2020-08-27
228,1598572800000.0,Confirmado,735.0,319.0,89434.0,78164.0,9566.0,98.0,63.0,707.0,519.0,217.0,,,1625.0,4.0,,,229,5.0,2020-08-28
229,1598659200000.0,Confirmado,696.0,593.0,90130.0,78757.0,9598.0,32.0,60.0,663.0,528.0,230.0,,,1342.0,6.0,,,230,5.0,2020-08-29
230,1598745600000.0,Confirmado,133.0,98.0,90263.0,78855.0,9628.0,30.0,60.0,549.0,513.0,229.0,,,382.0,6.0,,,231,5.0,2020-08-30
231,1598832000000.0,Confirmado,82.0,212.0,90345.0,79067.0,9634.0,6.0,58.0,511.0,524.0,217.0,,,382.0,8.0,,,232,5.0,2020-08-31
232,1598918400000.0,Confirmado,121.0,379.0,90466.0,79446.0,9663.0,29.0,50.0,472.0,536.0,220.0,,,2106.0,8.0,,,233,6.0,2020-09-01
233,1599004800000.0,Confirmado,1222.0,729.0,91688.0,80175.0,9737.0,74.0,48.0,563.0,532.0,220.0,,,1748.0,8.0,,,234,6.0,2020-09-02
234,1599091200000.0,Confirmado,200.0,267.0,91888.0,80442.0,9778.0,41.0,44.0,456.0,529.0,216.0,,,1964.0,11.0,,,235,6.0,2020-09-03
235,1599177600000.0,Confirmado,478.0,299.0,92366.0,80741.0,9813.0,35.0,35.0,419.0,547.0,216.0,,,1733.0,4.0,,,236,6.0,2020-09-04
236,1599264000000.0,Confirmado,646.0,654.0,93012.0,81395.0,9853.0,40.0,36.0,412.0,478.0,205.0,,,1666.0,12.0,,,237,6.0,2020-09-05
237,1599350400000.0,Confirmado,226.0,0.0,93238.0,81374.0,9880.0,27.0,36.0,425.0,473.0,206.0,,,556.0,7.0,,,238,6.0,2020-09-06
238,1599436800000.0,Confirmado,242.0,96.0,93480.0,81470.0,9902.0,22.0,38.0,448.0,475.0,205.0,,,403.0,6.0,,,239,6.0,2020-09-07
239,1599523200000.0,Confirmado,172.0,475.0,93652.0,81945.0,9924.0,22.0,37.0,455.0,481.0,211.0,,,427.0,9.0,,,240,6.0,2020-09-08
240,1599609600000.0,Confirmado,247.0,181.0,93899.0,82126.0,9957.0,33.0,31.0,316.0,493.0,211.0,,,2187.0,8.0,,,241,6.0,2020-09-09
241,1599696000000.0,Confirmado,313.0,347.0,94212.0,82473.0,10027.0,70.0,36.0,332.0,488.0,213.0,,,2162.0,7.0,,,242,6.0,2020-09-10
243,1599782400000.0,Confirmado,684.0,510.0,94896.0,82983.0,10074.0,47.0,37.0,361.0,521.0,231.0,,,1876.0,12.0,,,244,6.0,2020-09-11
245,1599868800000.0,Confirmado,112.0,70.0,95008.0,83053.0,10053.0,-21.0,29.0,285.0,504.0,231.0,,,1851.0,7.0,,,246,6.0,2020-09-12
247,1599955200000.0,Confirmado,182.0,-151.0,95190.0,82902.0,10113.0,60.0,33.0,279.0,511.0,222.0,,,582.0,11.0,,,248,6.0,2020-09-13
249,1600041600000.0,Confirmado,147.0,205.0,95337.0,83107.0,10116.0,3.0,31.0,265.0,492.0,228.0,,,505.0,6.0,,,250,6.0,2020-09-14
251,1600128000000.0,Confirmado,107.0,570.0,95444.0,83677.0,10119.0,3.0,28.0,256.0,497.0,229.0,,,2191.0,3.0,,,252,6.0,2020-09-15
253,1600214400000.0,Confirmado,607.0,413.0,96051.0,84090.0,10233.0,114.0,39.0,307.0,485.0,237.0,,,2073.0,5.0,,,254,6.0,2020-09-16
255,1600300800000.0,Confirmado,767.0,610.0,96818.0,84700.0,10330.0,97.0,43.0,372.0,520.0,229.0,,,2133.0,3.0,,,256,6.0,2020-09-17
257,1600387200000.0,Confirmado,581.0,497.0,97399.0,85197.0,10391.0,61.0,45.0,358.0,460.0,227.0,,,2106.0,6.0,,,258,6.0,2020-09-18
303,1600473600000.0,Confirmado,213.0,39.0,97612.0,85236.0,10449.0,58.0,57.0,372.0,496.0,228.0,,,1950.0,8.0,,,304,6.0,2020-09-19
304,1600560000000.0,Confirmado,212.0,-15.0,97824.0,85221.0,10470.0,21.0,51.0,376.0,474.0,223.0,,,494.0,4.0,,,305,6.0,2020-09-20
305,1600646400000.0,Confirmado,338.0,374.0,98162.0,85595.0,10495.0,25.0,54.0,404.0,481.0,227.0,,,353.0,5.0,,,306,6.0,2020-09-21
306,1600732800000.0,Confirmado,383.0,213.0,98545.0,85808.0,10576.0,10.0,55.0,443.0,476.0,225.0,,,2307.0,4.0,,,307,6.0,2020-09-22
307,1600819200000.0,Confirmado,286.0,283.0,98545.0,86091.0,10576.0,71.0,49.0,356.0,487.0,221.0,,,1783.0,6.0,,,308,6.0,2020-09-23
308,1600905600000.0,Confirmado,1028.0,0.0,99573.0,83077.0,10660.0,84.0,47.0,434.0,476.0,221.0,,,1845.0,4.0,,,309,6.0,2020-09-24
309,1600992000000.0,Confirmado,309.0,3585.0,99882.0,87309.0,10730.0,70.0,48.0,396.0,499.0,224.0,,,1728.0,7.0,,,310,6.0,2020-09-25
310,1601078400000.0,Confirmado,163.0,-2767.0,100045.0,84542.0,10793.0,63.0,49.0,388.0,482.0,223.0,,,1557.0,6.0,,,311,6.0,2020-09-26
311,1601164800000.0,Confirmado,87.0,2956.0,100132.0,87943.0,10834.0,41.0,52.0,371.0,464.0,216.0,,,533.0,5.0,,,312,6.0,2020-09-27
312,1601251200000.0,Confirmado,2114.0,1230.0,102246.0,89173.0,10849.0,15.0,51.0,624.0,459.0,219.0,,,349.0,9.0,,,313,6.0,2020-09-28
313,1601337600000.0,Confirmado,80.0,249.0,102326.0,89422.0,10856.0,7.0,50.0,581.0,475.0,223.0,,,2202.0,5.0,,,314,6.0,2020-09-29
314,1601424000000.0,Confirmado,183.0,357.0,102509.0,89779.0,10926.0,70.0,50.0,566.0,484.0,230.0,,,1999.0,10.0,,,315,6.0,2020-09-30
315,1601510400000.0,Confirmado,207.0,450.0,102716.0,90229.0,10969.0,43.0,44.0,449.0,473.0,229.0,,,1867.0,,,,316,6.5,2020-10-01
316,1601596800000.0,Confirmado,185.0,102.0,102901.0,90552.0,11024.0,55.0,42.0,431.0,492.0,221.0,,,1820.0,,,,317,6.5,2020-10-02
317,1601683200000.0,Confirmado,3177.0,2658.0,106078.0,93210.0,11077.0,53.0,41.0,862.0,483.0,219.0,,,1925.0,6.0,,,318,6.5,2020-10-03
318,1601769600000.0,Confirmado,60.0,183.0,106138.0,93393.0,11101.0,24.0,38.0,858.0,488.0,209.0,,,465.0,12.0,,,319,6.5,2020-10-04
319,1601856000000.0,Confirmado,32.0,174.0,106170.0,93567.0,11107.0,6.0,37.0,561.0,488.0,221.0,,,322.0,8.0,,,320,6.5,2020-10-05
320,1601942400000.0,Confirmado,1473.0,1312.0,107643.0,94879.0,11118.0,11.0,37.0,760.0,483.0,209.0,,,2267.0,8.0,,,321,6.5,2020-10-06
321,1602028800000.0,Confirmado,1061.0,995.0,108704.0,95874.0,11197.0,79.0,39.0,885.0,464.0,206.0,,,1699.0,8.0,,,322,6.5,2020-10-07
322,1602115200000.0,Confirmado,843.0,745.0,109547.0,96619.0,11240.0,43.0,39.0,976.0,452.0,205.0,,,1760.0,10.0,,,323,6.5,2020-10-08
323,1602201600000.0,Confirmado,655.0,619.0,110202.0,97238.0,11313.0,73.0,41.0,1043.0,483.0,215.0,,,1682.0,1.0,,,324,6.5,2020-10-09
108,1602288000000.0,Confirmado,804.0,529.0,111006.0,97767.0,11378.0,65.0,43.0,704.0,481.0,218.0,,,1754.0,5.0,,,109,6.5,2020-10-10
109,1602374400000.0,Confirmado,212.0,160.0,111218.0,98238.0,11401.0,23.0,43.0,726.0,490.0,222.0,,,486.0,7.0,,,110,6.5,2020-10-11
110,1602460800000.0,Confirmado,37.0,20.0,111255.0,98427.0,11406.0,5.0,43.0,726.0,479.0,217.0,,,281.0,9.0,,,111,6.5,2020-10-12
111,1602547200000.0,Confirmado,0.0,104.0,111255.0,98531.0,11406.0,0.0,41.0,516.0,435.0,194.0,,,385.0,8.0,,,112,6.5,2020-10-13
112,1602633600000.0,Confirmado,27.0,563.0,111282.0,99094.0,11426.0,20.0,33.0,368.0,443.0,217.0,,,2525.0,9.0,,,113,6.5,2020-10-14
113,1602720000000.0,Confirmado,96.0,181.0,111378.0,99115.0,11487.0,61.0,35.0,262.0,452.0,211.0,,,2422.0,7.0,,,114,6.5,2020-10-15
114,1602806400000.0,Confirmado,91.0,390.0,111469.0,99505.0,11537.0,50.0,32.0,181.0,436.0,204.0,,,2047.0,11.0,,,115,6.5,2020-10-16
115,1602892800000.0,Confirmado,2043.0,1413.0,113512.0,100918.0,11582.0,45.0,29.0,358.0,436.0,210.0,,,2018.0,5.0,,,116,6.5,2020-10-17
116,1602979200000.0,Confirmado,96.0,153.0,113608.0,100962.0,11610.0,28.0,30.0,341.0,416.0,215.0,,,417.0,3.0,,,117,6.5,2020-10-18
117,1603065600000.0,Confirmado,91.0,-244.0,113699.0,100718.0,11633.0,23.0,32.0,349.0,417.0,212.0,,,265.0,4.0,,,118,6.5,2020-10-19
118,1603152000000.0,Confirmado,398.0,395.0,114097.0,100847.0,11637.0,4.0,33.0,406.0,398.0,212.0,,,1983.0,4.0,,,119,6.5,2020-10-20
119,1603238400000.0,Confirmado,177.0,398.0,114274.0,101245.0,11672.0,35.0,35.0,427.0,393.0,210.0,,,1900.0,3.0,,,120,6.5,2020-10-21
120,1603324800000.0,Confirmado,487.0,341.0,114761.0,101586.0,11734.0,62.0,35.0,483.0,400.0,204.0,,,1899.0,5.0,,,121,6.5,2020-10-22
121,1603411200000.0,Confirmado,452.0,398.0,115213.0,101984.0,11777.0,43.0,34.0,535.0,407.0,200.0,,,1939.0,4.0,,,122,6.5,2020-10-23
122,1603497600000.0,Confirmado,422.0,300.0,115635.0,102284.0,11834.0,57.0,36.0,303.0,407.0,197.0,,,2183.0,5.0,,,123,6.5,2020-10-24
123,1603584000000.0,Confirmado,564.0,554.0,116199.0,102637.0,11870.0,36.0,37.0,370.0,402.0,190.0,,,621.0,0.0,,,124,6.5,2020-10-25
124,1603670400000.0,Confirmado,220.0,214.0,116419.0,102851.0,11893.0,23.0,37.0,389.0,403.0,199.0,,,333.0,5.0,,,125,6.5,2020-10-26
125,1603756800000.0,Confirmado,172.0,350.0,116591.0,103055.0,11899.0,6.0,37.0,356.0,383.0,170.0,,,2491.0,5.0,,,126,6.5,2020-10-27
126,1603843200000.0,Confirmado,788.0,748.0,117379.0,103803.0,11952.0,53.0,40.0,444.0,381.0,179.0,,,2361.0,7.0,,,127,6.5,2020-10-28
127,1603929600000.0,Confirmado,577.0,424.0,117956.0,104227.0,12009.0,57.0,39.0,456.0,403.0,200.0,,,2007.0,3.0,,,128,6.5,2020-10-29
128,1604016000000.0,Confirmado,477.0,419.0,118433.0,104646.0,12064.0,55.0,41.0,460.0,425.0,198.0,,,2070.0,2.0,,,129,6.5,2020-10-30
129,1604102400000.0,Confirmado,202.0,189.0,118635.0,104835.0,12119.0,55.0,41.0,429.0,417.0,192.0,,,1137.0,6.0,,,130,6.5,2020-10-31
130,1604188800000.0,Confirmado,566.0,624.0,119201.0,105167.0,12125.0,6.0,36.0,429.0,423.0,202.0,,,512.0,6.0,,,131,6.5,2020-11-01
131,1604275200000.0,Confirmado,300.0,553.0,119501.0,105720.0,12129.0,4.0,34.0,440.0,430.0,214.0,,,409.0,3.0,,,132,6.5,2020-11-02
132,1604361600000.0,Confirmado,92.0,286.0,119593.0,105742.0,12140.0,11.0,34.0,429.0,412.0,208.0,,,527.0,7.0,,,133,7.0,2020-11-03
133,1604448000000.0,Confirmado,233.0,691.0,119826.0,106433.0,12148.0,8.0,28.0,350.0,446.0,208.0,,,2130.0,7.0,,,134,7.0,2020-11-04
134,1604534400000.0,Confirmado,606.0,486.0,120432.0,106919.0,12219.0,71.0,30.0,354.0,490.0,221.0,,,1856.0,4.0,,,135,7.0,2020-11-05
135,1604620800000.0,Confirmado,370.0,343.0,120802.0,107262.0,12268.0,49.0,29.0,338.0,491.0,227.0,,,2514.0,5.0,,,136,7.0,2020-11-06
136,1604707200000.0,Confirmado,896.0,589.0,121698.0,107622.0,12268.0,0.0,21.0,438.0,458.0,221.0,,,2008.0,7.0,,,137,7.0,2020-11-07
137,1604793600000.0,Confirmado,459.0,578.0,122157.0,108045.0,12312.0,44.0,27.0,422.0,462.0,236.0,,,520.0,5.0,,,138,7.0,2020-11-08
138,1604880000000.0,Confirmado,138.0,349.0,122295.0,108394.0,12312.0,0.0,26.0,399.0,447.0,230.0,,,410.0,8.0,,,139,7.0,2020-11-09
139,1604966400000.0,Confirmado,232.0,351.0,122527.0,108490.0,12312.0,0.0,25.0,419.0,469.0,226.0,,,2965.0,5.0,,,140,7.0,2020-11-10
140,1605052800000.0,Confirmado,754.0,906.0,123281.0,109396.0,12312.0,0.0,23.0,494.0,441.0,225.0,,,2878.0,12.0,,,141,7.0,2020-11-11
141,1605139200000.0,Confirmado,593.0,557.0,123874.0,109953.0,12322.0,10.0,15.0,492.0,468.0,239.0,,,2752.0,7.0,,,142,7.0,2020-11-12
142,1605225600000.0,Confirmado,1038.0,793.0,124912.0,110746.0,12419.0,97.0,22.0,587.0,454.0,232.0,,,2820.0,3.0,,,143,7.0,2020-11-13
143,1605312000000.0,Confirmado,551.0,478.0,125463.0,111224.0,12419.0,0.0,22.0,538.0,466.0,236.0,,,2841.0,6.0,,,144,7.0,2020-11-14
144,1605398400000.0,Confirmado,960.0,545.0,126423.0,111539.0,12506.0,87.0,28.0,609.0,487.0,239.0,,,849.0,5.0,,,145,7.0,2020-11-15
145,1605484800000.0,Confirmado,268.0,826.0,126691.0,112365.0,12510.0,4.0,28.0,628.0,495.0,244.0,,,604.0,1.0,,,146,7.0,2020-11-16
146,1605571200000.0,Confirmado,133.0,0.0,126824.0,112365.0,12512.0,2.0,28.0,595.0,489.0,230.0,,,3835.0,5.0,,,147,7.0,2020-11-17
147,1605657600000.0,Confirmado,1097.0,799.0,127921.0,112820.0,12653.0,141.0,49.0,663.0,536.0,239.0,,,3921.0,9.0,,,148,7.0,2020-11-18
148,1605744000000.0,Confirmado,913.0,985.0,128834.0,113805.0,12793.0,140.0,67.0,709.0,552.0,250.0,,,3720.0,6.0,,,149,7.0,2020-11-19
149,1605830400000.0,Confirmado,797.0,694.0,129631.0,114499.0,12844.0,51.0,61.0,674.0,599.0,264.0,,,3952.0,3.0,,,150,7.0,2020-11-20
150,1605916800000.0,Confirmado,1004.0,732.0,130635.0,114822.0,12923.0,79.0,72.0,739.0,530.0,267.0,,,975.0,,,,151,7.0,2020-11-21
151,1606003200000.0,Confirmado,313.0,842.0,130948.0,115320.0,12935.0,12.0,61.0,646.0,531.0,268.0,,,1204.0,,,,152,7.0,2020-11-22
152,1606089600000.0,Confirmado,293.0,736.0,131241.0,116056.0,12935.0,0.0,61.0,650.0,533.0,263.0,,,691.0,,,,153,7.0,2020-11-23
153,1606176000000.0,Confirmado,192.0,471.0,131433.0,116100.0,12979.0,44.0,67.0,658.0,564.0,269.0,,,4858.0,,,,154,7.0,2020-11-24
154,1606262400000.0,Confirmado,916.0,1130.0,132349.0,117230.0,13064.0,85.0,59.0,633.0,541.0,264.0,,,5948.0,,,,155,7.0,2020-11-25
155,1606348800000.0,Confirmado,1487.0,1069.0,133836.0,118299.0,13115.0,51.0,46.0,715.0,530.0,263.0,,,4433.0,,,,156,7.0,2020-11-26
156,1606435200000.0,Confirmado,838.0,701.0,134674.0,119000.0,13192.0,77.0,50.0,720.0,512.0,255.0,,,6521.0,,,,157,7.0,2020-11-27
157,1606521600000.0,Confirmado,419.0,658.0,135093.0,119658.0,13226.0,34.0,43.0,637.0,545.0,262.0,,,5790.0,,,,158,7.0,2020-11-28
158,1606608000000.0,Confirmado,2100.0,1304.0,137193.0,120549.0,13261.0,35.0,47.0,892.0,526.0,253.0,,,1549.0,,,,159,7.0,2020-11-29
159,1606694400000.0,Confirmado,450.0,983.0,137643.0,121532.0,13267.0,6.0,47.0,915.0,574.0,274.0,,,595.0,,,,160,7.0,2020-11-30
160,1606780800000.0,Confirmado,217.0,612.0,137860.0,121634.0,13295.0,28.0,45.0,918.0,,,,,7597.0,,,,161,7.0,2020-12-01
161,1606867200000.0,Confirmado,1637.0,1760.0,139497.0,123394.0,13358.0,63.0,42.0,1021.0,657.0,279.0,,,3741.0,,,,162,7.0,2020-12-02
216,1606953600000.0,Confirmado,1367.0,1045.0,140864.0,124439.0,13405.0,47.0,41.0,1004.0,648.0,280.0,,,,,,,217,7.0,2020-12-03
242,1607040000000.0,Confirmado,1367.0,1064.0,142231.0,125503.0,13465.0,60.0,39.0,1080.0,684.0,286.0,,,,,,,243,7.0,2020-12-04
244,1607126400000.0,Confirmado,961.0,330.0,143192.0,125833.0,13532.0,67.0,44.0,1157.0,721.0,278.0,,,,,,,245,7.0,2020-12-05
246,1607212800000.0,Confirmado,1007.0,449.0,144199.0,127065.0,13570.0,38.0,44.0,1001.0,679.0,281.0,,,,,,,247,7.0,2020-12-06
248,1607299200000.0,Confirmado,294.0,987.0,144493.0,128052.0,13581.0,11.0,45.0,979.0,699.0,276.0,,,,,,,249,7.0,2020-12-07
250,1607385600000.0,Confirmado,148.0,723.0,144641.0,128775.0,13594.0,13.0,43.0,969.0,707.0,288.0,,,,,,,251,7.0,2020-12-08
252,1607472000000.0,Confirmado,1122.0,841.0,145763.0,129616.0,13676.0,82.0,45.0,895.0,687.0,280.0,,,,,,,253,7.0,2020-12-09
254,1607558400000.0,Confirmado,1454.0,647.0,147217.0,130263.0,13772.0,96.0,52.0,908.0,670.0,287.0,,,,,,,255,7.0,2020-12-10
256,1607644800000.0,Confirmado,1467.0,1873.0,148684.0,132136.0,13844.0,72.0,54.0,922.0,690.0,281.0,,,,,,,257,7.0,2020-12-11
258,1607731200000.0,Confirmado,1388.0,623.0,150072.0,132759.0,13882.0,38.0,50.0,983.0,683.0,280.0,,,,,,,259,7.0,2020-12-12
259,1607817600000.0,Confirmado,1138.0,570.0,151210.0,133911.0,13918.0,36.0,50.0,1002.0,699.0,284.0,,,,,,,260,7.0,2020-12-13
260,1607904000000.0,Confirmado,131.0,472.0,151341.0,134383.0,13922.0,4.0,49.0,978.0,670.0,279.0,,,,,,,261,7.0,2020-12-14
261,1607990400000.0,Confirmado,190.0,0.0,151531.0,128675.0,13923.0,1.0,47.0,984.0,708.0,279.0,,,,,,,262,7.0,2020-12-15
262,1608076800000.0,Confirmado,362.0,543.0,151893.0,129218.0,14015.0,92.0,48.0,876.0,670.0,277.0,,,,,,,263,7.0,2020-12-16
263,1608163200000.0,Confirmado,1134.0,795.0,153027.0,130013.0,14151.0,136.0,54.0,830.0,688.0,276.0,,,,,,,264,7.0,2020-12-17
264,1608249600000.0,Confirmado,1156.0,995.0,154183.0,131008.0,14177.0,26.0,48.0,786.0,666.0,275.0,,,,,,,265,7.0,2020-12-18
265,1608336000000.0,Confirmado,1251.0,986.0,155434.0,131994.0,14237.0,60.0,51.0,766.0,692.0,281.0,,,,,,,266,7.0,2020-12-19
266,1608422400000.0,Confirmado,955.0,807.0,156389.0,132801.0,14293.0,56.0,54.0,740.0,684.0,285.0,,,,,,,267,7.0,2020-12-20
267,1608508800000.0,Confirmado,194.0,344.0,156583.0,133145.0,14293.0,0.0,53.0,749.0,696.0,284.0,,,,,,,268,7.0,2020-12-21
268,1608595200000.0,Confirmado,235.0,533.0,156818.0,133678.0,14296.0,3.0,53.0,755.0,673.0,286.0,,,,,,,269,7.0,2020-12-22
269,1608681600000.0,Confirmado,875.0,732.0,157693.0,134410.0,14380.0,84.0,52.0,829.0,668.0,288.0,,,,,,,270,7.0,2020-12-23
270,1608768000000.0,Confirmado,788.0,724.0,158481.0,135134.0,14397.0,17.0,35.0,779.0,649.0,277.0,,,,,,,271,7.0,2020-12-24
271,1608854400000.0,Confirmado,1384.0,1108.0,159865.0,136242.0,14481.0,84.0,43.0,812.0,627.0,273.0,,,,,,,272,7.0,2020-12-25
272,1608940800000.0,Confirmado,504.0,540.0,160369.0,136782.0,14523.0,42.0,41.0,705.0,591.0,280.0,,,,,,,273,7.0,2020-12-26
273,1609027200000.0,Confirmado,171.0,360.0,160540.0,137142.0,14526.0,3.0,33.0,593.0,558.0,262.0,,,,,,,274,7.0,2020-12-27
274,1609113600000.0,Confirmado,463.0,507.0,161003.0,137649.0,14532.0,6.0,34.0,631.0,,,,,,,,,275,7.0,2020-12-28
275,1609200000000.0,Confirmado,188.0,338.0,161191.0,137987.0,14548.0,16.0,36.0,625.0,577.0,251.0,,,,,,,276,7.0,2020-12-29
276,1609286400000.0,Confirmado,1581.0,1246.0,162772.0,139233.0,14633.0,85.0,36.0,726.0,580.0,255.0,,,,,,,277,7.0,2020-12-30
277,1609372800000.0,Confirmado,2010.0,1368.0,164782.0,140601.0,14743.0,110.0,49.0,900.0,545.0,236.0,,,,,,,278,7.0,2020-12-31
278,1609459200000.0,Confirmado,297.0,277.0,165079.0,140828.0,14860.0,117.0,54.0,745.0,516.0,241.0,,,,,,,279,7.0,2021-01-01
279,1609545600000.0,Confirmado,79.0,236.0,165158.0,141064.0,14905.0,45.0,55.0,684.0,,,,,,,,,280,7.0,2021-01-02
280,1609632000000.0,Confirmado,5.0,177.0,165163.0,141241.0,14906.0,1.0,54.0,660.0,,,,,,,,,281,7.0,2021-01-03
281,1609718400000.0,Confirmado,26.0,211.0,165189.0,141452.0,14913.0,7.0,54.0,598.0,,,,,,,,,282,7.0,2021-01-04
282,1609804800000.0,Confirmado,2669.0,1970.0,167858.0,143422.0,14915.0,2.0,52.0,952.0,,,,,,,,,283,7.0,2021-01-05
283,1609891200000.0,Confirmado,1514.0,1112.0,169372.0,144534.0,15077.0,162.0,63.0,943.0,,,,,,,,,284,7.0,2021-01-06
284,1609977600000.0,Confirmado,1264.0,943.0,170636.0,145477.0,15180.0,103.0,62.0,836.0,502.0,218.0,,,,,,,285,7.0,2021-01-07
285,1610064000000.0,Confirmado,1207.0,876.0,171843.0,146353.0,15312.0,132.0,65.0,966.0,,,,,,,,,286,7.0,2021-01-08
286,1610150400000.0,Confirmado,1156.0,910.0,172999.0,147263.0,15423.0,111.0,74.0,1120.0,,,,,,,,,287,7.0,2021-01-09
287,1610236800000.0,Confirmado,292.0,518.0,173291.0,147781.0,15527.0,104.0,89.0,1161.0,,,,,,,,,288,7.0,2021-01-10
288,1610323200000.0,Confirmado,863.0,712.0,174154.0,148493.0,15532.0,5.0,88.0,1281.0,,,,,,,,,289,7.0,2021-01-11
289,1610409600000.0,Confirmado,193.0,475.0,174347.0,148968.0,15533.0,1.0,88.0,927.0,526.0,215.0,,,,,,,290,7.0,2021-01-12
290,1610496000000.0,Confirmado,1105.0,705.0,175452.0,149673.0,15664.0,131.0,84.0,869.0,520.0,214.0,,,,,,,291,7.0,2021-01-13
291,1610582400000.0,Confirmado,969.0,670.0,176421.0,150343.0,15794.0,130.0,88.0,826.0,495.0,216.0,,,,,,,292,7.0,2021-01-14
292,1610668800000.0,Confirmado,1148.0,599.0,177569.0,150942.0,15950.0,156.0,91.0,818.0,508.0,219.0,,,,,,,293,7.0,2021-01-15
293,1610755200000.0,Confirmado,895.0,697.0,178464.0,151639.0,16017.0,67.0,85.0,781.0,541.0,259.0,,,,,,,294,7.0,2021-01-16
294,1610841600000.0,Confirmado,1014.0,690.0,179478.0,152329.0,16101.0,84.0,82.0,884.0,463.0,215.0,,,,,,,295,7.0,2021-01-17
295,1610928000000.0,Confirmado,310.0,509.0,179788.0,152838.0,16119.0,18.0,84.0,805.0,461.0,212.0,,,,,,,296,7.0,2021-01-18
296,1611014400000.0,Confirmado,167.0,483.0,179955.0,153321.0,16127.0,8.0,85.0,801.0,502.0,215.0,,,,,,,297,7.0,2021-01-19
297,1611100800000.0,Confirmado,1029.0,844.0,180984.0,154165.0,16320.0,193.0,94.0,790.0,577.0,217.0,,,,,,,298,7.0,2021-01-20
