Fecha,Origen,Destino,Viajes
2020-04-01,Las Condes,Quilicura,234
2020-04-01,Las Condes,Quinta Normal,229
2020-04-01,Las Condes,Recoleta,363
2020-04-01,Las Condes,Renca,109
2020-04-01,Las Condes,San Bernardo,204
2020-04-01,Las Condes,San Joaquin,119
2020-04-01,Las Condes,San Miguel,336
2020-04-01,Las Condes,San Ramon,191
2020-04-01,Las Condes,Santiago,2861
2020-04-01,Las Condes,Vitacura,171
2020-04-01,Lo Barnechea,Cerrillos,10
2020-04-01,Lo Barnechea,Cerro Navia,23
2020-04-01,Lo Barnechea,Conchali,20
2020-04-01,Lo Barnechea,El Bosque,16
2020-04-01,Lo Barnechea,Estacion Central,89
2020-04-01,Lo Barnechea,Huechuraba,26
2020-04-01,Lo Barnechea,Independencia,47
2020-04-01,Lo Barnechea,La Cisterna,47
2020-04-01,Lo Barnechea,La Florida,47
2020-04-01,Lo Barnechea,La Granja,9
2020-04-01,Lo Barnechea,La Pintana,11
2020-04-01,Lo Barnechea,La Reina,31
2020-04-01,Lo Barnechea,Las Condes,331
2020-04-01,Lo Barnechea,Lo Barnechea,356
2020-04-01,Lo Barnechea,Lo Espejo,13
2020-04-01,Lo Barnechea,Lo Prado,57
2020-04-01,Lo Barnechea,Macul,19
2020-04-01,Lo Barnechea,Maipu,47
2020-04-01,Lo Barnechea,Nunoa,81
2020-04-01,Lo Barnechea,Pedro Aguirre Cerda,28
2020-04-01,Lo Barnechea,Penalolen,71
2020-04-01,Lo Barnechea,Providencia,133
2020-04-01,Lo Barnechea,Pudahuel,54
2020-04-01,Lo Barnechea,Puente Alto,71
2020-04-01,Lo Barnechea,Quilicura,37
2020-04-01,Lo Barnechea,Quinta Normal,36
2020-04-01,Lo Barnechea,Recoleta,43
2020-04-01,Lo Barnechea,Renca,15
2020-04-01,Lo Barnechea,San Bernardo,15
2020-04-01,Lo Barnechea,San Joaquin,19
2020-04-01,Lo Barnechea,San Miguel,31
2020-04-01,Lo Barnechea,San Ramon,15
2020-04-01,Lo Barnechea,Santiago,315
2020-04-01,Lo Barnechea,Vitacura,172
2020-04-01,Lo Espejo,Cerrillos,209
2020-04-01,Lo Espejo,Cerro Navia,28
2020-04-01,Lo Espejo,Conchali,51
2020-04-01,Lo Espejo,El Bosque,87
2020-04-01,Lo Espejo,Estacion Central,474
2020-04-01,Lo Espejo,Huechuraba,21
2020-04-01,Lo Espejo,Independencia,42
2020-04-01,Lo Espejo,La Cisterna,935
2020-04-01,Lo Espejo,La Florida,197
2020-04-01,Lo Espejo,La Granja,36
2020-04-01,Lo Espejo,La Pintana,26
2020-04-01,Lo Espejo,La Reina,53
2020-04-01,Lo Espejo,Las Condes,127
2020-04-01,Lo Espejo,Lo Barnechea,12
2020-04-01,Lo Espejo,Lo Espejo,725
2020-04-01,Lo Espejo,Lo Prado,66
2020-04-01,Lo Espejo,Macul,68
2020-04-01,Lo Espejo,Maipu,250
2020-04-01,Lo Espejo,Nunoa,127
2020-04-01,Lo Espejo,Pedro Aguirre Cerda,417
2020-04-01,Lo Espejo,Penalolen,54
2020-04-01,Lo Espejo,Providencia,274
2020-04-01,Lo Espejo,Pudahuel,62
2020-04-01,Lo Espejo,Puente Alto,85
2020-04-01,Lo Espejo,Quilicura,75
2020-04-01,Lo Espejo,Quinta Normal,37
2020-04-01,Lo Espejo,Recoleta,214
2020-04-01,Lo Espejo,Renca,32
2020-04-01,Lo Espejo,San Bernardo,352
2020-04-01,Lo Espejo,San Joaquin,66
2020-04-01,Lo Espejo,San Miguel,514
2020-04-01,Lo Espejo,San Ramon,59
2020-04-01,Lo Espejo,Santiago,811
2020-04-01,Lo Espejo,Vitacura,17
2020-04-01,Lo Prado,Cerrillos,148
2020-04-01,Lo Prado,Cerro Navia,1013
2020-04-01,Lo Prado,Conchali,182
2020-04-01,Lo Prado,El Bosque,82
2020-04-01,Lo Prado,Estacion Central,2258
2020-04-01,Lo Prado,Huechuraba,88
2020-04-01,Lo Prado,Independencia,201
2020-04-01,Lo Prado,La Cisterna,426
2020-04-01,Lo Prado,La Florida,500
2020-04-01,Lo Prado,La Granja,36
2020-04-01,Lo Prado,La Pintana,30
2020-04-01,Lo Prado,La Reina,179
2020-04-01,Lo Prado,Las Condes,810
2020-04-01,Lo Prado,Lo Barnechea,54
2020-04-01,Lo Prado,Lo Espejo,52
2020-04-01,Lo Prado,Lo Prado,2050
2020-04-01,Lo Prado,Macul,169
2020-04-01,Lo Prado,Maipu,2044
2020-04-01,Lo Prado,Nunoa,416
2020-04-01,Lo Prado,Pedro Aguirre Cerda,117
2020-04-01,Lo Prado,Penalolen,215
2020-04-01,Lo Prado,Providencia,1230
2020-04-01,Lo Prado,Pudahuel,2412
2020-04-01,Lo Prado,Puente Alto,353
2020-04-01,Lo Prado,Quilicura,287
2020-04-01,Lo Prado,Quinta Normal,689
2020-04-01,Lo Prado,Recoleta,903
2020-04-01,Lo Prado,Renca,189
2020-04-01,Lo Prado,San Bernardo,263
2020-04-01,Lo Prado,San Joaquin,275
2020-04-01,Lo Prado,San Miguel,540
2020-04-01,Lo Prado,San Ramon,89
2020-04-01,Lo Prado,Santiago,3673
2020-04-01,Lo Prado,Vitacura,109
2020-04-01,Macul,Cerrillos,139
2020-04-01,Macul,Cerro Navia,91
2020-04-01,Macul,Conchali,105
2020-04-01,Macul,El Bosque,38
2020-04-01,Macul,Estacion Central,284
2020-04-01,Macul,Huechuraba,53
2020-04-01,Macul,Independencia,113
2020-04-01,Macul,La Cisterna,197
2020-04-01,Macul,La Florida,1071
2020-04-01,Macul,La Granja,36
2020-04-01,Macul,La Pintana,28
2020-04-01,Macul,La Reina,100
2020-04-01,Macul,Las Condes,211
2020-04-01,Macul,Lo Barnechea,20
2020-04-01,Macul,Lo Espejo,53
2020-04-01,Macul,Lo Prado,209
2020-04-01,Macul,Macul,1336
2020-04-01,Macul,Maipu,178
2020-04-01,Macul,Nunoa,581
2020-04-01,Macul,Pedro Aguirre Cerda,125
2020-04-01,Macul,Penalolen,502
2020-04-01,Macul,Providencia,542
2020-04-01,Macul,Pudahuel,231
2020-04-01,Macul,Puente Alto,672
2020-04-01,Macul,Quilicura,157
2020-04-01,Macul,Quinta Normal,159
2020-04-01,Macul,Recoleta,312
2020-04-01,Macul,Renca,49
2020-04-01,Macul,San Bernardo,104
2020-04-01,Macul,San Joaquin,340
2020-04-01,Macul,San Miguel,225
2020-04-01,Macul,San Ramon,62
2020-04-01,Macul,Santiago,975
2020-04-01,Macul,Vitacura,24
2020-04-01,Maipu,Cerrillos,1770
2020-04-01,Maipu,Cerro Navia,363
2020-04-01,Maipu,Conchali,157
2020-04-01,Maipu,El Bosque,84
2020-04-01,Maipu,Estacion Central,3520
2020-04-01,Maipu,Huechuraba,88
2020-04-01,Maipu,Independencia,216
2020-04-01,Maipu,La Cisterna,338
2020-04-01,Maipu,La Florida,398
2020-04-01,Maipu,La Granja,45
2020-04-01,Maipu,La Pintana,20
2020-04-01,Maipu,La Reina,170
2020-04-01,Maipu,Las Condes,668
2020-04-01,Maipu,Lo Barnechea,40
2020-04-01,Maipu,Lo Espejo,241
2020-04-01,Maipu,Lo Prado,756
2020-04-01,Maipu,Macul,195
2020-04-01,Maipu,Maipu,16869
2020-04-01,Maipu,Nunoa,519
2020-04-01,Maipu,Pedro Aguirre Cerda,242
2020-04-01,Maipu,Penalolen,190
2020-04-01,Maipu,Providencia,1199
2020-04-01,Maipu,Pudahuel,1095
2020-04-01,Maipu,Puente Alto,199
2020-04-01,Maipu,Quilicura,328
2020-04-01,Maipu,Quinta Normal,403
2020-04-01,Maipu,Recoleta,891
2020-04-01,Maipu,Renca,221
2020-04-01,Maipu,San Bernardo,294
2020-04-01,Maipu,San Joaquin,272
2020-04-01,Maipu,San Miguel,451
2020-04-01,Maipu,San Ramon,68
2020-04-01,Maipu,Santiago,3332
2020-04-01,Maipu,Vitacura,108
2020-04-01,Nunoa,Cerrillos,251
2020-04-01,Nunoa,Cerro Navia,134
2020-04-01,Nunoa,Conchali,224
2020-04-01,Nunoa,El Bosque,67
2020-04-01,Nunoa,Estacion Central,528
2020-04-01,Nunoa,Huechuraba,73
2020-04-01,Nunoa,Independencia,352
2020-04-01,Nunoa,La Cisterna,406
2020-04-01,Nunoa,La Florida,1000
2020-04-01,Nunoa,La Granja,43
2020-04-01,Nunoa,La Pintana,49
2020-04-01,Nunoa,La Reina,541
2020-04-01,Nunoa,Las Condes,577
2020-04-01,Nunoa,Lo Barnechea,49
2020-04-01,Nunoa,Lo Espejo,76
2020-04-01,Nunoa,Lo Prado,392
2020-04-01,Nunoa,Macul,786
2020-04-01,Nunoa,Maipu,378
2020-04-01,Nunoa,Nunoa,2858
2020-04-01,Nunoa,Pedro Aguirre Cerda,209
2020-04-01,Nunoa,Penalolen,1688
2020-04-01,Nunoa,Providencia,1169
2020-04-01,Nunoa,Pudahuel,340
2020-04-01,Nunoa,Puente Alto,994
2020-04-01,Nunoa,Quilicura,312
2020-04-01,Nunoa,Quinta Normal,262
2020-04-01,Nunoa,Recoleta,420
2020-04-01,Nunoa,Renca,67
2020-04-01,Nunoa,San Bernardo,188
2020-04-01,Nunoa,San Joaquin,179
2020-04-01,Nunoa,San Miguel,345
2020-04-01,Nunoa,San Ramon,138
2020-04-01,Nunoa,Santiago,3105
2020-04-01,Nunoa,Vitacura,51
2020-04-01,Pedro Aguirre Cerda,Cerrillos,303
2020-04-01,Pedro Aguirre Cerda,Cerro Navia,48
2020-04-01,Pedro Aguirre Cerda,Conchali,46
2020-04-01,Pedro Aguirre Cerda,El Bosque,151
2020-04-01,Pedro Aguirre Cerda,Estacion Central,540
2020-04-01,Pedro Aguirre Cerda,Huechuraba,28
2020-04-01,Pedro Aguirre Cerda,Independencia,70
2020-04-01,Pedro Aguirre Cerda,La Cisterna,299
2020-04-01,Pedro Aguirre Cerda,La Florida,191
2020-04-01,Pedro Aguirre Cerda,La Granja,14
2020-04-01,Pedro Aguirre Cerda,La Pintana,30
2020-04-01,Pedro Aguirre Cerda,La Reina,107
2020-04-01,Pedro Aguirre Cerda,Las Condes,267
2020-04-01,Pedro Aguirre Cerda,Lo Barnechea,10
2020-04-01,Pedro Aguirre Cerda,Lo Espejo,412
2020-04-01,Pedro Aguirre Cerda,Lo Prado,56
2020-04-01,Pedro Aguirre Cerda,Macul,121
2020-04-01,Pedro Aguirre Cerda,Maipu,331
2020-04-01,Pedro Aguirre Cerda,Nunoa,271
2020-04-01,Pedro Aguirre Cerda,Pedro Aguirre Cerda,905
2020-04-01,Pedro Aguirre Cerda,Penalolen,87
2020-04-01,Pedro Aguirre Cerda,Providencia,370
2020-04-01,Pedro Aguirre Cerda,Pudahuel,81
2020-04-01,Pedro Aguirre Cerda,Puente Alto,134
2020-04-01,Pedro Aguirre Cerda,Quilicura,105
2020-04-01,Pedro Aguirre Cerda,Quinta Normal,58
2020-04-01,Pedro Aguirre Cerda,Recoleta,301
2020-04-01,Pedro Aguirre Cerda,Renca,55
2020-04-01,Pedro Aguirre Cerda,San Bernardo,510
2020-04-01,Pedro Aguirre Cerda,San Joaquin,107
2020-04-01,Pedro Aguirre Cerda,San Miguel,604
2020-04-01,Pedro Aguirre Cerda,San Ramon,37
2020-04-01,Pedro Aguirre Cerda,Santiago,1091
2020-04-01,Pedro Aguirre Cerda,Vitacura,19
2020-04-01,Penalolen,Cerrillos,83
2020-04-01,Penalolen,Cerro Navia,65
2020-04-01,Penalolen,Conchali,162
2020-04-01,Penalolen,El Bosque,76
2020-04-01,Penalolen,Estacion Central,486
2020-04-01,Penalolen,Huechuraba,119
2020-04-01,Penalolen,Independencia,113
2020-04-01,Penalolen,La Cisterna,560
2020-04-01,Penalolen,La Florida,1108
2020-04-01,Penalolen,La Granja,64
2020-04-01,Penalolen,La Pintana,41
2020-04-01,Penalolen,La Reina,808
2020-04-01,Penalolen,Las Condes,756
2020-04-01,Penalolen,Lo Barnechea,58
2020-04-01,Penalolen,Lo Espejo,33
2020-04-01,Penalolen,Lo Prado,271
2020-04-01,Penalolen,Macul,694
2020-04-01,Penalolen,Maipu,165
2020-04-01,Penalolen,Nunoa,1418
2020-04-01,Penalolen,Pedro Aguirre Cerda,94
2020-04-01,Penalolen,Penalolen,3195
2020-04-01,Penalolen,Providencia,1103
2020-04-01,Penalolen,Pudahuel,193
2020-04-01,Penalolen,Puente Alto,1377
2020-04-01,Penalolen,Quilicura,280
2020-04-01,Penalolen,Quinta Normal,145
2020-04-01,Penalolen,Recoleta,333
2020-04-01,Penalolen,Renca,81
2020-04-01,Penalolen,San Bernardo,88
2020-04-01,Penalolen,San Joaquin,127
2020-04-01,Penalolen,San Miguel,253
2020-04-01,Penalolen,San Ramon,288
2020-04-01,Penalolen,Santiago,1388
2020-04-01,Penalolen,Vitacura,122
2020-04-01,Providencia,Cerrillos,242
2020-04-01,Providencia,Cerro Navia,346
2020-04-01,Providencia,Conchali,260
2020-04-01,Providencia,El Bosque,178
2020-04-01,Providencia,Estacion Central,1065
2020-04-01,Providencia,Huechuraba,119
2020-04-01,Providencia,Independencia,387
2020-04-01,Providencia,La Cisterna,712
2020-04-01,Providencia,La Florida,1311
2020-04-01,Providencia,La Granja,107
2020-04-01,Providencia,La Pintana,89
2020-04-01,Providencia,La Reina,514
2020-04-01,Providencia,Las Condes,1155
2020-04-01,Providencia,Lo Barnechea,101
2020-04-01,Providencia,Lo Espejo,154
2020-04-01,Providencia,Lo Prado,1155
2020-04-01,Providencia,Macul,431
2020-04-01,Providencia,Maipu,724
2020-04-01,Providencia,Nunoa,1048
2020-04-01,Providencia,Pedro Aguirre Cerda,287
2020-04-01,Providencia,Penalolen,845
2020-04-01,Providencia,Providencia,1758
2020-04-01,Providencia,Pudahuel,618
2020-04-01,Providencia,Puente Alto,1544
2020-04-01,Providencia,Quilicura,319
2020-04-01,Providencia,Quinta Normal,484
2020-04-01,Providencia,Recoleta,643
2020-04-01,Providencia,Renca,222
2020-04-01,Providencia,San Bernardo,318
2020-04-01,Providencia,San Joaquin,197
2020-04-01,Providencia,San Miguel,595
2020-04-01,Providencia,San Ramon,218
2020-04-01,Providencia,Santiago,3890
2020-04-01,Providencia,Vitacura,171
2020-04-01,Pudahuel,Cerrillos,85
2020-04-01,Pudahuel,Cerro Navia,1091
2020-04-01,Pudahuel,Conchali,159
2020-04-01,Pudahuel,El Bosque,52
2020-04-01,Pudahuel,Estacion Central,1299
2020-04-01,Pudahuel,Huechuraba,65
2020-04-01,Pudahuel,Independencia,154
2020-04-01,Pudahuel,La Cisterna,419
2020-04-01,Pudahuel,La Florida,696
2020-04-01,Pudahuel,La Granja,26
2020-04-01,Pudahuel,La Pintana,36
2020-04-01,Pudahuel,La Reina,167
2020-04-01,Pudahuel,Las Condes,428
2020-04-01,Pudahuel,Lo Barnechea,36
2020-04-01,Pudahuel,Lo Espejo,49
2020-04-01,Pudahuel,Lo Prado,2068
2020-04-01,Pudahuel,Macul,232
2020-04-01,Pudahuel,Maipu,1475
2020-04-01,Pudahuel,Nunoa,436
2020-04-01,Pudahuel,Pedro Aguirre Cerda,102
2020-04-01,Pudahuel,Penalolen,224
2020-04-01,Pudahuel,Providencia,876
2020-04-01,Pudahuel,Pudahuel,5163
2020-04-01,Pudahuel,Puente Alto,384
2020-04-01,Pudahuel,Quilicura,289
2020-04-01,Pudahuel,Quinta Normal,995
2020-04-01,Pudahuel,Recoleta,749
2020-04-01,Pudahuel,Renca,300
2020-04-01,Pudahuel,San Bernardo,168
2020-04-01,Pudahuel,San Joaquin,250
2020-04-01,Pudahuel,San Miguel,454
2020-04-01,Pudahuel,San Ramon,83
2020-04-01,Pudahuel,Santiago,3254
2020-04-01,Pudahuel,Vitacura,88
2020-04-01,Puente Alto,Cerrillos,194
2020-04-01,Puente Alto,Cerro Navia,103
2020-04-01,Puente Alto,Conchali,227
2020-04-01,Puente Alto,El Bosque,128
2020-04-01,Puente Alto,Estacion Central,683
2020-04-01,Puente Alto,Huechuraba,105
2020-04-01,Puente Alto,Independencia,174
2020-04-01,Puente Alto,La Cisterna,958
2020-04-01,Puente Alto,La Florida,4357
2020-04-01,Puente Alto,La Granja,240
2020-04-01,Puente Alto,La Pintana,298
2020-04-01,Puente Alto,La Reina,869
2020-04-01,Puente Alto,Las Condes,1599
2020-04-01,Puente Alto,Lo Barnechea,84
2020-04-01,Puente Alto,Lo Espejo,71
2020-04-01,Puente Alto,Lo Prado,453
2020-04-01,Puente Alto,Macul,983
2020-04-01,Puente Alto,Maipu,174
2020-04-01,Puente Alto,Nunoa,1218
2020-04-01,Puente Alto,Pedro Aguirre Cerda,198
2020-04-01,Puente Alto,Penalolen,1596
2020-04-01,Puente Alto,Providencia,2419
2020-04-01,Puente Alto,Pudahuel,337
2020-04-01,Puente Alto,Puente Alto,14525
2020-04-01,Puente Alto,Quilicura,410
2020-04-01,Puente Alto,Quinta Normal,337
2020-04-01,Puente Alto,Recoleta,873
2020-04-01,Puente Alto,Renca,73
2020-04-01,Puente Alto,San Bernardo,157
2020-04-01,Puente Alto,San Joaquin,792
2020-04-01,Puente Alto,San Miguel,587
2020-04-01,Puente Alto,San Ramon,199
2020-04-01,Puente Alto,Santiago,2952
2020-04-01,Puente Alto,Vitacura,159
2020-04-01,Quilicura,Cerrillos,98
2020-04-01,Quilicura,Cerro Navia,97
2020-04-01,Quilicura,Conchali,1732
2020-04-01,Quilicura,El Bosque,74
2020-04-01,Quilicura,Estacion Central,758
2020-04-01,Quilicura,Huechuraba,301
2020-04-01,Quilicura,Independencia,969
2020-04-01,Quilicura,La Cisterna,575
2020-04-01,Quilicura,La Florida,639
2020-04-01,Quilicura,La Granja,27
2020-04-01,Quilicura,La Pintana,41
2020-04-01,Quilicura,La Reina,243
2020-04-01,Quilicura,Las Condes,265
2020-04-01,Quilicura,Lo Barnechea,33
2020-04-01,Quilicura,Lo Espejo,81
2020-04-01,Quilicura,Lo Prado,411
2020-04-01,Quilicura,Macul,172
2020-04-01,Quilicura,Maipu,324
2020-04-01,Quilicura,Nunoa,487
2020-04-01,Quilicura,Pedro Aguirre Cerda,122
2020-04-01,Quilicura,Penalolen,326
2020-04-01,Quilicura,Providencia,500
2020-04-01,Quilicura,Pudahuel,439
2020-04-01,Quilicura,Puente Alto,405
2020-04-01,Quilicura,Quilicura,7234
2020-04-01,Quilicura,Quinta Normal,284
2020-04-01,Quilicura,Recoleta,1159
2020-04-01,Quilicura,Renca,491
2020-04-01,Quilicura,San Bernardo,116
2020-04-01,Quilicura,San Joaquin,171
2020-04-01,Quilicura,San Miguel,558
2020-04-01,Quilicura,San Ramon,149
2020-04-01,Quilicura,Santiago,3002
2020-04-01,Quilicura,Vitacura,104
2020-04-01,Quinta Normal,Cerrillos,86
2020-04-01,Quinta Normal,Cerro Navia,1569
2020-04-01,Quinta Normal,Conchali,119
2020-04-01,Quinta Normal,El Bosque,47
2020-04-01,Quinta Normal,Estacion Central,520
2020-04-01,Quinta Normal,Huechuraba,46
2020-04-01,Quinta Normal,Independencia,137
2020-04-01,Quinta Normal,La Cisterna,275
2020-04-01,Quinta Normal,La Florida,450
2020-04-01,Quinta Normal,La Granja,29
2020-04-01,Quinta Normal,La Pintana,25
2020-04-01,Quinta Normal,La Reina,131
2020-04-01,Quinta Normal,Las Condes,290
2020-04-01,Quinta Normal,Lo Barnechea,23
2020-04-01,Quinta Normal,Lo Espejo,43
2020-04-01,Quinta Normal,Lo Prado,555
2020-04-01,Quinta Normal,Macul,193
2020-04-01,Quinta Normal,Maipu,373
2020-04-01,Quinta Normal,Nunoa,309
2020-04-01,Quinta Normal,Pedro Aguirre Cerda,67
2020-04-01,Quinta Normal,Penalolen,142
2020-04-01,Quinta Normal,Providencia,528
2020-04-01,Quinta Normal,Pudahuel,831
2020-04-01,Quinta Normal,Puente Alto,292
2020-04-01,Quinta Normal,Quilicura,252
2020-04-01,Quinta Normal,Quinta Normal,2005
2020-04-01,Quinta Normal,Recoleta,408
2020-04-01,Quinta Normal,Renca,398
2020-04-01,Quinta Normal,San Bernardo,168
2020-04-01,Quinta Normal,San Joaquin,142
2020-04-01,Quinta Normal,San Miguel,286
2020-04-01,Quinta Normal,San Ramon,52
2020-04-01,Quinta Normal,Santiago,2318
2020-04-01,Quinta Normal,Vitacura,100
2020-04-01,Recoleta,Cerrillos,252
2020-04-01,Recoleta,Cerro Navia,207
2020-04-01,Recoleta,Conchali,1348
2020-04-01,Recoleta,El Bosque,136
2020-04-01,Recoleta,Estacion Central,1453
2020-04-01,Recoleta,Huechuraba,808
2020-04-01,Recoleta,Independencia,1037
2020-04-01,Recoleta,La Cisterna,1414
2020-04-01,Recoleta,La Florida,890
2020-04-01,Recoleta,La Granja,88
2020-04-01,Recoleta,La Pintana,107
2020-04-01,Recoleta,La Reina,222
2020-04-01,Recoleta,Las Condes,444
2020-04-01,Recoleta,Lo Barnechea,47
2020-04-01,Recoleta,Lo Espejo,128
2020-04-01,Recoleta,Lo Prado,1015
2020-04-01,Recoleta,Macul,328
2020-04-01,Recoleta,Maipu,519
2020-04-01,Recoleta,Nunoa,510
2020-04-01,Recoleta,Pedro Aguirre Cerda,292
2020-04-01,Recoleta,Penalolen,333
2020-04-01,Recoleta,Providencia,713
2020-04-01,Recoleta,Pudahuel,667
2020-04-01,Recoleta,Puente Alto,648
2020-04-01,Recoleta,Quilicura,1341
2020-04-01,Recoleta,Quinta Normal,402
2020-04-01,Recoleta,Recoleta,6733
2020-04-01,Recoleta,Renca,285
2020-04-01,Recoleta,San Bernardo,299
2020-04-01,Recoleta,San Joaquin,283
2020-04-01,Recoleta,San Miguel,1219
2020-04-01,Recoleta,San Ramon,193
2020-04-01,Recoleta,Santiago,3657
2020-04-01,Recoleta,Vitacura,121
2020-04-01,Renca,Cerrillos,98
2020-04-01,Renca,Cerro Navia,223
2020-04-01,Renca,Conchali,197
2020-04-01,Renca,El Bosque,41
2020-04-01,Renca,Estacion Central,430
2020-04-01,Renca,Huechuraba,74
2020-04-01,Renca,Independencia,325
2020-04-01,Renca,La Cisterna,232
2020-04-01,Renca,La Florida,243
2020-04-01,Renca,La Granja,23
2020-04-01,Renca,La Pintana,18
2020-04-01,Renca,La Reina,105
2020-04-01,Renca,Las Condes,219
2020-04-01,Renca,Lo Barnechea,20
2020-04-01,Renca,Lo Espejo,36
2020-04-01,Renca,Lo Prado,168
2020-04-01,Renca,Macul,102
2020-04-01,Renca,Maipu,236
2020-04-01,Renca,Nunoa,201
2020-04-01,Renca,Pedro Aguirre Cerda,67
2020-04-01,Renca,Penalolen,139
2020-04-01,Renca,Providencia,360
2020-04-01,Renca,Pudahuel,462
2020-04-01,Renca,Puente Alto,182
2020-04-01,Renca,Quilicura,309
2020-04-01,Renca,Quinta Normal,438
2020-04-01,Renca,Recoleta,421
2020-04-01,Renca,Renca,3716
2020-04-01,Renca,San Bernardo,82
2020-04-01,Renca,San Joaquin,129
2020-04-01,Renca,San Miguel,245
2020-04-01,Renca,San Ramon,44
2020-04-01,Renca,Santiago,1392
2020-04-01,Renca,Vitacura,60
2020-04-01,San Bernardo,Cerrillos,173
2020-04-01,San Bernardo,Cerro Navia,68
2020-04-01,San Bernardo,Conchali,91
2020-04-01,San Bernardo,El Bosque,621
2020-04-01,San Bernardo,Estacion Central,2026
2020-04-01,San Bernardo,Huechuraba,62
2020-04-01,San Bernardo,Independencia,103
2020-04-01,San Bernardo,La Cisterna,698
2020-04-01,San Bernardo,La Florida,366
2020-04-01,San Bernardo,La Granja,54
2020-04-01,San Bernardo,La Pintana,195
2020-04-01,San Bernardo,La Reina,97
2020-04-01,San Bernardo,Las Condes,256
2020-04-01,San Bernardo,Lo Barnechea,12
2020-04-01,San Bernardo,Lo Espejo,378
2020-04-01,San Bernardo,Lo Prado,294
2020-04-01,San Bernardo,Macul,144
2020-04-01,San Bernardo,Maipu,144
2020-04-01,San Bernardo,Nunoa,262
2020-04-01,San Bernardo,Pedro Aguirre Cerda,535
2020-04-01,San Bernardo,Penalolen,151
2020-04-01,San Bernardo,Providencia,457
2020-04-01,San Bernardo,Pudahuel,128
2020-04-01,San Bernardo,Puente Alto,202
2020-04-01,San Bernardo,Quilicura,177
2020-04-01,San Bernardo,Quinta Normal,134
2020-04-01,San Bernardo,Recoleta,522
2020-04-01,San Bernardo,Renca,66
2020-04-01,San Bernardo,San Bernardo,2773
2020-04-01,San Bernardo,San Joaquin,191
2020-04-01,San Bernardo,San Miguel,427
2020-04-01,San Bernardo,San Ramon,73
2020-04-01,San Bernardo,Santiago,1288
2020-04-01,San Bernardo,Vitacura,39
2020-04-01,San Joaquin,Cerrillos,152
2020-04-01,San Joaquin,Cerro Navia,75
2020-04-01,San Joaquin,Conchali,100
2020-04-01,San Joaquin,El Bosque,47
2020-04-01,San Joaquin,Estacion Central,256
2020-04-01,San Joaquin,Huechuraba,38
2020-04-01,San Joaquin,Independencia,78
2020-04-01,San Joaquin,La Cisterna,243
2020-04-01,San Joaquin,La Florida,943
2020-04-01,San Joaquin,La Granja,69
2020-04-01,San Joaquin,La Pintana,17
2020-04-01,San Joaquin,La Reina,76
2020-04-01,San Joaquin,Las Condes,180
2020-04-01,San Joaquin,Lo Barnechea,17
2020-04-01,San Joaquin,Lo Espejo,75
2020-04-01,San Joaquin,Lo Prado,263
2020-04-01,San Joaquin,Macul,284
2020-04-01,San Joaquin,Maipu,200
2020-04-01,San Joaquin,Nunoa,246
2020-04-01,San Joaquin,Pedro Aguirre Cerda,159
2020-04-01,San Joaquin,Penalolen,135
2020-04-01,San Joaquin,Providencia,361
2020-04-01,San Joaquin,Pudahuel,241
2020-04-01,San Joaquin,Puente Alto,686
2020-04-01,San Joaquin,Quilicura,162
2020-04-01,San Joaquin,Quinta Normal,134
2020-04-01,San Joaquin,Recoleta,294
2020-04-01,San Joaquin,Renca,55
2020-04-01,San Joaquin,San Bernardo,119
2020-04-01,San Joaquin,San Joaquin,468
2020-04-01,San Joaquin,San Miguel,542
2020-04-01,San Joaquin,San Ramon,69
2020-04-01,San Joaquin,Santiago,1095
2020-04-01,San Joaquin,Vitacura,21
2020-04-01,San Miguel,Cerrillos,246
2020-04-01,San Miguel,Cerro Navia,135
2020-04-01,San Miguel,Conchali,229
2020-04-01,San Miguel,El Bosque,325
2020-04-01,San Miguel,Estacion Central,811
2020-04-01,San Miguel,Huechuraba,94
2020-04-01,San Miguel,Independencia,184
2020-04-01,San Miguel,La Cisterna,1903
2020-04-01,San Miguel,La Florida,546
2020-04-01,San Miguel,La Granja,60
2020-04-01,San Miguel,La Pintana,202
2020-04-01,San Miguel,La Reina,116
2020-04-01,San Miguel,Las Condes,349
2020-04-01,San Miguel,Lo Barnechea,19
2020-04-01,San Miguel,Lo Espejo,331
2020-04-01,San Miguel,Lo Prado,557
2020-04-01,San Miguel,Macul,203
2020-04-01,San Miguel,Maipu,372
2020-04-01,San Miguel,Nunoa,350
2020-04-01,San Miguel,Pedro Aguirre Cerda,695
2020-04-01,San Miguel,Penalolen,204
2020-04-01,San Miguel,Providencia,660
2020-04-01,San Miguel,Pudahuel,355
2020-04-01,San Miguel,Puente Alto,493
2020-04-01,San Miguel,Quilicura,402
2020-04-01,San Miguel,Quinta Normal,241
2020-04-01,San Miguel,Recoleta,1251
2020-04-01,San Miguel,Renca,117
2020-04-01,San Miguel,San Bernardo,295
2020-04-01,San Miguel,San Joaquin,395
2020-04-01,San Miguel,San Miguel,2398
2020-04-01,San Miguel,San Ramon,331
2020-04-01,San Miguel,Santiago,2789
2020-04-01,San Miguel,Vitacura,35
2020-04-01,San Ramon,Cerrillos,43
2020-04-01,San Ramon,Cerro Navia,15
2020-04-01,San Ramon,Conchali,73
2020-04-01,San Ramon,El Bosque,59
2020-04-01,San Ramon,Estacion Central,287
