Semana,Inicio_semana,Fin_semana,Origen,Cod_region_origen,Region_origen,Destino,Cod_region_destino,Region_destino,Operaciones,Pasajeros
1,2020-01-01,2020-01-05,Punta Arenas,12,Magallanes,Concepción,8,Biobío,3.0,492.0
2,2020-01-06,2020-01-12,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,782.0
3,2020-01-13,2020-01-19,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,811.0
4,2020-01-20,2020-01-26,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,828.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Concepción,8,Biobío,4.0,623.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Concepción,8,Biobío,1.0,142.0
6,2020-02-03,2020-02-09,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,752.0
7,2020-02-10,2020-02-16,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,714.0
8,2020-02-17,2020-02-23,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,714.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Concepción,8,Biobío,5.0,692.0
10,2020-03-02,2020-03-08,Punta Arenas,12,Magallanes,Concepción,8,Biobío,4.0,469.0
11,2020-03-09,2020-03-15,Punta Arenas,12,Magallanes,Concepción,8,Biobío,4.0,389.0
12,2020-03-16,2020-03-22,Punta Arenas,12,Magallanes,Concepción,8,Biobío,3.0,401.0
13,2020-03-23,2020-03-29,Punta Arenas,12,Magallanes,Concepción,8,Biobío,2.0,270.0
16,2020-04-13,2020-04-19,Punta Arenas,12,Magallanes,Concepción,8,Biobío,1.0,1.0
17,2020-04-20,2020-04-26,Punta Arenas,12,Magallanes,Concepción,8,Biobío,1.0,3.0
26,2020-06-22,2020-06-28,Punta Arenas,12,Magallanes,Concepción,8,Biobío,1.0,6.0
1,2020-01-01,2020-01-05,Santiago,13,Metropolitana,Concepción,8,Biobío,52.0,7263.0
2,2020-01-06,2020-01-12,Santiago,13,Metropolitana,Concepción,8,Biobío,84.0,13342.0
3,2020-01-13,2020-01-19,Santiago,13,Metropolitana,Concepción,8,Biobío,80.0,13333.0
4,2020-01-20,2020-01-26,Santiago,13,Metropolitana,Concepción,8,Biobío,86.0,14084.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,Concepción,8,Biobío,62.0,9686.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,Concepción,8,Biobío,22.0,3202.0
6,2020-02-03,2020-02-09,Santiago,13,Metropolitana,Concepción,8,Biobío,83.0,12883.0
7,2020-02-10,2020-02-16,Santiago,13,Metropolitana,Concepción,8,Biobío,79.0,12531.0
8,2020-02-17,2020-02-23,Santiago,13,Metropolitana,Concepción,8,Biobío,83.0,12776.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,Concepción,8,Biobío,71.0,11194.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,Concepción,8,Biobío,11.0,1702.0
10,2020-03-02,2020-03-08,Santiago,13,Metropolitana,Concepción,8,Biobío,94.0,13239.0
11,2020-03-09,2020-03-15,Santiago,13,Metropolitana,Concepción,8,Biobío,86.0,12559.0
12,2020-03-16,2020-03-22,Santiago,13,Metropolitana,Concepción,8,Biobío,55.0,4967.0
13,2020-03-23,2020-03-29,Santiago,13,Metropolitana,Concepción,8,Biobío,18.0,1435.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,Concepción,8,Biobío,2.0,134.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,Concepción,8,Biobío,10.0,725.0
15,2020-04-06,2020-04-12,Santiago,13,Metropolitana,Concepción,8,Biobío,7.0,227.0
16,2020-04-13,2020-04-19,Santiago,13,Metropolitana,Concepción,8,Biobío,10.0,494.0
17,2020-04-20,2020-04-26,Santiago,13,Metropolitana,Concepción,8,Biobío,9.0,376.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Concepción,8,Biobío,5.0,397.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Concepción,8,Biobío,5.0,397.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Concepción,8,Biobío,1.0,66.0
19,2020-05-04,2020-05-10,Santiago,13,Metropolitana,Concepción,8,Biobío,8.0,521.0
20,2020-05-11,2020-05-17,Santiago,13,Metropolitana,Concepción,8,Biobío,5.0,268.0
21,2020-05-18,2020-05-24,Santiago,13,Metropolitana,Concepción,8,Biobío,4.0,184.0
22,2020-05-25,2020-05-31,Santiago,13,Metropolitana,Concepción,8,Biobío,6.0,213.0
23,2020-06-01,2020-06-07,Santiago,13,Metropolitana,Concepción,8,Biobío,11.0,385.0
24,2020-06-08,2020-06-14,Santiago,13,Metropolitana,Concepción,8,Biobío,11.0,513.0
25,2020-06-15,2020-06-21,Santiago,13,Metropolitana,Concepción,8,Biobío,8.0,327.0
26,2020-06-22,2020-06-28,Santiago,13,Metropolitana,Concepción,8,Biobío,7.0,300.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,Concepción,8,Biobío,3.0,85.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,Concepción,8,Biobío,6.0,411.0
28,2020-07-06,2020-07-12,Santiago,13,Metropolitana,Concepción,8,Biobío,8.0,308.0
29,2020-07-13,2020-07-19,Santiago,13,Metropolitana,Concepción,8,Biobío,6.0,252.0
30,2020-07-20,2020-07-26,Santiago,13,Metropolitana,Concepción,8,Biobío,6.0,365.0
31,2020-07-27,2020-08-02,Santiago,13,Metropolitana,Concepción,8,Biobío,6.0,431.0
31,2020-07-27,2020-08-02,Santiago,13,Metropolitana,Concepción,8,Biobío,1.0,19.0
32,2020-08-03,2020-08-09,Santiago,13,Metropolitana,Concepción,8,Biobío,7.0,613.0
33,2020-08-10,2020-08-16,Santiago,13,Metropolitana,Concepción,8,Biobío,9.0,877.0
34,2020-08-17,2020-08-23,Santiago,13,Metropolitana,Concepción,8,Biobío,8.0,723.0
29,2020-07-13,2020-07-19,Temuco,9,Araucanía,Concepción,8,Biobío,1.0,57.0
1,2020-01-01,2020-01-05,Puerto Natales,12,Magallanes,Concepción,8,Biobío,1.0,162.0
1,2020-01-01,2020-01-05,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,12.0,1651.0
2,2020-01-06,2020-01-12,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,17.0,2519.0
3,2020-01-13,2020-01-19,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,17.0,2545.0
4,2020-01-20,2020-01-26,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,16.0,2397.0
5,2020-01-27,2020-02-02,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,13.0,1852.0
5,2020-01-27,2020-02-02,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,3.0,508.0
6,2020-02-03,2020-02-09,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,16.0,2392.0
7,2020-02-10,2020-02-16,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,16.0,2266.0
8,2020-02-17,2020-02-23,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,16.0,2202.0
9,2020-02-24,2020-03-01,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,13.0,1683.0
9,2020-02-24,2020-03-01,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,3.0,381.0
10,2020-03-02,2020-03-08,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,16.0,2086.0
11,2020-03-09,2020-03-15,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,13.0,1690.0
12,2020-03-16,2020-03-22,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,11.0,1375.0
13,2020-03-23,2020-03-29,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,4.0,430.0
14,2020-03-30,2020-04-05,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,2.0,188.0
14,2020-03-30,2020-04-05,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,4.0,294.0
15,2020-04-06,2020-04-12,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,5.0,392.0
16,2020-04-13,2020-04-19,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,5.0,513.0
17,2020-04-20,2020-04-26,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,5.0,544.0
18,2020-04-27,2020-05-03,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,5.0,432.0
19,2020-05-04,2020-05-10,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,6.0,359.0
20,2020-05-11,2020-05-17,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,561.0
21,2020-05-18,2020-05-24,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,361.0
22,2020-05-25,2020-05-31,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,476.0
23,2020-06-01,2020-06-07,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,423.0
24,2020-06-08,2020-06-14,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,487.0
25,2020-06-15,2020-06-21,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,447.0
26,2020-06-22,2020-06-28,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,9.0,642.0
27,2020-06-29,2020-07-05,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,3.0,190.0
27,2020-06-29,2020-07-05,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,7.0,553.0
28,2020-07-06,2020-07-12,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,10.0,632.0
29,2020-07-13,2020-07-19,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,10.0,579.0
30,2020-07-20,2020-07-26,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,11.0,655.0
31,2020-07-27,2020-08-02,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,9.0,605.0
32,2020-08-03,2020-08-09,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,6.0,603.0
33,2020-08-10,2020-08-16,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,6.0,511.0
34,2020-08-17,2020-08-23,Antofagasta,2,Antofagasta,La Serena,4,Coquimbo,6.0,475.0
1,2020-01-01,2020-01-05,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,2.0,317.0
2,2020-01-06,2020-01-12,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,2.0,353.0
3,2020-01-13,2020-01-19,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,2.0,332.0
4,2020-01-20,2020-01-26,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,4.0,634.0
5,2020-01-27,2020-02-02,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,3.0,496.0
5,2020-01-27,2020-02-02,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,150.0
6,2020-02-03,2020-02-09,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,4.0,641.0
7,2020-02-10,2020-02-16,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,4.0,662.0
8,2020-02-17,2020-02-23,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,4.0,633.0
9,2020-02-24,2020-03-01,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,3.0,443.0
9,2020-02-24,2020-03-01,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,132.0
10,2020-03-02,2020-03-08,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,2.0,271.0
11,2020-03-09,2020-03-15,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,2.0,237.0
12,2020-03-16,2020-03-22,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,74.0
14,2020-03-30,2020-04-05,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,70.0
27,2020-06-29,2020-07-05,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,39.0
28,2020-07-06,2020-07-12,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,31.0
29,2020-07-13,2020-07-19,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,28.0
30,2020-07-20,2020-07-26,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,21.0
31,2020-07-27,2020-08-02,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,20.0
32,2020-08-03,2020-08-09,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,76.0
34,2020-08-17,2020-08-23,Arica,15,Arica y Parinacota,La Serena,4,Coquimbo,1.0,89.0
1,2020-01-01,2020-01-05,Calama,2,Antofagasta,La Serena,4,Coquimbo,4.0,639.0
2,2020-01-06,2020-01-12,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1468.0
3,2020-01-13,2020-01-19,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,1300.0
4,2020-01-20,2020-01-26,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,1232.0
5,2020-01-27,2020-02-02,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,1157.0
5,2020-01-27,2020-02-02,Calama,2,Antofagasta,La Serena,4,Coquimbo,1.0,156.0
6,2020-02-03,2020-02-09,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1443.0
7,2020-02-10,2020-02-16,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1330.0
8,2020-02-17,2020-02-23,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1264.0
9,2020-02-24,2020-03-01,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1127.0
9,2020-02-24,2020-03-01,Calama,2,Antofagasta,La Serena,4,Coquimbo,1.0,112.0
10,2020-03-02,2020-03-08,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1069.0
11,2020-03-09,2020-03-15,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,1157.0
12,2020-03-16,2020-03-22,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,919.0
13,2020-03-23,2020-03-29,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,1085.0
14,2020-03-30,2020-04-05,Calama,2,Antofagasta,La Serena,4,Coquimbo,1.0,184.0
14,2020-03-30,2020-04-05,Calama,2,Antofagasta,La Serena,4,Coquimbo,3.0,315.0
15,2020-04-06,2020-04-12,Calama,2,Antofagasta,La Serena,4,Coquimbo,4.0,318.0
16,2020-04-13,2020-04-19,Calama,2,Antofagasta,La Serena,4,Coquimbo,4.0,338.0
17,2020-04-20,2020-04-26,Calama,2,Antofagasta,La Serena,4,Coquimbo,7.0,819.0
18,2020-04-27,2020-05-03,Calama,2,Antofagasta,La Serena,4,Coquimbo,5.0,664.0
18,2020-04-27,2020-05-03,Calama,2,Antofagasta,La Serena,4,Coquimbo,1.0,52.0
19,2020-05-04,2020-05-10,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,897.0
20,2020-05-11,2020-05-17,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,895.0
21,2020-05-18,2020-05-24,Calama,2,Antofagasta,La Serena,4,Coquimbo,10.0,978.0
22,2020-05-25,2020-05-31,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,790.0
23,2020-06-01,2020-06-07,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,671.0
24,2020-06-08,2020-06-14,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,691.0
25,2020-06-15,2020-06-21,Calama,2,Antofagasta,La Serena,4,Coquimbo,9.0,599.0
26,2020-06-22,2020-06-28,Calama,2,Antofagasta,La Serena,4,Coquimbo,7.0,513.0
27,2020-06-29,2020-07-05,Calama,2,Antofagasta,La Serena,4,Coquimbo,1.0,65.0
27,2020-06-29,2020-07-05,Calama,2,Antofagasta,La Serena,4,Coquimbo,6.0,370.0
28,2020-07-06,2020-07-12,Calama,2,Antofagasta,La Serena,4,Coquimbo,5.0,343.0
29,2020-07-13,2020-07-19,Calama,2,Antofagasta,La Serena,4,Coquimbo,6.0,393.0
30,2020-07-20,2020-07-26,Calama,2,Antofagasta,La Serena,4,Coquimbo,7.0,509.0
31,2020-07-27,2020-08-02,Calama,2,Antofagasta,La Serena,4,Coquimbo,6.0,506.0
31,2020-07-27,2020-08-02,Calama,2,Antofagasta,La Serena,4,Coquimbo,1.0,56.0
32,2020-08-03,2020-08-09,Calama,2,Antofagasta,La Serena,4,Coquimbo,7.0,674.0
33,2020-08-10,2020-08-16,Calama,2,Antofagasta,La Serena,4,Coquimbo,8.0,861.0
34,2020-08-17,2020-08-23,Calama,2,Antofagasta,La Serena,4,Coquimbo,5.0,465.0
1,2020-01-01,2020-01-05,Concepción,8,Biobío,La Serena,4,Coquimbo,2.0,261.0
2,2020-01-06,2020-01-12,Concepción,8,Biobío,La Serena,4,Coquimbo,4.0,492.0
3,2020-01-13,2020-01-19,Concepción,8,Biobío,La Serena,4,Coquimbo,4.0,479.0
4,2020-01-20,2020-01-26,Concepción,8,Biobío,La Serena,4,Coquimbo,3.0,428.0
5,2020-01-27,2020-02-02,Concepción,8,Biobío,La Serena,4,Coquimbo,3.0,457.0
5,2020-01-27,2020-02-02,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,158.0
6,2020-02-03,2020-02-09,Concepción,8,Biobío,La Serena,4,Coquimbo,4.0,607.0
7,2020-02-10,2020-02-16,Concepción,8,Biobío,La Serena,4,Coquimbo,4.0,584.0
8,2020-02-17,2020-02-23,Concepción,8,Biobío,La Serena,4,Coquimbo,4.0,549.0
9,2020-02-24,2020-03-01,Concepción,8,Biobío,La Serena,4,Coquimbo,4.0,492.0
10,2020-03-02,2020-03-08,Concepción,8,Biobío,La Serena,4,Coquimbo,3.0,283.0
11,2020-03-09,2020-03-15,Concepción,8,Biobío,La Serena,4,Coquimbo,2.0,183.0
12,2020-03-16,2020-03-22,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,65.0
14,2020-03-30,2020-04-05,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,117.0
27,2020-06-29,2020-07-05,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,45.0
28,2020-07-06,2020-07-12,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,22.0
29,2020-07-13,2020-07-19,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,31.0
30,2020-07-20,2020-07-26,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,42.0
31,2020-07-27,2020-08-02,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,35.0
32,2020-08-03,2020-08-09,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,83.0
34,2020-08-17,2020-08-23,Concepción,8,Biobío,La Serena,4,Coquimbo,1.0,71.0
15,2020-04-06,2020-04-12,Copiapó,3,Atacama,La Serena,4,Coquimbo,4.0,60.0
16,2020-04-13,2020-04-19,Copiapó,3,Atacama,La Serena,4,Coquimbo,7.0,200.0
17,2020-04-20,2020-04-26,Copiapó,3,Atacama,La Serena,4,Coquimbo,7.0,264.0
18,2020-04-27,2020-05-03,Copiapó,3,Atacama,La Serena,4,Coquimbo,4.0,239.0
1,2020-01-01,2020-01-05,Iquique,1,Tarapacá,La Serena,4,Coquimbo,6.0,794.0
2,2020-01-06,2020-01-12,Iquique,1,Tarapacá,La Serena,4,Coquimbo,8.0,1226.0
3,2020-01-13,2020-01-19,Iquique,1,Tarapacá,La Serena,4,Coquimbo,6.0,953.0
4,2020-01-20,2020-01-26,Iquique,1,Tarapacá,La Serena,4,Coquimbo,7.0,1162.0
5,2020-01-27,2020-02-02,Iquique,1,Tarapacá,La Serena,4,Coquimbo,5.0,760.0
5,2020-01-27,2020-02-02,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,306.0
6,2020-02-03,2020-02-09,Iquique,1,Tarapacá,La Serena,4,Coquimbo,8.0,1265.0
7,2020-02-10,2020-02-16,Iquique,1,Tarapacá,La Serena,4,Coquimbo,8.0,1262.0
8,2020-02-17,2020-02-23,Iquique,1,Tarapacá,La Serena,4,Coquimbo,8.0,1179.0
9,2020-02-24,2020-03-01,Iquique,1,Tarapacá,La Serena,4,Coquimbo,7.0,966.0
9,2020-02-24,2020-03-01,Iquique,1,Tarapacá,La Serena,4,Coquimbo,1.0,112.0
10,2020-03-02,2020-03-08,Iquique,1,Tarapacá,La Serena,4,Coquimbo,8.0,1052.0
11,2020-03-09,2020-03-15,Iquique,1,Tarapacá,La Serena,4,Coquimbo,8.0,905.0
12,2020-03-16,2020-03-22,Iquique,1,Tarapacá,La Serena,4,Coquimbo,6.0,717.0
13,2020-03-23,2020-03-29,Iquique,1,Tarapacá,La Serena,4,Coquimbo,4.0,137.0
14,2020-03-30,2020-04-05,Iquique,1,Tarapacá,La Serena,4,Coquimbo,3.0,79.0
15,2020-04-06,2020-04-12,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,133.0
16,2020-04-13,2020-04-19,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,4.0
17,2020-04-20,2020-04-26,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,3.0
18,2020-04-27,2020-05-03,Iquique,1,Tarapacá,La Serena,4,Coquimbo,1.0,2.0
19,2020-05-04,2020-05-10,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,236.0
20,2020-05-11,2020-05-17,Iquique,1,Tarapacá,La Serena,4,Coquimbo,4.0,191.0
21,2020-05-18,2020-05-24,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,58.0
22,2020-05-25,2020-05-31,Iquique,1,Tarapacá,La Serena,4,Coquimbo,3.0,134.0
23,2020-06-01,2020-06-07,Iquique,1,Tarapacá,La Serena,4,Coquimbo,4.0,83.0
24,2020-06-08,2020-06-14,Iquique,1,Tarapacá,La Serena,4,Coquimbo,4.0,86.0
25,2020-06-15,2020-06-21,Iquique,1,Tarapacá,La Serena,4,Coquimbo,5.0,75.0
26,2020-06-22,2020-06-28,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,74.0
27,2020-06-29,2020-07-05,Iquique,1,Tarapacá,La Serena,4,Coquimbo,1.0,35.0
27,2020-06-29,2020-07-05,Iquique,1,Tarapacá,La Serena,4,Coquimbo,1.0,52.0
28,2020-07-06,2020-07-12,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,56.0
29,2020-07-13,2020-07-19,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,86.0
30,2020-07-20,2020-07-26,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,71.0
31,2020-07-27,2020-08-02,Iquique,1,Tarapacá,La Serena,4,Coquimbo,3.0,91.0
32,2020-08-03,2020-08-09,Iquique,1,Tarapacá,La Serena,4,Coquimbo,3.0,176.0
33,2020-08-10,2020-08-16,Iquique,1,Tarapacá,La Serena,4,Coquimbo,4.0,191.0
34,2020-08-17,2020-08-23,Iquique,1,Tarapacá,La Serena,4,Coquimbo,2.0,83.0
1,2020-01-01,2020-01-05,Santiago,13,Metropolitana,La Serena,4,Coquimbo,48.0,7060.0
2,2020-01-06,2020-01-12,Santiago,13,Metropolitana,La Serena,4,Coquimbo,68.0,10857.0
3,2020-01-13,2020-01-19,Santiago,13,Metropolitana,La Serena,4,Coquimbo,66.0,10908.0
4,2020-01-20,2020-01-26,Santiago,13,Metropolitana,La Serena,4,Coquimbo,65.0,10625.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,La Serena,4,Coquimbo,48.0,7631.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,La Serena,4,Coquimbo,21.0,3386.0
6,2020-02-03,2020-02-09,Santiago,13,Metropolitana,La Serena,4,Coquimbo,70.0,11176.0
7,2020-02-10,2020-02-16,Santiago,13,Metropolitana,La Serena,4,Coquimbo,69.0,11020.0
8,2020-02-17,2020-02-23,Santiago,13,Metropolitana,La Serena,4,Coquimbo,72.0,11358.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,La Serena,4,Coquimbo,59.0,8895.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,La Serena,4,Coquimbo,10.0,1351.0
10,2020-03-02,2020-03-08,Santiago,13,Metropolitana,La Serena,4,Coquimbo,55.0,8329.0
11,2020-03-09,2020-03-15,Santiago,13,Metropolitana,La Serena,4,Coquimbo,50.0,7804.0
12,2020-03-16,2020-03-22,Santiago,13,Metropolitana,La Serena,4,Coquimbo,39.0,3285.0
13,2020-03-23,2020-03-29,Santiago,13,Metropolitana,La Serena,4,Coquimbo,16.0,774.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,La Serena,4,Coquimbo,7.0,852.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,La Serena,4,Coquimbo,8.0,397.0
15,2020-04-06,2020-04-12,Santiago,13,Metropolitana,La Serena,4,Coquimbo,13.0,427.0
16,2020-04-13,2020-04-19,Santiago,13,Metropolitana,La Serena,4,Coquimbo,13.0,793.0
17,2020-04-20,2020-04-26,Santiago,13,Metropolitana,La Serena,4,Coquimbo,18.0,1041.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,La Serena,4,Coquimbo,10.0,607.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,La Serena,4,Coquimbo,10.0,607.0
19,2020-05-04,2020-05-10,Santiago,13,Metropolitana,La Serena,4,Coquimbo,11.0,446.0
20,2020-05-11,2020-05-17,Santiago,13,Metropolitana,La Serena,4,Coquimbo,12.0,649.0
21,2020-05-18,2020-05-24,Santiago,13,Metropolitana,La Serena,4,Coquimbo,13.0,438.0
22,2020-05-25,2020-05-31,Santiago,13,Metropolitana,La Serena,4,Coquimbo,12.0,451.0
23,2020-06-01,2020-06-07,Santiago,13,Metropolitana,La Serena,4,Coquimbo,6.0,198.0
24,2020-06-08,2020-06-14,Santiago,13,Metropolitana,La Serena,4,Coquimbo,8.0,191.0
25,2020-06-15,2020-06-21,Santiago,13,Metropolitana,La Serena,4,Coquimbo,9.0,219.0
26,2020-06-22,2020-06-28,Santiago,13,Metropolitana,La Serena,4,Coquimbo,11.0,227.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,La Serena,4,Coquimbo,3.0,61.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,La Serena,4,Coquimbo,4.0,146.0
28,2020-07-06,2020-07-12,Santiago,13,Metropolitana,La Serena,4,Coquimbo,8.0,158.0
29,2020-07-13,2020-07-19,Santiago,13,Metropolitana,La Serena,4,Coquimbo,8.0,194.0
30,2020-07-20,2020-07-26,Santiago,13,Metropolitana,La Serena,4,Coquimbo,9.0,300.0
31,2020-07-27,2020-08-02,Santiago,13,Metropolitana,La Serena,4,Coquimbo,11.0,425.0
32,2020-08-03,2020-08-09,Santiago,13,Metropolitana,La Serena,4,Coquimbo,9.0,464.0
33,2020-08-10,2020-08-16,Santiago,13,Metropolitana,La Serena,4,Coquimbo,10.0,497.0
34,2020-08-17,2020-08-23,Santiago,13,Metropolitana,La Serena,4,Coquimbo,10.0,446.0
1,2020-01-01,2020-01-05,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,81.0,11207.0
2,2020-01-06,2020-01-12,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,126.0,19265.0
3,2020-01-13,2020-01-19,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,125.0,20618.0
4,2020-01-20,2020-01-26,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,124.0,19397.0
5,2020-01-27,2020-02-02,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,96.0,15390.0
5,2020-01-27,2020-02-02,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,28.0,4628.0
